Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
EBAY,"May 8, 2013",TB|T100|TVBF|TVB|TV100,0.0130271467441|0.00905359152523|-0.00142205554911|0.00288937254664|0.00944910277851|0.00358442376633|-0.049473446819|-0.0131375409269|-0.015120395617|0.00986892274112|0.0125954249118|-0.0116871369599|0.00945557497052|0.00281661987579|-0.00690399228784|0.0136333066673|0.0161249514322|0.00577453625795|-0.000730555352306|-0.0039461326203|0.0181074246325|0.0109460025007|0.00939881729992|-0.00244489966306|0.0101697748267@0.0149026518725
AAPL,"November 23, 2016",TB|T100,-0.0244674251248|-0.0108434229567|-0.00762644748057|-0.00492403197796|-0.0157812494273|0.00236059615376|-0.010456942568|-0.011487210563|-0.00620784056607|-0.000981199986871|-0.0132520642238|-0.0335343650568|0.00443927962622|-0.029328008535|0.00371700230241|0.0247148998036|-0.00771509863559|-0.000533967084214|0.00581661974827|-0.00421722165728|-0.00884348774116|-0.00120901319176|-0.00155688077925|-0.00582753579386|-0.00987530039886@0.0129935042917
WMT,"February 4, 2009",TB,-0.0138154175487|0.00272174995901|-0.0816516824131|0.0113695040913|0.00496147478611|0.0112876253594|0.00120231245858|-0.00624843486321|-0.0013457372624|0.00218630526244|-0.0490428299024|-0.000684785683101|-0.0146124433768|0.000149224016887|-0.00254140980813|-0.0178341555923|-0.00553731143082|-0.008580249126|-0.0124262696144|0.0181499335621|-0.0293631489618|0.0365811758146|0.00746168458764|-0.009693144108|-0.0136145570292@0.0190497383485
HAE,"June 24, 2009",TB|T100|TVBF|TVB|TV100,-0.000721699785259|0.000964415282336|0.0113021507969|0.0330240769228|0.000732373015569|0.00484685321751|-0.0139710835922|-0.0162594295861|-0.00806154976306|0.020594018372|0.00378476268046|-0.00121430350116|0.000506813203282|-0.0204876563994|0.0136132376488|0.0509323640843|0.0386966213789|0.00981313832815|-0.0275693651304|-0.0175469875805|-0.00115453570118|0.0276280936854|0.0104743666764|0.00104077266946|-0.000436416047255@0.0202429533554
MNTA,"May 9, 2016",TB,0.0174164910461|-0.0167952704233|0.0332861947273|0.00727425968828|0.0075593894426|0.00788854015163|-0.00117698302972|-0.0200894687641|0.0885050751847|0.0166651491245|0.0178128954419|-0.0370887967747|0.00935399399439|0.046466518969|0.0532658065769|0.0186005173271|-0.0169980374645|0.0647002515769|0.00878192605187|0.00239092608497|0.0832237000604|-0.00304554945577|0.000142437558581|-0.00699156489622|0.0721096166351@0.0466068363711
MMM,"April 29, 2014",TB|T100|TVA|TVB|TV100,0.00151561758708|-0.00104394549619|-0.00739210805649|0.00314228998362|0.0127767063685|0.00309258897217|-0.00116523097458|-0.00496521437145|0.012214136213|-0.000451296509398|-0.00320351908084|-0.000708930730791|0.00776147632169|0.00583353862724|0.00276947778849|-0.0029931247213|-0.00315963585785|-0.011676868571|0.00977080943922|0.00160665360643|-0.00274259273602|0.00806772329761|0.0126813974178|-0.00266594965933|0.00170782686003@0.00609248238209
KYO,"November 19, 2009",TB|T100,-0.0023935757583|-0.0167960093165|-0.00332549679791|0.000636469102673|-0.00320021153275|-0.0101252757783|-0.00716031661283|-0.0252717020244|-0.00123566742696|-0.000648287994029|0.00313295123039|0.002512314091|-0.000451042356854|-0.0262690567173|-0.00603544059012|-0.018499751023|-0.00292328888016|0.00368025692399|-0.00663088793373|-0.00570054211346|-0.0247562763626|0.000321007513119|-0.00102124565408|-0.0189553103013|0.0273277295244@0.01515456513
PHG,"February 6, 2008",TB,-0.00684978923339|-0.00296670723973|0.00350027833424|-0.0053301589|0.0274167842157|-0.0345817680903|-0.026537523008|-0.00515236584305|-0.0252106898776|0.0419873699939|-0.00960499765677|0.0221029296017|-0.0166277660328|0.0119402304099|0.0126451482722|0.00179375160674|-0.0107422596299|-0.00397732793359|0.00752906089166|-0.0382572554405|0.0361383084561|-0.00903369009596|-0.00632486887472|-0.0115696295874|0.000517847979576@0.0170382331475
JBT,"March 8, 2017",TB|TVA|TVB,0.00733422320504|0.000337954161238|0.0153850005612|-0.0209523500257|-0.0101520860923|-0.00815236527809|-0.00133979085572|-0.000349850766707|-0.0168568752817|0.012521488289|-0.0161321149008|-0.0320842243725|0.038712576275|0.0106003574126|0.0455203130373|-0.0113810182891|0.000833069233106|-0.00461529796022|-0.00153945221681|-0.0166325578272|0.0519846475924|-0.0181407359677|-0.00302797564786|0.0208515446074|-0.0129676919448@0.0126592113648
AVT,"August 30, 2013",TB|T100,-0.0102897742527|-0.000520958417512|-0.00309111674132|-0.00649828800996|0.0156266070576|-0.00512163570952|0.00415698585377|0.0183037706896|-0.00384816475245|-0.0173275933013|0.00884504164428|0.0118337606105|0.00898332244029|-0.0212390851992|0.00935964370915|-0.00610112626028|0.00646995560896|-0.0212353965121|0.0184883766382|0.010416430268|-0.0286442552582|-0.00933990411373|0.0256539768457|-0.0098628716662|0.00769461251611@0.00910025906673
ZBRA,"May 31, 2017",TB,ERROR
JAKK,"September 28, 2010",TB|TVBF|TVB,0.015385081711|-0.0265154182585|-0.0137805191456|-0.00917357439216|-0.00197772781769|-0.015451202691|0.0144375522819|0.0109316069886|-0.000690720032123|0.000901017969779|-0.00223031741973|0.0103653271503|-0.0197392121577|0.00775821870168|0.0184214538108|-0.0105748140925|0.00515928668875|0.0189923181138|0.0219755391025|0.00811584828879|0.00638184222676|0.0522136555253|-0.0135175909463|0.00841188875687|-0.0100969058138@0.0184480814251
POWI,"November 16, 2016",TB|T100|TVBF|TVB|TV100,0.000368168913289|-0.0196964059175|-0.00576616577651|0.0033733566164|0.00668265297208|0.00583916856887|-0.000460136540283|0.00535201158367|0.00100123083362|-0.0193784355699|-0.00527332318098|0.011377530887|0.00953468429134|-0.0114403474328|-0.0166470941149|-0.00984656444954|-0.0443174893537|0.0391959580301|0.00390460119795|-0.0120093675192|0.00772655789164|-0.00512584888501|0.00802791664108|-0.0124789383496|0.00816999820876@0.0079028725387
ITRI,"December 19, 2014",TB|T100,0.00277993898363|-0.00412723483609|0.00166737971237|0.0054795770437|-0.0069711826869|-0.00344997492728|0.00520056389178|0.00701991880811|0.00171780438313|-0.0142093637894|0.0091546192332|-0.0139831678099|0.02887086931|-0.0135400961176|0.00330619387487|-0.00166147410779|-0.0105373488197|0.0141338017124|0.00348287442686|-0.00654502407367|-0.000908338809961|-0.0065658879207|0.0198703360263|0.00391866695448|0.0125432868337@0.0140090159989
COST,"July 7, 2009",TB|T100|TVBF|TVB|TV100,0.000294934320461|-0.0101723841331|-0.00966541939872|-0.00830963619222|0.0156726520808|-0.0034406071468|-0.00115849824471|0.0149593380469|-0.0102978140174|-0.00387605864549|-0.00166042771551|-0.00589492546104|-0.0040280824173|0.0177241550922|0.00469697800977|-0.00824479407008|-0.00465271388762|-0.00105149219801|-0.011777694457|0.024186408807|-0.0158585460984|0.0336749435866|-0.0116038809554|-0.00993097514034|-0.0106187369724@0.0183249510385
NOK,"October 14, 2009",TB,0.0149503618312|-0.0178578079067|-0.00192678571878|0.00445639595021|-0.010567962749|0.00598321512925|-0.030182324327|0.00156338336908|-0.00259486259458|-0.0337296721882|-0.00377376201323|-0.0180676184932|-0.00698443239453|0.00218176348868|0.00661289875923|-0.00577419168514|-0.0055590596975|0.0142435929677|0.00891319163713|0.00757921775326|0.0124088081942|-0.121514052231|-0.00942843123435|-0.0111539197489|-0.00696502311196@0.0154195907402
NUAN,"May 22, 2013",TB|T100|TVBF|TVB|TV100,0.0391721313047|0.0145018851958|0.000540937208824|0.0132523732376|-0.206878825781|0.00382980547193|0.00979240581352|-0.00688593701966|-0.00821737364244|-0.0172375132432|-0.0141368115488|-0.0138862381627|0.000928569601944|-0.0164351842581|-0.0121798221812|-0.0190030789463|0.00455228286436|-0.0130522599846|0.00311289005641|0.0250442640467|0.00443712028645|0.000401655454877|-0.00240630830915|0.00601311390494|-0.00224744198504@0.0189791036988
DEPO,"June 9, 2014",TB|TVBF|TVB,-0.173288376344|0.115087247858|-0.0600091317877|-0.00548852037944|-0.0194228848609|-0.00525492422203|-0.000900979188395|-0.00595579493756|0.0123256731219|0.029463084139|-0.00321320890113|-0.00199858989201|0.0430422175223|-0.0295866801685|0.00426477293321|0.0581549593223|-0.00264877807642|-0.0415706503665|0.0198589126542|-0.0114270922891|0.0304092231042|-0.0056062563409|0.030432504841|0.0050963526254|0.00422804894967@0.0391970690106
UEIC,"September 4, 2015",TB|T100,-0.0405309692719|-0.00538125490108|0.00127750128907|-0.00862709647072|0.00838822201145|0.00558199180759|-0.00408305195778|0.00195052235938|-0.00855027817676|-0.00498869643948|-0.00252564009676|-0.0410291674534|0.00869754750708|-0.0195381562684|0.0211839532212|0.0129482612908|0.00467955773553|-0.00826771974646|-0.000800237966279|0.00785546017128|-0.00203215021398|0.00561612848123|-0.00224310243858|-0.00376199014208|-0.00119302574241@0.0119770584765
BWA,"December 11, 2009",TB,0.00213877217066|-0.0109771008751|-0.0149066722156|-0.000201978998583|-0.0164374185952|-0.00162746457264|0.00776947187474|-0.0279357783635|0.000118267180331|0.0022106687353|0.0127501240117|-0.0119016222253|-0.00473583737095|0.0132342855438|0.00192749292942|0.00265683651544|0.00427430015849|0.000578292309117|0.00091546009832|-0.00954240507173|0.0170263619807|0.0106803884899|0.0173431830345|0.0136191990946|0.0363502799409@0.0215940288833
WMT,"November 4, 2012",TB|TVA|TVB,ERROR
MRVL,"March 31, 2014",TB|T100,0.0141919233715|-0.0012473343473|0.000653882353529|0.0042625785932|-0.00266973446216|-0.0194805524379|0.0232965675496|1.43765594634e-05|-0.00067401701905|0.00575471871894|-0.0204462075998|0.000564796817009|0.00960014490914|0.00731315464819|0.00241201003526|-0.0160137112184|-0.0159759612145|-0.0243779275596|0.000609298529905|0.000485525629189|0.00984698184076|0.0190983209227|-0.0038389696469|-0.0226590919355|0.0138552440288@0.0169055266395
IBM,"August 19, 2014",TB|T100,0.0129703830805|-0.00363947978081|0.00965474065606|0.00284236257187|0.00801649712351|0.000484427617385|-0.0016837312925|0.0136596195075|-0.00806992638295|-0.00474498339105|-0.000174739071164|0.000893497289221|-0.000968096836916|-1.87768037333e-05|0.00239985713837|0.00244105430801|-0.00353459229305|-0.00467781168817|-0.000979816761195|0.00177781435292|-0.00116553163451|-0.00165759952838|0.00381398017344|-0.000966318820277|-0.000796831448029@0.00661451897272
HPQ,"February 27, 2017",TB|T100,0.00533490110532|0.0151781648265|0.0162162863126|-0.00264306907514|0.0154784436427|-0.0055989651427|0.00437091397149|0.0130217235793|0.00498571305671|0.000415340386797|0.000495059501404|0.0130399731382|-0.00344322962509|-0.011733942644|-0.000312657315179|0.00125035334971|0.00325286639226|0.00784134606901|0.083765689822|0.00272096293426|-0.000609628953041|-0.00942889120427|-0.0070711198062|-0.00453169814399|0.00268886694212@0.0124710759396
AAPL,"February 26, 2013",TB|T100|TVA|TVB|TV100,0.0308021925784|0.0189218019898|0.00959682955706|0.00750578312541|-0.0137619456121|-0.000809948009778|0.0251350047208|0.0043165273693|0.0379327545606|0.0120971863495|0.0172193166902|-0.021450429056|0.00328269604781|0.00418436699017|-0.00546785258201|-0.00563954739889|0.0018581417918|0.0099469427711|0.00174956262186|0.0189931433008|0.0095871580008|-0.0231104723254|0.00250853977819|-0.0237424217208|-0.0263649213615@0.0182850749465
RNWK,"February 21, 2012",TB,0.0130612193933|0.000117191254069|-0.016954692362|0.308377322028|0.0165251800929|0.00694782107896|0.0261348492806|0.0147820310827|0.0444189366599|0.00714900510647|0.00210318014541|-0.00363332301589|0.000194551536897|-0.00987276913055|-0.00150991276509|0.00450686494919|0.0102324618973|-0.0186825084114|-0.0185106691333|-0.00683274491098|-0.0276901736028|0.0145076978092|0.00100139599939|0.0177347330712|-0.0141024394004@0.0176474313387
IBM,"April 11, 2012",TB,0.00349052049511|0.00280886264424|0.00138427140592|-0.00284065309114|-0.00542688785972|-0.00814202174871|0.000611611330979|0.00485614927603|-0.00376132192676|0.00259048335851|-0.00372643863631|0.000477755977261|0.00320783658249|-0.0022911596321|-0.0016023309304|-0.000299683658184|-0.0144311375978|-0.00486718414486|0.000186646497894|-0.00753368276803|-0.00463530882364|0.00536918664565|-0.00928320921712|-0.00237357070566|0.0142303495073@0.00935392349787
FMC,"September 9, 2011",TB|T100,-0.00565615906869|-0.00256010399314|-0.0207345877732|-0.0208968109048|-0.0117405925943|-0.0195037290055|-0.000223458088676|-0.00890861205053|0.0110582968721|-0.00602068596155|0.0037510533223|0.010692245638|-0.0108995759564|0.0130022675423|-0.0054690684506|-0.0076222609146|-0.00215221539155|-0.00619457264307|-0.00231263538111|-0.00512311289874|0.00106266004422|-0.0203146345108|0.0131404154745|0.0149660593187|-0.000505386757396@0.00929588389666
MNTA,"December 20, 2013",TB|TVA|TVB,0.00464434414371|0.0188323938759|0.0120793662902|-0.0151978480642|-0.000233458306763|-0.00999384898662|0.00560896530683|-0.00809605474867|-0.0202046156391|-0.000196402523215|-0.00843329893174|-0.00535633576447|-0.0169878709162|0.00780416637825|-0.00692413704391|0.00264659461688|0.023558423898|-0.0136285889282|-0.00592363282931|-0.0210402095265|-0.0109182948147|0.000924315876874|-0.00620769869455|-0.000624790911856|0.00973147734249@0.0141899846252
PFE,"October 17, 2011",TB|T100,0.00271781978036|0.00936939663567|0.00404465171924|0.00915935094742|-0.00951709998874|-0.00535109796225|-0.0131178309711|0.00682164220398|0.0146709912992|0.00511356251311|0.00526347440688|-0.0069399874685|0.00320888349875|-0.00452410358733|0.0160790345937|-0.00657747633196|-0.00627389549293|-0.0113602308853|-0.00297215413147|-0.00260428531662|-0.00223224504792|-0.00479232201238|0.000981211826709|-0.0099611364028|-0.00168675162299@0.00814149067918
STI,"April 12, 2011",TB|TVA|TVB,0.0115815039607|0.0167960985846|-0.0127947458753|0.0400788546354|-0.0330630654466|-0.00180645534654|-0.0121502650042|-0.0112990367666|-0.00183090770811|0.000481563783558|-0.00404425427801|-0.0156489063225|-0.0103698482309|0.00512890357365|0.00371993082505|-0.00449514311796|0.0172516772294|0.00443991278068|-0.00171146977518|0.000518242583388|0.0160708754356|-0.0203200349493|-0.0296194550194|-0.00805886639032|0.0102753642473@0.0180411158725
HOLX,"June 27, 2013",TB|TVA|TVB,0.0223770181696|0.0204118311744|-0.00589418885229|0.0111369760979|-0.00758749507173|0.0292041440805|0.0240039256272|0.0255194778591|-0.000808817663925|0.016286370381|-0.0253298262604|-0.00886530340617|0.00428465454923|-0.0212444576043|-0.0157074510946|-0.0151759638144|0.0047343698717|-0.00249611661629|0.00452987483065|-0.0156549410169|-0.0205849710227|0.0198083017613|0.012561837645|-0.0152607518185|-0.00610561388927@0.0152870521403
AMD,"June 19, 2013",TB|T100,-0.031580144223|-0.0168577071246|0.00557834888027|0.000635557884027|-0.017007882664|-0.0203075783055|0.000542366790948|-0.00383410409658|-0.0265149682168|0.00775381276933|-0.0195408463724|-0.0128071906683|-0.0322012199607|0.0273971828126|-0.0234491359101|-0.016106853572|-0.0145966732521|-0.00565993235787|0.00857984030675|-0.00933432036619|0.000599524673364|-0.0322337349657|0.0191630089723|0.0165697542454|0.00331146665315@0.0411252377615
AMZN,"July 6, 2016",TB,-0.0109604618794|-0.00437044376716|-0.00280280924384|-0.0102941152169|-0.00215414547106|0.002013075488|-0.0111975913929|-0.00358148574832|-0.01767335983|-0.000501451792159|-0.00545808010651|-0.011270464295|-0.00109832143775|-0.00490793325401|-2.14189473926e-05|0.00212493661106|-0.00994408646274|-0.0176525447475|0.00663565486417|0.00442871261976|0.00214319481026|-0.00627722169046|-0.00632361013728|0.00201938984397|-0.0193870018927@0.0216340038517
TARO,"October 27, 2016",TB,-0.022600405848|-0.020659131311|0.00917872350158|-0.00574526216785|-0.0118293674299|-0.000252078993254|0.0114916678476|0.0221298501745|-0.0172449678243|-0.00783490397813|0.0152962421494|-0.0179263272987|-0.0219989450173|0.0318426281113|0.0136326468289|-0.0209357593411|0.0113103425711|-0.00528292407301|0.0079260710876|0.0126783859748|0.0237835536529|-0.0340990125408|-0.000179438880883|0.0145990004826|-0.00990004690819@0.0152216343831
GE,"July 7, 2014",TB|TVA|TVB,0.0107162315498|0.00830961269061|-0.00150086178441|-0.006807960009|-0.00113753335639|-1.2124336248e-05|-0.00920637414297|-0.000877821161307|-0.00595807839542|0.0084058061119|-0.000604213278347|-0.0108609602882|0.0012022689268|-0.0102922445584|-0.00462521062898|0.00329746487333|-0.00556305604549|-0.0015857564743|0.00671976582414|0.00475025627663|-0.00137664404263|-0.00899336299848|-0.00612179385396|-0.00142585823063|0.0117528845869@0.0054701559979
AAPL,"August 20, 2015",TB,0.00609633156367|0.00596438683129|-0.00723300063317|-0.00593149987741|-0.0088183475417|-0.00423232598861|-0.0062432627451|-0.0195023225356|-0.0296429239091|0.00444282552086|0.011268903845|0.00631485206522|0.0245186314542|-0.0435218526258|0.0151843328217|0.0014901899688|0.00450680922015|0.00589931336864|-0.00175863830801|-0.00405554068022|0.00096078568208|-0.0321636402454|0.0178527181888|0.0186261529721|0.0199727601158@0.00518467782548
LLNW,"March 27, 2015",TB|T100,0.0249118150034|0.00454448501595|0.00201197691161|0.0899500597036|-0.00415660940288|-0.0274552163468|0.0186083845846|0.00114374724505|0.0215531579529|0.0165736000764|0.0426957422424|-0.0177553677314|0.000402092801052|-0.0309047818759|0.00834935766614|-0.0761547666566|0.00663701391752|-0.0172061953033|-0.0192007387292|0.00484313517011|0.00531473556947|0.0104305267574|0.0214240961729|-0.0268120493995|0.0167180145675@0.0218668772018
CAJ,"November 6, 2015",TB,0.0110206412706|0.0035548683628|7.17674116011e-05|-0.00212019633633|0.00620368473689|0.0103715456321|-0.0050879413278|-0.00246929211681|0.0268895112724|-0.00683636731083|-0.0101911436048|-0.00941956603986|-0.0713002237803|0.0310668834895|-0.0021682668308|-0.00665592344683|-0.00068136167265|-0.00220339977325|2.85161559134e-05|0.0128019794399|0.0116662411682|0.00333030380431|-8.28674868348e-05|0.00308308261973|0.00956308256775@0.0110478895164
MON,"May 12, 2010",TB|TVBF|TVB,-0.0321128966596|0.00162019349691|-0.00262581751358|0.0324713420207|0.00124344953495|-0.00325032673576|-0.0101637152865|0.00195834897969|-0.00322591894607|-0.0118307301427|-0.00386532624527|-0.0165333693526|0.0246190619731|0.00230057484936|-0.0155621328554|-0.00161953987699|-0.0155770150893|0.0144102580639|-0.0158249417905|-0.0232208332879|-0.0151531744473|-0.013462271531|-0.0046410504692|0.0190905841167|-0.0121708946016@0.0133342179842
