Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
FNSR,"January 10, 2014",TB|TVBF|TVB,0.0175912058393|0.00851978217861|0.0208781973767|0.00817858130122|0.0367919265085|-0.00302903888018|0.0159125571999|0.0100094714302|0.0172530031012|0.0274486108802|-0.0170838167874|0.0138324122909|0.0138900770612|0.0127883954572|-0.0118921303466|0.0271222106192|-0.00100997429656|0.00568989970054|0.0568937370356|-0.0314995111484|0.005774262915|0.00214012117172|0.0128501479377|0.0129896035234|0.00104976199053@0.0299114388112
MLNX,"May 19, 2015",TB,0.0221361372942|0.0213165250141|0.00426264045894|-0.031325868473|-0.0164688141828|-0.00761715011641|0.00627834887061|-0.00862429484506|0.00245222617524|0.00431004024596|-0.0142695929521|0.0138622958482|0.0143882933567|-0.00729205556789|0.0174345641153|-0.00784491454001|-0.00248912545699|0.0214176415396|-0.00830216391239|0.0260185910344|-0.0017229419054|0.0059742550094|0.0152132045326|-0.00657666199304|0.000792105069726@0.0179467711162
PHG,"June 17, 2014",TB|T100,0.00466332254369|0.00025530337145|0.00793419239906|-0.00817845199952|0.00696848778291|0.00351765721255|-0.0158165874212|0.0094910549051|-0.0086860588919|0.00136538486753|0.00768448437757|-0.00577657495809|0.0124735963154|0.00831093084786|0.00882826781197|0.00807409791475|-0.0141817091257|-0.0181539124101|-0.0080285281497|0.00122953109251|-0.00600055686259|0.00620677473198|0.0080777053583|-0.00136669320673|-0.00869072047166@0.0150536393778
ITRI,"July 25, 2016",TB|T100,ERROR
BXS,"August 2, 2011",TB|T100,-0.0212519198436|-0.00579357454849|-0.00579286315225|-0.0117518230637|-0.00449361480671|0.0353065875893|0.00669608297216|0.00204937864113|-0.0158200397417|-0.0153529872844|7.76425110984e-05|0.0293216157693|0.0203125713759|-0.00828047059664|0.0199371668362|0.125728912518|0.00503775324511|-0.0195002091352|-0.00171503671178|-0.00834806512871|-0.00219166640123|-0.00769399730685|0.00915970311603|-0.0326228856561|-0.0205217931519@0.0109506923451
MSFT,"May 8, 2013",TB|T100|TVBF|TVB,0.0126344660398|-0.0481465836616|-0.00367081266317|0.0142170013661|-0.00193966354534|0.0061299270842|0.003080218251|0.0264423146834|0.0312126154514|-0.0157520690388|0.0363560387235|0.00217169386602|-0.00370901940809|0.0199611510734|0.0127155075092|-0.00512692984761|0.00587330816518|0.00176705042736|0.00541555483863|-0.017380676261|-0.0135141455466|-0.00824505847541|-0.00194763029333|0.00937100608832|0.0137296927908@0.00490364773595
CSCO,"September 18, 2014",TB|T100|TVA|TVB|TV100,-0.000931622335353|0.00325912437114|-0.009463380063|-0.00400242270412|0.00258442998718|-0.00127041336051|0.00128884381989|0.00168296277869|-0.00518541283961|0.00568444292562|-0.00508147775471|-0.00188098512715|-0.00079788415162|0.00114857019889|-0.00198539910983|0.00764627252802|0.00350140747173|-0.00451452083903|-0.00198402157479|-0.0029151122615|-0.00587627654538|-0.00118592981565|-0.00308052554697|-0.0066867738734|0.00265181678583@0.0054394674387
MON,"June 17, 2010",TB|TVBF|TVB,0.045656427908|-0.020563134582|0.0171034208168|-0.00757962625878|0.0167394204755|-0.0272606259901|-0.0551425061664|0.0228982939609|-0.0292465172044|0.026720844834|0.00685453775771|-0.00889348076223|0.0211387278512|0.0187679268565|-0.0219113167243|0.0278418136568|0.0146590424594|-0.018263881074|0.021313007918|-0.00506126529253|-0.00403839189006|0.00728351835615|-0.00176142836795|0.00514047572447|0.00448891337973@0.0130925290523
WHR,"October 30, 2015",TB|TVBF|TVB,-0.0118699926951|0.031240201056|-0.0094695481896|0.0134112193846|0.00633044626408|-0.0112751027548|-0.000319580959436|-0.0178300133145|-0.0202649216097|0.00480229468893|0.00838990426246|-0.00445759746972|-0.00408169776191|-0.0121933807805|0.0272685032082|-0.10252674458|0.0304762249823|0.0242834505889|0.0147815761928|0.0301078473292|-0.0124093861648|-0.00570699542292|-0.00554282554552|0.00281647894093|-0.0143813708422@0.0135240951346
NVDA,"August 12, 2013",TB|T100|TVBF|TVB|TV100,-0.00449888962502|0.00930965017997|-0.00686850612541|-0.00793534562251|-0.0222878242396|-0.00159845680422|0.00108816583699|0.00378126161481|0.00221604253322|-0.00437731484663|0.00117323063702|0.0175208766456|0.0022127232611|0.00491821749541|0.00747620619677|0.00667455682709|-0.00947843145739|0.00274158262099|0.00450723513963|-0.0112581626533|-0.00660729797888|0.00174214635018|0.0464370960037|0.019077048218|0.0074382689146@0.0124846900898
CAJ,"March 20, 2012",TB,0.0054049291693|-0.00730283300054|0.0101036967927|0.00192653222466|0.00654654497452|0.011361387169|-0.00868958094611|0.00883433035788|0.000649545421382|0.00282239008703|-0.000172810328432|0.00192104956055|0.0125471254737|0.00266367518039|-0.0179844906369|-0.0104130670014|0.00929139703042|0.02887952916|0.00678191991767|-0.0084979215096|-0.00257948822114|-4.26147680207e-05|0.011334282548|0.00250392378789|0.00364741826258@0.0136482753955
BBBY,"July 6, 2016",TB,0.00301735109108|0.000812077920395|-0.0285862466415|0.00756824321009|0.00328185491396|0.00210579998972|0.0115958178958|-0.0126558678083|0.0417287314106|-0.00153530700949|-0.017886441627|0.00254201698452|-0.00175944104409|0.048528607826|-0.00241936870441|-0.00710659957339|-0.0155981813021|-0.0102275695449|0.00826071681169|-0.0158103273012|0.0242136869136|0.000751822396735|0.00478894048843|0.013378173887|0.0071343715931@0.0135552215193
NVDA,"August 6, 2015",TB|T100,-0.0147922091526|0.00423760961635|-0.00504216649675|-0.00450227702364|-0.00744350166732|0.0133928400798|-0.00751184362716|-0.0198306061694|0.00777762427115|-0.0183152799031|0.0171824600582|-0.00213628637398|-0.000599799253995|0.00869217147281|0.00457767008568|0.00155587414964|-0.00270438482676|0.0195423446534|0.00516698558661|0.00628187787523|0.00111281623939|0.117839083648|0.0210856040739|0.00322679622609|0.000634931900765@0.0152670737619
INTC,"June 26, 2012",TB,-0.000749017694825|0.0169551756567|-0.00955805800472|7.68925764811e-05|-0.00431526585037|0.00620520551209|-0.000734579045592|-0.00652407290056|0.00828718622309|-0.00265405936212|0.00661600305875|0.00704554457387|0.00385183797203|0.00107506782161|-8.49100946572e-05|-0.00829162535881|0.00567058746711|-0.00980906458602|-0.000818605557393|-0.0164477880625|-0.00796878633944|-0.0028037698178|-0.0126549633954|0.00298909592744|-0.00344962818002@0.00802999872942
CDW,"January 8, 2008",TB,ERROR
BKS,"June 25, 2012",TB,-0.00286688133606|0.01064561259|-0.0835628274023|-0.0101907509772|-0.10951730351|-0.0032918937707|0.0415124189117|0.00398632120377|-0.0397193925683|-0.00173573733736|-0.0530429088232|0.0159414338238|-0.0393183541039|0.0248883323166|0.0323422441078|-0.0307251210271|-0.0384742224332|0.0197289851756|-0.0333334157499|0.00318538014905|-0.0515707976834|0.0190717727371|0.0458032981543|-0.0577104422784|0.0977472696216@0.0880696582385
PHG,"May 14, 2012",TB,0.014868935661|-0.00120472013638|-0.0123137010037|0.0239844368981|0.0176656086647|0.0557950382645|0.00559238564684|0.00328537935308|-0.00947175573371|-0.00147207246757|-0.000369441048482|-0.00934053857151|-0.00387990476815|0.021149479757|0.0188116575024|0.020828524371|0.00473317467644|0.0115494876679|0.0188919933437|0.00795009099346|0.0136758528372|0.0181370753495|0.0139726067591|0.0185231434722|0.030259944186@0.0108338073027
MON,"March 27, 2009",TB|TVBF|TVB,-0.000779504940427|-0.0477564974651|0.000869273225798|0.00862483673312|-0.0124986116401|-0.0119072122598|0.0167476739635|0.03279632028|0.0364688151439|-0.0164762671721|-0.0412304674795|0.0401152758399|-0.0143558978107|-0.00363527204513|-0.0253907158464|-0.016995120465|0.0201372499356|-0.0148178948454|-0.0143505371687|0.038886105266|-0.0143967218679|-0.0324107168524|-0.00563835851698|-0.0271995033066|-0.0219577093883@0.0374138065662
NOK,"February 22, 2010",TB,0.0195772318191|-0.0132861792279|0.0138086702921|0.0146583577855|0.097268443484|-0.00338829332647|0.00567107833493|0.00769352702385|0.0107667647892|0.00166949106516|-0.0261888195957|-0.00332498931655|-0.00196818665649|-0.0122008216613|-0.0142128743575|-0.00790583568146|0.00456246296164|0.000452386892936|0.0040630450763|-0.00561689312496|0.0104130857422|0.00290273139039|-0.0056726501173|-0.00395205183232|0.0210854926247@0.010966286587
CDW,"August 11, 2010",TB|T100,ERROR
AKRX,"January 30, 2017",TB,0.0171597241914|0.0504805087339|0.00404469657064|0.0563333594788|0.0122984849345|-0.0355117348714|0.0202397358709|0.00782802511061|-0.035772297705|0.0258648034906|0.0327688186705|-0.0377349578144|-0.0125909289836|0.00641197158737|-0.00225146386379|-0.000776723084026|-0.0241164601252|-0.00311205131635|0.00327294172057|0.0115270229705|-0.0470525511819|0.0540206450122|0.0277435122294|0.032359250938|0.00332663421304@0.049911164278
MON,"March 14, 2014",TB|T100|TVBF|TVB|TV100,0.00218283537053|-0.0057768421365|0.00505656744855|-0.002451226308|0.0111975876738|0.0173805682581|-0.0336736588341|-0.00114279762355|0.00374682446559|-0.00325551734462|0.00994968866674|0.0152213210926|0.0116041928108|-0.00242953317598|0.00699855698637|0.00375712071947|-0.00288039741673|-0.011581147245|0.0076372497102|0.00179193863015|0.0138724283018|0.00188020869409|0.000423203075458|-0.00859222573259|0.00755226911735@0.0107527361467
TGT,"February 11, 2009",TB|T100,-0.00506620681956|-0.000946972942347|0.0369020558555|-0.00358642508958|-0.0146284011151|0.00511561971984|0.0115742299563|-0.0182829831556|-0.0129590359729|-0.0031577292287|0.0131626900245|-0.0293681866291|-0.0237174385687|-0.0276971583314|0.0484282109708|-0.0174190357264|0.0161041760389|-0.0053617622289|-0.00855286878962|0.00583332770717|0.0101500910985|-0.0277947022974|-0.0122344757629|0.0324275422921|0.00320879604438@0.0410810252657
SUPN,"June 22, 2012",TB|TVBF|TVB,ERROR
YHOO,"March 22, 2012",TB,0.0169111149327|0.00809695457238|-0.000659220578311|0.00242659903674|0.00401357933063|0.00349778280742|-0.00659697672056|0.00210745335958|0.00912289145904|0.00821084614289|-0.00943260237535|-0.000821413206571|-0.00615101530168|-0.0157542974855|0.0104501560856|0.013599779033|0.0210336503132|-0.00355320229681|0.0244019550388|0.012180447766|0.0117586213064|-0.00715230037955|-0.00503181425655|0.00054068551323|0.00292968537239@0.0103172937658
IPXL,"February 8, 2012",TB,-0.0794571498279|-0.00445730871582|-0.010333461886|0.01581462358|-0.0322667459515|-0.00267808451491|-0.000555009269466|-0.0224249860795|-0.0221978474081|-0.022386117023|-0.0364148858458|-0.00783076409412|0.0175664489914|0.0016825965616|-0.0153474828089|0.0713122364559|0.0653070665355|-0.0148523695758|-0.0016800594278|-0.0328923202865|-0.000780034249531|-0.0168902747821|0.0129150282205|0.0329893508846|0.0208963204304@0.0255895925219
TXN,"July 7, 2015",TB|T100,-0.00816943494427|0.00415048055924|0.0104151259813|-0.0122777831836|0.000168271396953|0.0083661578176|-0.00418390924989|0.00375035665464|0.00603345516593|0.0131453599664|0.0134828241907|-0.0109843551944|-0.00396506492494|0.00247475293791|-0.0145505982486|0.00297030324394|-0.000817029149086|-0.000486347921|0.00441037842945|-0.005474191785|-0.00951931880673|-0.00946401587327|-0.0293454224464|0.0044716732922|-0.00557335318083@0.0157666994707
HOLX,"July 23, 2012",TB|TVA|TVB,0.017646123877|0.00575197409672|0.000744721781732|0.0149346854725|0.00357977905496|-0.00226427525016|0.0238354325286|0.00266923847428|0.006250836848|0.00765673874378|0.00133273007095|0.0225772892372|-0.00357490068562|0.0407992510304|0.0146589447428|-0.00656493755473|0.0043165648725|0.00417280008252|0.00235491968672|0.00129343986185|0.00326653437949|0.00184256107714|-0.000324167164674|-0.0338459313158|0.0182343225845@0.0218212484336
TMO,"September 17, 2012",TB|T100,-0.00206946187301|-0.00233611038612|-0.00053929598639|0.00126790931882|0.00507925027584|-0.00437310622171|-0.000756806803747|-0.00642656671753|0.0133010484232|0.00488512148947|-0.00118397559531|-0.000837593473561|-0.00495600314738|-0.00730290177926|0.00544555920432|0.00821408170969|-0.00453540700087|-0.0015438207784|-0.00844860708503|0.00340111095468|-0.00381214140156|-0.00377226637991|-0.00609109831766|-0.001784734997|-0.000974253323011@0.0179456225678
BBRY,"June 9, 2015",TB|TVBF|TVB,0.0553456040751|-0.0268005838518|0.00436087521415|0.00569660343457|-0.00146905526271|-0.0111171751332|-0.0123356285977|-0.00252814613343|0.0143048716587|0.0186356266999|-0.019262649729|-0.0197582141915|-0.00950068811254|-0.0249556372985|-0.0314700601848|0.00994948611384|0.00790456191791|0.00123871544716|-0.000553181839183|-0.0256273473551|0.000581215629029|-0.0243726702423|-0.0132576724945|0.000354540978726|0.0155051970613@0.0201374405144
NKE,"May 17, 2013",TB|TVBF|TVB,0.000803811968887|0.000360613325638|-0.00795150135087|-0.00515779060476|0.00231663971905|-0.00302436880272|0.00261316800018|0.0107502863564|0.00372760156543|-0.0126878836139|0.0062667745308|-0.0139689143503|-0.00829824843353|-0.00711410695138|-0.00148729369867|0.0103185094246|-0.00459830993002|0.00612300799982|-0.00907327362721|-0.018276647207|0.00108924345877|-0.00181843683373|-0.00512578793276|-0.00599646642017|-0.0164271692675@0.0209670188986
BAC,"November 22, 2010",TB,-0.0254845963161|0.0169435597788|0.0311406501051|0.00360863176037|-0.00358715576384|0.00851852419391|-0.0186400878829|0.00780023969959|0.020899115686|0.0165869091595|0.0275106599874|-0.00833659895488|0.0214640230963|-0.00422734856948|0.00652727188082|0.00577131542825|0.020689681997|-0.02332154357|-0.0155320547621|-0.00374647598304|-0.0250246918442|0.0131605897417|-0.00550854868479|0.0122992902359|0.0161015574063@0.00817305417576
BBBY,"April 9, 2015",TB|T100,0.002139190681|0.000293306869528|0.00872049121458|0.00782890508876|-0.00441252558603|-0.0169736081563|0.00238235922428|-0.0195752399167|0.00862251845874|0.0078491811379|0.0130248356216|-0.0133989497127|0.0203441198684|-0.000853734475172|0.0152810687221|-0.00126165929254|0.0024497468582|0.00162309750214|-0.00667005311761|0.0092627143636|-0.0605033336119|-0.00625282575992|0.00263281671553|0.000722620367191|-0.0096386912768@0.00930432202029
ASUR,"June 25, 2013",TB,0.00500986578421|0.00126977917721|0.0144945076452|0.0208616452361|-0.00116520082754|0.0144433363181|0.0254620931354|-0.0341408844172|0.0157849246241|0.0103733227593|0.0109949609933|0.00512055680447|-0.0125779940506|0.0111427377315|-0.012306252343|-0.0108702925663|0.0372936221094|0.0351793410235|-0.0104041949797|0.0153058253321|-0.0216766638199|0.00238553795627|-0.00159498113114|0.015444435371|-0.00158287701754@0.0282904279285
WMT,"April 6, 2015",TB,0.00444637563813|0.00222274638765|0.0085188406376|-0.00604598500795|0.00546451394918|0.00856896791339|0.0067984454358|-0.00254755510319|-0.00985491865208|-0.00525689004781|0.0151423672495|0.00538672115774|0.0049487382095|-0.00423612477561|0.0119465556307|-0.00612766195386|0.00546738151145|0.00768560626706|-0.012830162549|-0.000512442484317|-0.00053237533588|-0.000852747691603|0.00601245296858|-0.00389560205977|-0.00488646027455@0.0117552964942
PHG,"September 19, 2014",TB,0.00897133733222|-0.00932631327495|0.00718727238976|0.00325663796765|0.0037839350538|-0.00615177747279|-0.00801429384499|-0.00331022125709|0.00852579034484|0.000757172365465|-0.00283918491761|-0.00451149017769|0.00447805610006|0.00202297681242|-0.0142064513286|0.00274030483025|0.00414987804968|-6.09300033053e-05|-0.00188066440963|-0.00548913045848|0.00456954256147|-0.00689190461626|0.0411162533087|0.0193401675298|-0.00428522851556@0.0113229457301
BONT,"September 19, 2014",TB,0.124074283013|0.0945765174089|-0.0490108860429|0.0360781367461|0.0195595611084|-0.0157125301742|-0.034641192968|-0.0293773565416|-0.0405871949171|-0.0143958391009|-0.00226426199743|-0.0151459712616|-0.02097683191|-0.0115569429871|0.0375382026628|-0.0176084386487|-0.00970034107037|0.00714588881866|0.00405972083031|-0.002331619075|0.00663206849029|-0.0299881184462|-0.0244639418436|-0.0183726632919|0.0137356783257@0.0214622078448
BBY,"September 29, 2008",TB|T100,-0.00384522946145|0.026753782665|0.00188172336426|0.013160777933|-0.00918161327335|0.0136292490916|-0.0114212096777|9.10972562691e-05|-0.00498626197382|-0.0431194031419|0.041099097733|-0.0553884067207|-0.00805945734952|-0.00592500390386|-0.0476947210061|-0.0295430760727|-0.0101961736148|-0.00160758219018|-0.00791661047932|0.0058360308241|0.0342053643517|-0.0312164310661|-0.0310599949856|-0.0159993117797|-0.00336336884742@0.0161647037274
MON,"February 17, 2010",TB|T100|TVBF|TVB|TV100,-0.00654912957835|0.00430165280854|-0.00250656579944|-0.00407845473755|-0.00652150220436|0.00220138215466|-0.00718922338251|0.00357686977877|-0.0100191101409|0.0019309515952|-0.0138025803353|0.00659534614396|0.00208685692877|0.0128874609182|-0.0280872118945|0.0062885684747|-0.00171436071534|-0.00931999310789|-4.22351713819e-05|0.00228542345878|0.00415427620866|-0.0108602538763|-0.00470285275745|-0.0142484384387|-0.00135649671165@0.00981767393582
CNXN,"April 6, 2015",TB,-0.0101053138336|0.0159999803345|0.000905775298734|0.0117780286046|-0.0372682730027|0.0194914583509|-0.0317959562988|0.014548757585|-0.0100802819318|0.012047363594|-0.00511518049732|0.016713841742|-0.00470306362729|0.00163759692308|0.0118465368065|0.0103168076788|0.00820200685533|-0.0163188717542|0.0131698268844|-0.0108446646267|-0.00393642279945|-0.0207452582322|0.0166890249167|-0.0147778764224|0.0107098115605@0.0162938612652
NVS,"July 24, 2012",TB,-0.00590129718832|0.00287527816603|0.0054072521278|0.00411571118202|0.00830906230033|0.00412092223731|0.00136905636955|-0.00700506024182|0.00113637788047|0.00682514395449|-0.00694356950523|0.00878889061792|-0.00101321590687|-0.00028588345477|0.00726753911976|-0.000341245620449|0.00138556377162|0.0174094890911|4.00405950676e-05|0.00306110750133|-0.00181744597963|0.00558040786053|0.00821501350746|0.00927175166016|-0.00747800656281@0.00567390505692
MU,"March 10, 2009",TB,0.0330999628816|0.0120841579227|-0.069582899019|-0.00723191726025|-0.051516367466|-0.0455408959296|-0.046364328706|-0.061287320954|-0.0645188227124|0.0606355757002|0.0318867471187|-0.00326742021698|0.0372569484219|0.00814823209502|0.0148175027931|0.0221379204398|-0.0384327712377|0.0566919361531|-0.104121984724|-0.114854378796|-0.040654521414|0.0698519055384|-0.0178521758241|0.000815371294663|-0.0114458489005@0.0779930002585
FDX,"July 13, 2009",TB|TVBF|TVB,-0.0352380068257|-0.00698205485828|0.0133985057222|-0.0114353771873|0.0141394816304|-0.0145638445648|0.0216313853679|0.0137632669115|0.0288581232466|0.0294189414988|-0.0105194545585|-0.00965205489593|0.0137689584557|0.00461447572474|0.0111693231786|0.0324620264427|0.000856572990937|-0.0156413458823|0.00868924525655|0.0223423691577|-0.020243639222|-0.0124755386242|-0.0121912509084|0.0780506636773|-0.0376960996054@0.0229033519683
LLY,"April 22, 2009",TB|TVBF|TVB,-0.00664134335695|0.00525760965648|0.00646604775408|0.00542993096381|0.00657175558904|0.0127662157489|-0.00203090769028|-0.0178240627944|-0.0316304466764|0.00515560806433|-0.00575353872097|0.00859092692308|-0.0209093086056|0.00117719005687|0.00557270735346|0.0146780259272|0.00487324127679|0.0120769710756|0.0177405682009|-0.00263627395755|-0.00933663446964|-0.00064756185554|-0.00548491328158|0.015367685791|0.00835771537511@0.0160745923532
PFE,"July 26, 2011",TB|TVBF|TVB,-0.00615287350637|0.00377393361478|-0.00444473118509|-0.0146890100557|-0.00940429946647|0.000910673961315|-0.00263321935769|-0.0389593529015|0.00255426861126|0.0116367548363|0.00111896284981|-0.00536897900347|0.00181120038186|-0.0154832510115|0.00159930925444|-0.00299260502811|-0.00276923290415|-0.00573119858849|-0.00357935125319|-0.00861006970666|-0.00661993289956|0.00319520117842|0.00474850055886|5.2379258699e-05|-0.0094974630665@0.00883786931313
CBS,"October 10, 2014",TB,-0.00937593662349|-0.00789046422043|-0.00319020631097|-0.00166187145301|-0.0100837293485|-0.00913566292158|-0.0159799307357|0.0130790151885|-0.00953403485406|-0.00376470853361|0.00692456419492|-0.00224138316472|-0.0123300728886|-0.000457303234775|-0.00850290153904|0.00502116375268|-0.00425945503611|0.00257181964723|-0.00640461823982|-0.0180866571711|-0.00547103208376|-0.00515930370095|0.0198579287242|0.0228083285365|0.00976160216491@0.0114960793538
AMZN,"January 8, 2016",TB,-0.0140113073114|-0.0124822569201|-0.0141575499701|0.0154215621288|-0.0178242115804|0.00146153110494|0.00683038113647|0.00807021770463|-0.0154946274183|-0.0191584978726|-0.0205152756109|-0.00466126682212|0.0160840754958|0.00826374476674|-0.0033112722527|-0.0117342052665|-0.0464928982861|-0.0126478010688|0.0091937575924|-0.01385696224|0.00738521393998|0.0107510367321|-0.0155767834573|-0.032923988721|-0.00743678163269@0.0147761461839
SPLS,"January 20, 2012",TB|T100|TVBFA|TVB|TV100,0.00338010158026|-0.00746221312218|-0.00826395106658|0.000158255573305|-0.00212445632536|-0.00392117708705|-0.00963807950001|0.00178990278108|0.00864166416501|0.014601817133|-0.00454806027135|0.0086798073916|0.0195646744786|0.00464224055016|-0.000478823105113|0.00110052194149|-0.00710728773159|0.00374840880976|0.0192487603394|0.0269312788815|-0.000337812228681|-0.00948901409606|0.0161695977041|0.0008788659006|-0.010067292911@0.0190473141498
AMZN,"September 4, 2015",TB,-0.0138194427842|-0.0198381045862|0.0164763342463|-0.00843714748046|0.00527442779818|-0.00564505238834|-0.00511650260079|0.000278435481382|0.00427147979818|-0.00474222608092|-5.46257951848e-05|-0.00414366663595|0.0205076335189|0.0109684080315|-0.00579946909896|-0.00446833225192|-0.00146611163663|0.00934821184117|-0.00407281100046|-0.0162569524009|0.00777776289387|-0.00444038770204|0.0152337310119|-0.00153997034884|0.00319469264323@0.00818345673217
GLUU,"December 5, 2016",TB,-0.0529752979451|-0.0100042501552|0.00437332142448|0.0289886113359|-0.0356671091661|0.059146274409|0.0722261686332|-0.0240069739517|-0.0383841563431|0.085690342705|0.0296903615154|0.0657144524564|-0.0369851503744|0.016639224711|-0.0310250451743|0.0360774186585|-0.042750292199|0.0339152658443|-0.0324682348103|-0.0151328557266|0.0251754507027|0.0276593536327|0.0329123373758|-0.0159119134069|0.0144723931064@0.0118550091527
AMGN,"December 28, 2009",TB|TVBF|TVB,0.00347417754597|-0.000657535058982|0.00959405491833|0.0115919539982|-0.00801981495225|0.0059190515026|-0.00162742318534|0.000810881025164|0.00446500579959|0.00280835919375|0.00344279875455|0.00968248018534|-0.012963255261|-0.00917951437652|0.00220898989607|0.0227643168501|0.0145428537829|0.010473927518|0.00510094187893|0.0024210482335|0.00690544537618|0.00240457049615|0.0045532440616|-0.00730122187644|0.0141714913485@0.0167531322957
PFE,"November 15, 2013",TB,0.00469649931783|-0.0038802742809|0.00610487341934|-0.000504304110443|-0.00153526509368|-0.002468312046|0.00322030053302|0.0136135617379|-0.00809871251302|-0.00664142268576|0.0141121402206|0.000925663657712|0.000670442849032|-0.00369822379697|0.00404128150721|0.00638494104642|-0.00288050988581|0.00522453265851|0.0113467749096|0.00139722682074|0.00386748041667|-0.00444439873922|-0.0101711002034|0.00947028169476|-0.00260407394596@0.00662702038248
CI,"July 17, 2009",TB,0.0720872865607|0.0595254206395|-0.0320386942943|-0.0045191302453|-0.016111593135|0.0330542272273|-0.0126678039481|-0.026720169613|-0.00247079625762|0.0142612619263|-0.0182413660568|-0.0102052889992|0.0858409776664|-0.0466688418573|-0.00623484480698|-0.00410378674362|0.00766846610614|-0.00950203210789|-0.0285284096667|0.00837024957966|-0.00594779850692|-0.00651486399812|-0.0195632151332|-0.011037784563|0.0172211377396@0.037496834929
FB,"November 26, 2013",TB,-0.0281358886292|-0.00432775024033|0.0246574279304|-0.0163846039721|-0.0400653227627|0.0393997781161|-0.0310956371827|-0.0173426015358|-0.0239306924759|-0.0323175223829|0.00812042265621|0.0286846701711|-0.00523990416352|-0.00963411446048|-0.0656442684044|0.0109934503645|0.00240510227472|-0.00965064695344|-0.0211062624421|-0.0332054240184|0.0194992037663|0.00574189109862|0.00840447352078|0.0011793993757|-0.00438934512743@0.0242436474248
T,"September 6, 2013",TB|T100,-0.0107350096737|-0.0102695252094|0.00559439225417|-0.00736890586036|0.00720983328995|0.00178738602951|-0.000863980934875|-0.00454468893003|-0.00104362638798|-0.00486346154372|0.00288636249845|0.0117978395487|-0.00932313835329|0.0120356386022|-0.00543701812391|0.00170678073819|0.00930554225776|-0.0182399661022|0.00607109681431|-0.0120105178833|0.00272928568931|-0.00107172501435|0.00439811031813|-0.00179080441523|0.0154998487465@0.00703077026422
AMZN,"December 23, 2010",TB,0.0370761147581|0.0117807499398|0.00959593606026|-0.0172974920431|-0.0154199244028|-0.0134316250936|-0.0077213233596|0.0143970566978|-0.00790935512939|-0.00661881669299|-0.0123394135571|-0.0017320376523|-0.00860082139518|-0.00279959503854|0.0139832628698|0.00786094569128|-0.00380111996516|0.0290428305039|0.00126903227099|-0.00327320295387|-0.0104299211038|-0.00298311841659|-0.00737025593705|0.0116668616523|-0.00183878042626@0.0192742760737
EGRX,"August 29, 2016",TB,0.0802011397329|0.0129477844409|0.046706105923|0.00224081929797|0.00291801170655|-0.020717339869|0.138279209147|0.0383327824913|0.0590072013031|0.0216342487079|-0.0238114320131|0.0286393277925|-0.016807677869|-0.025807205708|0.0265509402681|-0.00861593094499|0.0386163046567|-0.0677723443997|0.0244529221717|0.0279150205132|-0.00215478344017|0.0151570297424|-0.0137133754087|-0.00974209329231|0.0188470776071@0.063334579945
WHR,"January 27, 2017",TB|TVBF|TVB,0.00116669981924|-0.000902877441003|-0.00703529676682|-0.00493623352683|0.00402566744201|0.000701575781062|-0.00632971194866|-0.0240556620695|0.00893310928375|-0.0103727111887|0.0039353864284|-0.000672774937849|0.00422495868002|-0.00244984602045|-0.00340286168904|-0.00497391166881|0.00697246824106|0.000283564544335|-0.00560978443376|-0.0914115849789|-0.0194098106101|0.026963796441|-0.0031828951799|-0.0090314543443|-0.017992803294@0.0105569074176
WMT,"January 3, 2017",TB,0.0030013206981|-0.0166962704447|0.00438261523948|0.0028781064557|-0.00485276506144|-0.00706824144313|0.023484256802|-0.00194042252829|-0.000981767901904|-0.00583817931882|0.000140038359082|0.00742100889947|0.00131937107768|-0.00605042230418|-0.0220266569086|-0.00127683270934|0.00111498462749|-0.000158988591799|-0.000241899702008|0.000573642128512|-0.0110267818172|0.00249936117291|0.00300161262183|-0.0156775759396|0.00894895360651@0.00903718551166
WHR,"January 27, 2016",TB|TVBF|TVB,0.000226239815612|-0.00583124258767|0.000227250729362|0.00344321460541|0.0288070401398|-0.023115654609|-0.0072510825175|0.00922909518793|0.00101640571392|-0.00888690717764|-0.0108866161698|0.00311795608101|0.00925357088694|-0.0099385511833|-0.0120186016755|0.0454267746736|0.014014150695|-0.025592473447|0.0194364160116|-0.0100907866001|0.00208261457323|-0.00884986880597|-0.0146132079319|0.00914166071351|0.00209313154411@0.0151714664781
LLY,"September 23, 2009",TB|TVBF|TVB,0.00622778600194|-0.00339696726177|0.0155027350275|-0.0117823365843|0.00401004898208|-0.00180768950755|0.00925013251043|-0.0127404361845|0.00634295844199|-0.00680450287675|0.000409580135519|-0.00435255090766|0.00328089867098|0.00985241412111|-0.0107008460903|-0.00158994889857|4.77336447023e-05|0.00647475476625|0.00459404439917|-0.00282486019554|-0.00195953898027|0.00784378448051|0.0147763731865|0.00418100817986|0.0162994377811@0.0113876656887
