Stock_Ticker,Decision_Date,Category,"MM_[-60,-30)_[-20,5)_NBS"
INTC,"August 24, 2012",TB,-0.00243352656188|-0.00862061415464|0.00672112094818|0.00762949577571|0.0135537817667|-0.00267277061494|0.00426103531684|0.0023070432591|0.00261128832366|0.0068196379937|0.00436020372744|-0.00374198575638|-0.00788160428401|-0.00458412292798|0.00669023616806|-0.00753832510988|-0.00409652703928|0.00275542153161|-0.0149751063001|-0.0130378227004|-0.0136073153175|0.00134616210901|0.0127029313648|-0.0116086427201|-0.00531242115473@0.00693500095569
WMT,"June 27, 2008",TB,-0.00611784120575|-0.0109929100753|0.00804058152869|-0.00296823408077|0.0316116883664|-0.0229748198545|0.0199303231532|0.00250113172923|-0.0207372162124|0.00791033383269|-0.0021639564212|-0.000883187818695|-0.0114546001794|-0.0192408231061|-0.00146572467355|-0.0256736693516|0.0067133703217|0.0119572659345|0.0116477302014|-0.022261569678|-0.0103109272873|-0.00226346268713|0.0135257619884|-0.00678228556555|0.00253823066119@0.0110427179808
BMY,"October 19, 2010",TB|T100,-0.00149711334509|0.000802714373036|-0.000951489722418|-0.0162223922983|0.00206160919195|0.0078795732359|-0.00618212728914|-0.0100462611102|0.000397276815129|-0.019459640054|0.00119750136553|-0.00203388978129|0.0036843341219|-0.0079826032957|0.00532808591827|-0.0102374923005|0.000818764791602|0.00931860112674|-0.0132228916127|-0.00332883358424|-0.0117642514027|-0.00779958843263|0.0034089831183|-0.00704398366224|0.00593972688396@0.00722898199725
WHR,"July 26, 2016",TB|TVBF|TVB,-0.0278893194626|0.0173631944926|-0.00537515591454|-0.0007167585841|0.00190661055146|-0.0120480881959|0.00707800276546|0.00921038573465|0.00256650997746|0.00404362709615|-0.00163207816799|-0.000534407981759|-0.00563762581631|0.0089409072014|0.0105774430626|0.00811487639519|0.0181860396311|-0.000697976933834|0.0205998768072|0.0170569410588|-0.00117497785796|0.0066968422783|0.00517760633449|-0.00259209615205|0.000625175319117@0.0113476074028
HPQ,"March 1, 2011",TB|T100,-0.0127343805841|-0.00374673927844|0.00616365412833|0.00184638817892|-0.0105811651771|0.0117417965417|-0.00749652992392|0.0188845608316|-0.0119221773864|-0.000491122990033|-0.0130104443695|0.000618841846364|0.0142108422632|-0.00872506213276|-0.00332872729439|0.0221956353488|-0.0919190021134|-0.0323356423986|0.000852335825524|0.0132211705368|0.0100635786843|0.00246912286122|-0.0302694531923|-0.00523593724342|-0.0013484636036@0.00895121521049
NKE,"June 18, 2008",TB|TVBF|TVB,0.00379021626572|-0.0109391321553|0.000442772545115|0.0112978815134|0.0218082514554|0.0190104635656|0.0161164443361|0.002285941616|-0.00752105867435|0.00596148468589|0.0256367790964|0.0248771946405|-0.00428276246389|0.00883134839763|0.00450626311939|-0.000370911464903|-0.00947567436902|0.0267203511551|0.000758667310335|0.00359165384496|0.00900722898796|0.00575646795775|0.00272613029507|0.00251172518631|-0.0179523781709@0.0125570475401
KYO,"May 14, 2012",TB,0.00135523411435|-0.0098739287055|0.00476588791496|-0.000375893035304|0.0105000324375|0.0193905662665|0.0267847607489|-0.0239889098515|0.0292081630849|0.0197317938777|-0.00267767807955|-0.0254522900394|0.00260582206107|-0.00047043314708|0.0151771282253|0.0295135326856|-0.0129994645085|0.00592465185747|0.00540403828727|-0.0152332073024|-0.000589004598879|0.0071400793428|-0.0211431071327|0.0235257751878|-0.00455829156704@0.0124358497732
PRGO,"December 4, 2015",TB|T100,-0.00229055417913|0.0140000383957|-0.00126625664287|0.0254591176957|-0.00375739127607|-0.0112955538645|-0.0453915722206|0.00849840267438|0.0295386154516|-0.000298967300568|-0.00128910771745|-0.00254557191804|-0.0434862684264|0.0140662953109|0.000287056823986|-0.000999942102667|0.00746339830972|-0.00399638322562|-0.000629179639611|0.00938321446915|-0.0037138273983|0.00720868980506|0.00570720999718|0.0158259999951|0.00353720656848@0.0154868991399
IPXL,"October 6, 2009",TB|TVA|TVB,-0.00812434104243|-0.0139300908263|-0.0195929758553|-0.00403179569602|0.012875275499|0.10489213602|-0.0121635292757|0.0225221977478|-0.0236248320716|-0.00827696653297|-0.0165450465102|0.00527371382341|-0.0297046524564|0.00162085877629|0.0468433981405|-0.005906076836|0.0286962516034|0.0140789156527|0.0113386627095|0.0781537916679|0.0278182236116|-0.0133303418375|0.0050741192453|-0.0174801178966|-0.0417814049672@0.0168606591905
DCI,"June 11, 2010",TB|TVBF|TVB,0.000843968343771|-0.0123167581942|-0.00894115243224|-0.00798493479448|0.0220504816793|-0.01116537297|0.012279053795|0.00355007483071|0.0158046519843|0.00409650441982|0.00949769429028|-0.0197060622147|0.0118511947602|0.000437648863237|-0.00951001162101|-0.00505364370954|-0.00827467125074|0.018697086039|0.00843470038985|0.00607284895117|-0.00690369121651|-0.00108184204664|0.0073188717578|0.00519670786084|-0.00548510878801@0.00808646497828
WDC,"January 2, 2013",TB|TVBF|TVB,0.00434094031949|0.00588238627978|0.0662073885552|0.0247424413373|0.00906988210646|0.0175074333725|-0.021779796557|-0.00014205894173|0.00790481462453|0.00142474166248|-0.0152864950224|0.0174028960475|0.0454310326735|0.0119495782145|0.011721180549|-0.00218719037533|0.0147733211837|0.00137356337255|-0.000538737250024|-0.00688559594731|-0.0239083664901|-0.00777831273311|-0.0142992199113|0.00785369274338|-0.0167438513926@0.0121102503607
SPLS,"July 29, 2015",TB|TVBF|TVB,0.00334963432828|0.0143646002663|0.00285777644398|0.00585372167974|0.0107012346349|-0.0118711431796|-0.00606565140731|0.00650713485188|0.0104269572147|-0.00751206135246|-0.00109004682066|-0.0054179220738|-0.0353472221945|0.00284679017605|0.00111536487222|0.012686173363|-0.0175674663169|-0.00649590501085|-0.0139604508276|-0.00814203370222|-0.00372253496573|0.0269177698091|0.0362408396822|-0.0349179131467|0.00747861174604@0.00877282961191
SNPS,"March 17, 2015",TB,-0.00503408769634|0.00716157060569|0.0286865867783|0.00444167881989|-0.00276167044122|0.00336174516782|0.00124014477994|-0.0118478744834|-0.00268402499228|0.00425461554277|-0.00423220578761|-0.00244815586868|-0.00133058304392|0.00297062047687|-0.0031101897301|-0.00681982174674|0.00492425957844|-0.00522598845047|0.00602897940174|0.00520660971358|-0.00659173144246|0.00196908304555|0.00445116883909|0.00170885243475|-0.00740149823336@0.00497846941859
CRY,"March 10, 2015",TB|TVA|TVB,-0.0188429895977|0.00430739875487|0.00644921283329|-0.0127514703402|-0.0194180783431|-0.0577054885073|0.00236280938021|0.00826051500798|-0.0408427578365|-0.0104304839939|-0.00296912514567|0.0063100443294|-0.00843477911612|-0.0182628096275|-0.00993524661193|0.010590868896|0.00399489215686|0.0107615387412|-0.0263303679598|-0.00534651840068|0.000830442904994|-0.0312285035886|-0.0330271771525|-0.000552542790965|0.0321255689863@0.0227804335514
CSCO,"August 17, 2011",TB|T100,0.0137636705057|0.0195968079881|0.00429546589795|-0.00381396983467|0.00656586862893|-0.0118850886062|0.0263008451435|0.00816027778175|-0.00243201651447|0.00960658533133|-0.00305440127546|0.017382484942|0.00560258755126|0.00717160766232|-0.044798794202|0.0245788322416|0.0939695380333|-0.00644776164559|-0.0184126782084|0.00840953190897|-0.00723541417874|0.00187130947458|0.025798239283|-0.0044225750505|-0.0105640437897@0.0100138316793
AAPL,"October 26, 2015",TB|T100|TVA|TVB|TV100,0.0160104101318|-0.0305791560139|-0.016476814196|-0.0103520722314|-0.0139693437307|-0.0188377061349|0.0132353242899|-0.0164431013442|-0.0208587160327|0.0193395497029|-0.00738716055066|0.0103543896565|-0.00778190104974|-0.00490576448571|-0.0149518460983|0.00425277951426|0.0223433260687|0.00607433191647|-0.00632473332371|0.0140799111922|-0.0330290523581|-0.00606885438289|0.0263489591522|0.0102266247777|-0.00457376714444@0.0161144485602
IBM,"March 1, 2013",TB,0.00120847240811|0.00377854182992|0.00414909781018|-0.0127566894099|-0.00376151101078|-0.00381068164078|0.00467595814268|-0.00406141845843|0.00246032240802|0.000261209333625|-0.00105393292316|0.00832152005266|-0.0077731485664|0.00484710926306|0.00146516925606|0.00643186517757|-0.0040007533618|0.00405500834942|0.00583553876369|-0.00650063417506|0.0080673356938|0.0081284074697|-0.0017969723331|0.0105930711263|0.00583125136791@0.00471949324944
MON,"March 29, 2013",TB|T100|TVBF|TVB|TV100,ERROR
IBM,"March 1, 2011",TB|T100|TVA|TVB|TV100,0.0106220438091|-0.00160597508607|-0.00140651857087|-0.00167154811424|-0.00196843658653|0.00259762013513|0.0080743938544|-0.00694517079152|-0.00426280478303|-0.00334137975527|-0.00626424419742|0.000756183190664|0.000158908747015|0.00450159869668|0.00179791851747|-0.00173628959603|-0.00739039000051|0.00514778840527|0.00399813435062|-0.00711531941376|0.00183991987881|7.72080672564e-06|0.00730194449973|-0.00412980254239|-0.00489922508239@0.00482281739813
GE,"November 7, 2012",TB|T100,-0.00716523560905|-0.00522514642557|-0.00287617087117|0.00147418415524|0.0015090667252|-0.00242789836276|-0.0111700861162|0.00471533011289|-0.00453058276721|-0.0210877816319|-0.0165853929239|-0.00396247619495|-0.000277818306082|-0.00299612255476|-0.0072069657013|-0.00366633541842|0.000524181199006|0.0058176535932|0.00258988733049|-0.00149267461775|0.00231649865546|-0.00159459008471|0.00304541960714|-0.00687159606665|-0.00727326856686@0.00569616960556
TSN,"January 13, 2015",TB,-0.00116809711776|0.0136095634278|-0.0192383654481|-0.00855152146443|-0.0295634249757|0.00657392427651|0.0195966477785|0.00458698319021|-0.0162692905839|-0.00128405402464|0.0059195303162|0.0125737322772|0.00796776718786|-0.0110159387411|-0.00200351572885|0.00257546389491|0.00275428134093|0.0174986121029|-0.0135341812898|-0.0181212681627|0.00124416315352|0.0349596504575|0.00365674190276|0.00240423567425|-0.0142060278809@0.0162478797517
HPE,"February 27, 2017",TB|T100,0.000102563342039|-0.00572508616337|0.022402258104|-0.0029231446565|0.00701790224955|0.0244741295179|0.0082806531709|0.00926729520459|-0.000624838994167|0.00931203328502|-0.00825784470034|0.00182027469712|-0.00246845137451|0.00470390017411|0.00187102198663|0.00240493517634|0.00488592586579|0.00921815638078|0.000112539865258|-0.0711259430652|-0.0326674959454|0.0333343016341|-0.00124736182273|0.00322725715526|0.00630704834937@0.0118426686288
USB,"August 3, 2011",TB|T100,-0.00433853136326|-0.00305578472904|0.00360180997034|0.00884092332267|0.00171371182278|0.00379635606513|-0.0144334800376|0.000988290795363|0.00115197288422|0.0117594392373|0.0301848082779|-0.0056500524326|0.0040991991961|0.00528337281367|-0.0079454261029|-0.00199982440858|0.001056319337|0.00449477565876|-0.0030155848949|-0.00127936393003|0.000337238706957|0.0160917710601|-0.0155048711668|0.0186740463341|0.00284588663152@0.00616535183943
ITW,"November 18, 2013",TB|T100|TVBF|TVB|TV100,0.0022600914027|0.00234980312443|0.00948464972624|-0.00494382610086|-0.00155200641543|-0.0020922473831|0.00535271513747|-0.00164429338527|0.00746584125465|0.00278298442543|-0.00413959026825|0.00103281542536|0.00149166116055|0.00339572659809|-0.0062482960503|-0.00123147406372|-0.00305082397994|-0.00353591610841|0.00160586277962|-0.00313718743989|0.0035942758374|4.41550719214e-07|-0.00470707963029|-0.00517660037012|-0.000388643238936@0.00652080693541
GE,"October 22, 2015",TB|T100,-0.00653474387611|0.00259760004834|0.00447290046979|0.0112525250297|0.00508762768262|-0.00225046245941|-0.00600688207617|0.0265187306479|0.019980409504|0.00525731371285|-0.00236769109061|0.000884108397102|0.000390090681619|0.00067380506996|-0.00261037532391|-0.00403109381462|0.0300253048604|0.000742775492082|-0.00762283809673|0.0124402730046|0.00765046681913|-0.0146704971669|0.00484693587576|0.004198495638|-0.0227091796832@0.00724097663508
TIME,"April 9, 2015",TB|T100,-0.0232349058503|0.0281815053687|-0.0111580130852|0.0132324336489|-0.00274811211917|0.0117349654401|0.00381841367129|-8.3728794697e-05|0.00884383669575|-0.00267431954952|-0.010653570949|-2.50959711753e-05|3.44938157701e-05|0.00551402772932|-0.00443062189493|-0.00303770676539|0.00704762742087|-0.00408197429499|0.00408194714689|0.0111918558533|0.00906719585533|0.0110495460901|0.000284210735201|0.00991073796738|0.00661636605309@0.0116230255434
LLY,"August 22, 2016",TB|TVBF|TVB,0.00281338515689|0.00780922493325|0.0133616818581|-0.0114138526755|-0.00164492084832|-0.00516947954137|0.00464018978694|-0.00036351983274|-0.00756123100534|-0.00493423513313|0.00591993405288|-0.0054616230486|-0.013609448793|0.00386738036178|-0.00648692132976|0.00429266129274|0.00263802737367|0.00286861953711|-0.00124542623332|-0.010213999074|-0.000991426006264|0.00278466146495|-0.00900110280735|-0.000125165446877|0.00210901385133@0.00878120068533
BBY,"July 14, 2014",TB|T100,0.000960176985716|-0.000466849433512|0.00256661821588|-0.00888998573626|-0.00937516824196|-0.0252890930145|0.00857971180987|0.0267953430199|0.0409166395199|-0.00712489907314|0.01748882176|-0.00309947794155|-0.0147634841074|0.0145387167192|0.0106197897556|-2.37424735594e-05|-0.00647354394638|0.00296885319376|-0.0252842056396|-0.0232249996087|-0.0228066840332|0.0148719804699|0.0276606928235|-0.0195398596895|-0.00166981810966@0.0191670417667
WHR,"August 8, 2016",TB|TVBF|TVB,-0.000587861388906|-0.00868693716841|0.000761859123155|-0.00172018516152|0.00558678168726|0.0126390120877|0.0118508603393|0.0219686004188|-0.00247258274213|0.0216770095809|0.016917644187|-0.00916237647339|0.00234689090778|0.0112430155249|-0.00182208564631|0.00301233055908|-0.00725057019994|-0.0186093039754|0.00768340048947|-0.0122049728424|-0.00272475409164|-0.000690565143565|-0.00813366689583|-0.00337968104642|-0.00547648576739@0.0110922436577
BBRY,"February 23, 2015",TB|T100|TVBF|TVB|TV100,0.0223155475038|-0.0319459421352|0.00932080463749|-0.0196476313157|-0.00518708451109|0.0157946331398|-0.0266337067242|-0.0408822408128|0.000259128019106|-0.000474415642874|-0.012943012996|-0.00200433204501|-0.00403601585736|-0.00288483575668|-0.0179081956934|0.0145429693859|0.02279018073|0.000470232535886|-0.0036512512172|-0.0119920855523|-0.0145931228903|0.00637138958787|0.021734378778|0.0175489293341|0.00941857539192@0.0192417353227
CME,"September 30, 2011",TB|T100,0.0133841596201|0.0104120988943|0.0014217049512|0.00561193306571|-0.0115746257583|0.0244344023491|0.00579425252308|0.00815354060566|0.00530802165252|-0.0192260635198|-0.00398087481325|-0.00289800569764|-0.0100381907397|0.0246829569003|0.0439472541038|-0.00987975355353|-0.0182790455562|-0.0136900976695|-0.00599782980228|-0.0113497521766|-0.0095470684278|0.0474799089988|-0.00690313901654|-0.00811485429994|0.0123330037195@0.0142401088804
ETSY,"May 20, 2016",TB|T100,-0.00370870096516|0.00533556253506|-0.00935163291623|0.0157086872253|-0.0554149219745|0.0107286601251|-0.03607272322|0.010987156687|0.0576900607476|0.0170162226951|-0.0907507550987|0.0154685489521|7.85639518891e-05|-0.0145307076689|-0.00147066691525|0.0606596147842|-0.00746874287263|-0.0112751569808|-0.0320667594168|-0.00467730751374|0.0137438376402|0.0287204781884|-0.0221107336931|-0.0117730836702|0.0440874994636@0.0205842757283
PH,"March 17, 2011",TB|T100|TVBF|TVB|TV100,-0.0115945564834|-0.00127799721934|-0.00188629189858|-0.00715911926396|-0.00121857715328|-0.00761880165006|-0.00996757371139|0.00481579335627|-0.00687509573541|-0.013135097589|0.00401968905696|-0.028139637475|-0.00814698435878|0.00346714754806|-0.00097165956196|0.0101620551509|0.00602066655617|0.00631865169037|0.00560971125476|0.021006237029|0.0206966893113|0.000146998000115|-0.0151744555157|0.00494218869347|0.00435921173578@0.0123748548091
TXN,"August 6, 2015",TB|T100,-0.0326246328993|-0.00239255144021|-0.0129254541185|0.00332798298731|-0.00416026347799|-0.0179448596337|-0.00529152273161|0.0101786573055|0.0124223216676|-0.0136356026376|0.0310954428565|-0.0141120888427|0.011854118856|0.00157422241835|-0.00384392665905|0.00320500696788|-0.00642012218313|0.00629245312491|-0.00317227578446|0.0127393936464|0.0126667124705|0.00452092693514|0.0193816375574|-0.0100658539351|0.00704536081618@0.00729190441753
CSCO,"March 31, 2014",TB|T100,-0.00324024480194|0.00772087469947|0.00159335826439|-0.00221144468467|-0.00256362917874|-0.00149936597077|-0.004004234808|0.0107750310563|-0.00367101447564|-0.000732373384913|-0.00244637988086|0.00373258571641|0.00655175626481|0.00610499609339|-0.00355036678874|-0.000856999878371|0.0308040671077|-0.00226420900296|-0.0139910944871|0.00996389107958|0.0044793057708|0.0363486066064|-0.00571023858055|0.00332351683685|-0.0108876212589@0.00913814558595
MON,"January 15, 2009",TB|T100|TVBF|TVB|TV100,0.010059636717|0.0130145072149|0.00302776041592|-0.0432832056356|-0.0551008697586|0.0103308389364|0.0128841062492|-0.00106325741245|0.0221179059399|-0.0120848059726|-0.00877890447417|0.0135987618677|0.010436329112|-0.0219516474542|0.196760161082|-0.0417993518284|0.00565244227352|-0.0140959737276|0.000920087282164|0.0146486134236|0.0156627553671|0.00482775525475|0.00944279500867|-0.00990817162991|0.0236694603176@0.0335801643815
F,"March 22, 2012",TB,0.00906688808973|-0.0203364702198|-0.00363033100995|-0.0178274614443|0.00380901498659|0.00634420377757|-0.00485184570506|-0.0126186819311|-0.00756390023503|-0.00103846991702|0.00364811351188|0.00873191603242|-0.0155530322276|-0.0159197833534|0.00936748390803|-0.0117073665962|-0.0393522752418|0.00708217332001|-0.0125429802078|0.00752675762947|-0.00927271220892|-0.00355318994852|-0.00688349830179|-0.0127010938957|0.00352462744527@0.0139535531784
AAPL,"August 30, 2011",TB|T100|TVA|TVB|TV100,0.00574668381669|-0.0032230702789|0.0114093973415|-0.0253238045976|-0.0313167569742|0.026844812788|-0.0220456424435|-0.00536236446155|-0.030863414127|0.0175167681041|-0.00540145957008|0.0119231890255|0.0124484226463|-0.020281981473|-0.0163432612836|0.000804560107288|0.0122492164394|0.0142486806823|-0.00912643705074|0.0128599158542|-0.0193377668368|-0.0179308314052|-0.0218949365135|-0.0130379553117|0.010526218703@0.0104755033983
KEY,"September 27, 2010",TB|T100,1.76092901326e-05|-0.00756861829732|-0.00438995772113|0.000982267780058|0.00317329732769|-0.0129105438593|-0.00266536545802|0.0193349598164|-0.00583456322293|0.00819952315038|-0.00733833440244|-0.0155660194997|0.0188199966738|0.0117142691084|0.0244680640342|-0.00867553906583|-0.0108336460544|-0.0148995498247|0.00313415339306|-0.0107638217502|0.0155343525083|0.00209985388773|0.0221613472683|0.00195323906461|0.00723682130326@0.0147018174536
T,"March 22, 2012",TB,0.00776458729728|-0.00569627332131|-0.00208702186357|0.000839789089812|-0.000742712434623|-0.00385817927376|0.00385163552488|0.00831615994362|0.000619751144183|0.00126962641046|0.000174333002443|0.00749428973296|0.00778019905735|-0.00683677304284|-0.00708599871416|0.00235448874245|-0.00413543212318|0.00263782367616|0.00262748372773|0.00492932319386|0.000868193268747|-0.00567316711285|0.00284230115583|-0.0039648919763|-0.00668184636448@0.00594298149874
AAPL,"February 17, 2015",TB|T100,-0.0275466897379|0.0246855497465|0.0150692227808|0.00836799294791|0.00278794792541|-0.00590727304695|-0.0188348818235|0.0687316460102|0.0185716052655|0.00960659444128|0.0104973474024|-0.0134015311345|0.0130675152972|-0.00942164735863|1.82977278052e-05|0.0181306619247|0.00247056752791|0.0225356811855|-0.000164891055776|-0.00288492182312|0.00604802454015|-0.000634517069258|-0.00457108700624|0.00201153886396|0.0261714910144@0.00669132019628
AMZN,"March 14, 2017",TB|TVA|TVB,0.00108376100566|-0.00906692043331|-0.0032305218019|0.000340903605476|-0.00705194117538|0.00345139252504|-0.00347315515545|-0.00950193644608|-0.017307672559|0.00479951844323|-0.011169305759|-0.00498888251652|-0.00551336967236|-0.00222389198601|-0.00261762162546|0.0006668550437|0.00163104755222|-0.00437562307327|-0.00859077376828|0.00259523351272|3.02019637044e-05|-0.00852851650226|0.00595694277666|0.0032387041617|0.00335585365149@0.00918612936108
CAJ,"September 8, 2015",TB,0.00275443188315|-0.00126123220507|0.00689605598281|0.00874851286042|0.00428540227931|-0.0102644928532|0.0126562191223|0.000836083314156|-0.0183005907837|0.00342719275712|0.00804077976778|0.00336281513287|-0.00247217580721|0.00248915404861|0.0144590411794|-0.00186467144506|-0.0106973378437|0.0155240894459|0.0207673627967|-0.0173443718079|0.00865989153107|0.00260429042775|-0.0103256856081|-0.0169291298016|0.00707304241935@0.00639801356987
CAJ,"January 14, 2013",TB,0.0061854871356|0.0110177097026|-0.0254091204835|0.0277175795468|0.043497701191|-0.0217051380012|0.0279361868055|-0.0326449848744|-0.0109216349164|-0.0191624873794|0.0246738250931|-0.0105789106794|-0.0177869373801|-0.00246475868156|-0.028036853628|-0.0195249459918|-0.0145130408013|-0.00885055745352|-0.0231327176307|0.0034801055593|0.0014485168301|-0.00597791111612|-0.034893937303|0.0139784078535|-0.010843732064@0.0166698455333
AAPL,"September 4, 2015",TB|T100|TVBF|TVB,0.000938215342257|0.0394761853172|-0.0354679313347|0.0139621284776|-0.000214368117283|0.0149699267518|0.0014878315028|-0.000533841260355|-0.0056997712943|0.0089066648371|-0.010913857352|0.0112606241998|0.0192731473243|0.00740292579245|0.0130076736896|0.0167497033737|0.0343948932623|-0.0196896424186|0.0149499327513|-0.00844016412409|0.00781851434865|-0.00274707901224|-0.000130249830504|0.0156389802063|0.00263038565855@0.0101018313651
NTAP,"April 15, 2015",TB|T100|TVBF|TVB|TV100,-0.00517153189264|0.00609141214331|-0.00932550797159|0.0127147967587|-0.0147476015571|-0.0147947314417|0.00375697586058|-0.0022337017926|-0.0115646561479|0.00165870838809|0.0104668841905|0.000212919797232|0.00911278603921|0.00716697361792|-0.00458670165786|0.00589672646617|-0.00700060260814|-0.00986677432721|0.00453342538071|0.0126975225757|0.0228270248388|-0.00900194214499|-0.00407829310642|-0.00339255977902|0.00246157622549@0.0190372608588
AMZN,"September 29, 2008",TB|T100,-0.0228747907329|0.00420773983801|-0.0159614844392|-0.00721693321325|0.0166566553181|0.00789460462756|0.00200304072836|-0.0438626405898|0.0314853846811|-0.0183124692184|0.0179550396656|-0.00774663421153|-0.0530157661695|-0.00139312637108|0.0292482746321|-0.0381412782231|-0.0300766616635|-0.0103908565951|0.0226748875826|-0.0125571301718|-0.0609264078505|0.125760150261|-0.0312854403222|0.020773132206|0.0229481215753@0.035465039817
SYMC,"December 29, 2011",TB,0.00736475205442|-0.00882535417325|0.00054185514894|0.0185170291879|-0.0179158700919|0.00548166147158|-0.0136606154567|0.0198668706228|-0.00298693816671|-0.00122451193438|0.0050703983872|0.000806817167644|0.00428097683086|0.00086604113339|-0.00735336633915|-0.0223513215861|0.0221494416346|0.00201350078923|0.00550494309049|0.000122553277828|-0.00330463024568|0.00316502233295|-0.00316993164667|-0.00281795471139|0.00308181555691@0.0178434435739
MON,"June 13, 2008",TB|TVBF|TVB,-0.0101031002979|0.0140359195172|-0.0150576952286|0.0293852535245|-0.0158326688674|0.00637169922991|0.0113708417695|-0.0354517126282|0.0448953178379|-0.0252327922584|0.0249191692258|0.0297419681152|0.0427759642941|-0.0297279084745|0.0221370585774|0.0214418776645|0.0189617952527|-0.0142035297163|0.00106168460903|0.00791457990974|-0.0120218257368|-0.0183296796193|0.0520415804435|0.0121494014241|-0.0330904032502@0.0412111736009
ABBV,"July 15, 2014",TB|TVBF|TVB,-0.00510598559614|0.00108589459919|-0.0066242299687|-0.0114430943293|-0.0204640421455|0.00499885846591|0.000983555644311|0.0189681114734|0.0252902087042|0.00141659716141|-0.00868916877875|-0.000649225564663|0.0173890001086|-0.00625921068761|-0.0149241807111|-0.0267586033813|-0.0211226966172|0.0145554782913|-0.0119237517288|-0.00946795021592|-0.0290127399998|-0.0043971592959|0.00637564334645|0.0130821715705|-0.017549627585@0.0121170193519
DCI,"October 2, 2012",TB|TVBF|TVB,0.00727005131116|0.00202168561879|-0.0073686482063|0.0117802009213|-0.018558213606|0.0134105571026|0.00197818566873|-0.00550160512682|0.00334934203143|-0.0192922097568|-0.00684690401015|0.00563184929504|-0.0382166056564|-0.00246270962707|0.0168927598034|0.00533707559114|-0.0131344729614|-0.0120001052669|0.00307753229553|-0.00549594925701|0.00680376876115|-0.0061532319994|0.00709558625052|-0.00286302508566|0.016696620817@0.0105557120076
UUU,"May 15, 2009",TB|T100,0.0622549670444|-0.0790744991791|0.0243407017933|0.0464092797018|-0.0257029781914|-0.00557872125405|-0.00727306500559|0.0469918145668|0.0395651093919|-0.0675265540701|-0.0312167121203|-0.053262710511|0.0439210684558|0.013954463987|0.00255668566525|0.0367519037789|0.124469722562|0.0159642048913|0.0558672627319|0.00343714746949|-0.0820186137252|0.0106491459988|-0.042437698646|0.0258013916413|0.0263898349378@0.0390084576666
GRMN,"October 8, 2009",TB,-0.0192626206452|0.00517074405855|0.00268539899231|-0.0159035467778|-0.0175417679374|-0.0022066186638|0.00417311074405|0.0239424457987|-0.029774511609|-0.00281535578731|0.00194151229858|0.0134311036367|0.0259252188615|0.00766921882524|0.0240829944431|-0.0224151399153|-0.0271448087227|-0.0194959909382|0.0292783039383|-0.00506362585024|0.00300002387809|0.0182894681484|0.0163012396795|0.00411123462409|0.0100732918651@0.0456454226497
CAMT,"July 7, 2015",TB|TVA|TVB,0.0132268484069|0.00252831005568|0.010860057869|-0.0122956972906|0.03584941375|-0.0258917246094|0.00394084177373|-0.0114204572104|-0.0141590034713|-0.0266528690078|0.0072344517288|0.0198323498295|-0.00241952953646|-0.00821093534491|0.0134339777719|-0.00905789511863|-0.0229399351334|0.00495542340822|0.0157509236721|-0.0276895976264|-0.0281227196533|0.01644754904|-0.0225031895325|-0.00890814451139|0.00155398070556@0.0329280677175
DECK,"June 20, 2014",TB|TVBF|TVB,0.000117457501896|-0.00983760060715|0.0160388861996|-0.00843415945183|-0.00400998155773|-0.00277068008457|0.014962423946|0.0165097084344|0.0016671319105|0.00799302688384|0.0153952200866|0.00517460059125|-0.0218941946914|-0.0139560859397|-0.00877975197107|-0.000275646209075|0.00695423121137|0.023418977086|-0.00202414044733|-0.00353116692607|-0.00724018692554|0.0357584199546|0.00671856386329|0.018023231376|-0.00824405993924@0.0205399129178
HOLX,"October 18, 2011",TB|T100|TVA|TVB|TV100,0.00962458581179|0.000674399103067|0.0121139189069|0.0240858602131|-0.026125907989|0.0413145302364|-0.0107767523419|-0.00517103830708|0.0096551165623|-0.0262735871824|0.00736208790982|-0.000343660223002|-0.00860968894905|-0.00481026348814|-0.0175401319942|0.0141633080938|-0.011286708596|-0.00851331585782|-0.00100111560134|-0.0229052119171|-0.000870645170447|-0.00472578291319|0.00341920069434|0.0347556647198|0.0213361044092@0.0135460489379
AAPL,"May 8, 2014",TB,0.00767957920674|-0.00195945739208|-0.00218327455438|-0.00293660114652|-0.0128382975336|-0.00474310661342|0.0106350496019|0.0107504298976|0.000359871929336|-0.0148773873962|0.0770328930845|0.00988505425053|0.035755012861|-0.00731502495492|-0.00532036245135|0.00174978626581|0.00273568058823|0.0128686222231|-0.0062741765805|-0.0116685969132|-0.00435750720711|-0.00254075611717|0.0100511975929|-0.00240850121531|0.000723882577895@0.00859097971566
AMGN,"January 5, 2017",TB|TVBF|TVB,-0.0044168382702|-0.0462576832267|-0.0083349719308|0.0192475914335|0.0316212983935|0.0172665925671|0.0277481884848|0.00839602437066|0.00865321155333|-0.00774088589751|-0.0089695774363|0.0038783509791|0.0136462159223|0.0160986186779|0.00734236561298|0.019326624215|0.01163989623|0.00580425006776|0.0217358361585|0.00661993502676|0.0185504533292|0.0291687418256|0.0349953106196|-0.00154501363426|-0.0161727694349@0.0226411195281
