Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
IBM,"March 7, 2017",53,A1,0.00175783970463|0.0138026649429|-0.00757263656739|-0.00268705388464|0.00227995289374|-0.00413559299448|-0.00176121364384|0.000923641432281|-0.0010761721872|-0.00707949380933|-0.01087450226|0.00527410389422|0.0010523612341|-0.00413179380923|-0.0136749424847|0.0050666660235|-0.00726956256508|-0.000366623054285|-0.00430389525972|0.00542498642224|0.00260781171649|-0.0035484122794|-0.0152086027694|-0.00174158429555|-0.00921177710406@0.00697127415575
MSI,"December 5, 2014",56,A1,-0.0210496511465|0.00913472198281|-0.00717449146853|-0.0083113165654|0.00193280655681|0.00907545899044|0.0110851203068|0.000398486007244|0.00283433319379|-0.000880140130302|-0.00711253360759|-0.0118938391843|0.00448024733081|-0.0039252279671|-0.00415690803477|0.0029092178485|0.000372074317932|-0.00581832302525|-0.00756881620759|-0.0022387975656|-0.00582889867393|0.00855568664381|-0.000462238628147|-0.0149481606958|-0.00395671284678@0.00857440656838
NWY,"April 25, 2016",334|21,A1,0.0651081254394|-0.0168500247694|-0.0240014208808|0.0049054565343|-0.0280752870053|0.00118413695746|-0.00566966715232|-0.0194884981115|-0.00795902435584|-0.0112738232612|0.0155834653383|-0.0247249328296|-0.0181147428889|-0.00952357479577|0.00293519872684|-0.0559942014419|0.00694139105406|-0.0138578633546|-0.00345457339809|0.00129730718607|0.0334869375731|0.00645501739294|-0.00755974612563|-0.0288645510476|0.0101556159231@0.0478817064431
MSFT,"August 12, 2016",37,A1,0.00161811446779|0.00188942159247|-0.0143206227384|0.0468772525905|0.00360898248499|0.00840502195178|0.00700049702803|0.000514910371991|-0.0081006997746|-0.000569782934328|0.00679625437508|-7.94554912658e-05|0.00906009857973|0.00361963382573|0.00653872746209|-0.000251147868165|0.00310290488355|0.00221772204296|0.000760211896719|-0.000689536486304|-0.00445498047529|-9.68420558523e-05|0.00184924642699|0.000205952095112|-0.00166337065514@0.00827124643688
TWTR,"May 12, 2017",37,A1,0.000804738381471|0.00276376736035|0.0088611808111|0.0119876960611|0.00395482560862|0.00489827624456|-0.000596594438743|-0.00497855930931|0.0801830074232|0.0514817234805|-0.00247345643165|0.063625481616|0.0422869081987|0.0224721228904|-0.00239839697781|0.0113577614103|-0.0169134168212|0.00755458217016|0.0111305537813|-0.00285901496389|0.0168322238356|0.0314544700093|0.0177107538522|-0.0450084508003|0.0124822513141@0.0136701243245
MSFT,"September 14, 2015",33,A1,0.00245589865502|0.00198707393089|0.00725289596973|-0.00843864026833|-0.00481382892231|-0.0353179331056|-0.000119387634581|-0.0208290759489|0.0243076063386|0.00813137087212|0.000143941594911|-0.00361937191879|-0.0169706781509|0.0211568118391|0.00217054535639|-0.00940615902532|0.00994967825134|-0.00897537115631|0.000407790312171|0.000381216656859|-0.00780399507714|0.0115218666096|9.22374770067e-05|0.000106120316645|-0.00534435140222@0.0108147739648
MSFT,"May 9, 2016",5,A1,0.000714065517615|-0.0032173280823|0.00245007826973|0.000401083363498|0.00665676545764|0.0073721261572|-0.00427501983444|-0.0150172950118|0.00934301135863|-0.0741404757799|0.00843333997646|-0.0142284332193|-0.0116547698013|-0.0107876764653|0.00535115057066|0.0066911354485|-0.00709059510125|0.00794821476913|0.00187818266765|0.00540810664657|-0.00696679904112|0.00609709350748|0.0107231891059|0.00893633697531|0.00107406016972@0.0113372978471
GWRE,"September 5, 2013",70,A1,-0.0018060995595|0.0129319460634|-0.00250265353105|0.00486025003129|-0.00928467452966|0.0095001174414|-0.0168859069012|0.00914996803229|-0.00842567539023|0.0218823893422|-0.00177768735356|0.0140358936361|-0.0153509457091|0.0125471253244|-0.00656934233641|0.000255145433146|0.0387670858932|-0.00518199620239|0.00578403697445|-0.084536477573|-0.000181318540221|0.0606733507468|0.0223301821971|-0.0148574796271|-0.00716556428156@0.0182493143923
AMZN,"January 10, 2014",66,A1,0.00828785330494|0.00256933263369|0.00573690960384|-0.00391559813996|0.00136347321505|-0.0187847485664|-0.00169889081701|0.00235060012122|-0.0123940483731|-0.0164722547213|-0.000692479161311|-0.0179315190286|-0.0138646609323|0.000851847324881|0.0170450651856|-0.00581261511955|-0.00298076505809|-0.00483494505985|0.00691544278115|-0.0060468347341|-0.0167655157759|0.0105401506929|-0.00980558996204|-0.0184977163641|0.000392034538571@0.0198888522229
EA,"March 17, 2015",231|14,A1,-0.000349819305403|0.00878135024939|-0.0138325683009|-6.74312717903e-05|-0.0080362725287|-0.00619184615591|-0.00973957710639|0.000521809889424|-0.0137393325136|-0.00475915415336|-0.0174538117646|0.00558644467077|-0.00348659387714|-0.0162270764284|-0.00280591038389|-0.0260969236871|-0.00402356936943|-0.0134792199908|0.00167975104107|-0.00392402652542|-0.0344092539702|0.0140345226416|0.00238188798465|0.0124812237493|-0.00513970491205@0.0254098272419
NOK,"September 14, 2015",33,A1,-0.00910927037995|-0.00739928890228|0.00342216720345|-0.00917176843864|-0.00481501646394|0.0306635513892|0.0183789387274|0.0481517386111|-0.0216196917328|-0.0237261880733|0.000639413969185|-0.00021543390288|0.0237796773119|-0.00882199857225|0.00926981871605|0.00362699193195|-0.00190356919058|0.0296885641748|0.0113013145253|-0.0120146495103|0.0228806658176|-0.0203993894158|0.0061665192081|0.00696090841872|0.00371231889363@0.0178214124785
SQ,"April 14, 2016",195|6,A1,-0.0137613909212|-0.00110627903845|0.00305967099522|0.106099998275|-0.0238698222597|-0.0262603657946|0.0244707315085|0.039822447987|0.0131761452843|0.0839859830292|0.0216556185153|-0.0803726887644|0.00984837227893|0.0137965106977|0.0343815091668|0.00726636792616|0.0186623100113|0.0194680869475|-0.00418555167313|-0.0438982641207|-0.0117321086239|-0.0309912865458|0.0037056164034|-0.0327291110411|-0.0334576359646@0.0340791255258
DE,"May 26, 2016",217|231,A1,0.0042685667883|0.0113554619857|-0.00414729078374|0.00246724407653|-0.00531337630559|-0.00885068424595|0.0017473091546|-0.00877967858424|0.0278548607925|0.0149198959518|0.00555690169149|-0.00707131834553|0.00547380915547|0.00866675936361|-0.00465877844395|0.0027083751661|-0.0607952438717|0.00630369819372|0.0102936057103|0.00567653040641|-0.00015086676274|0.000793057640176|0.027126010112|0.00708017741422|0.0141266990047@0.0116659863229
BKS,"May 13, 2013",5,A1,-0.0795328331955|0.0182514211372|-0.0232276667876|-0.0425114864732|0.0304840787915|0.0284722786694|0.0271278471497|0.00240726983664|0.00676102974115|-0.011012466635|0.00214295992885|-0.00643398357705|-0.0211905228918|0.0184137298753|0.0173836007051|-0.0275479509211|0.00332727568979|-0.0243940348203|0.208426778591|0.0513717075042|-0.104831546888|-0.0253430111474|-0.00763195987268|-0.0364514522091|0.0118974838493@0.0306581488702
ODP,"March 19, 2013",13,A1,0.0776760971771|-0.180868182515|-0.0513276070526|0.042712343158|-0.0618651709639|0.00373308213382|-0.00546570249703|-0.0052076639348|-0.0139023709869|0.0311676365071|-0.0105091419073|-0.0514726913158|0.0240232303603|-0.0120250848576|-0.0165677082025|-0.0222380588986|-0.00264944522125|-0.0103511259219|-0.0155962320529|0.0121556806785|-0.00988754080751|0.00075321299822|-0.0177669412082|-0.0147356107831|-0.00863543764128@0.0308837563306
BKS,"December 30, 2014",81,A1,-0.0436933073787|-0.0223451580794|0.00534965466379|-0.0566311356585|0.0687208296632|-0.00917927279342|0.00764316243995|0.0167945597988|-0.000147195639851|0.0232103771323|0.0220515517481|-0.0212837234678|0.0147876954391|-0.028177353796|-0.0350702943566|0.00161129389294|-0.00592709339177|0.0139235705152|-0.00558929407174|-0.00376082331322|-0.000133158060657|0.00553280628287|0.0104816246635|0.0305421034252|-0.0157431250877@0.0160370260203
BAX,"May 9, 2016",5,A1,0.00484386403522|-0.00647177019015|-0.00201038583708|0.00746680822712|0.00220900077239|0.00310380570674|0.00346148350548|-0.00322955101372|-0.000439328913989|0.00739938968004|0.00899104915288|0.00656524634579|0.00302290162548|0.0107142552742|0.00447168045452|0.00369345904012|0.0013641332364|0.0218592520394|0.00438479143693|-0.00835278352945|0.00120389121946|-0.00383537890953|0.0285452182829|-0.0165778719574|0.00614389781358@0.00902553800681
HSNI,"January 6, 2017",242,A1,0.0120660837248|0.0278020613559|0.0042923055715|-0.0257774126978|0.0174373352848|-0.0145115421959|-0.00203818070282|-0.013066108628|0.0152917773276|0.0183407217361|-0.0138062569279|-0.0509905883216|-0.0125434951914|0.014774768416|-0.0220104493782|-0.0013400385012|-0.00227073783765|0.00598320301622|0.0128231709245|-0.0284137445385|-0.00156636222595|-0.00628834604999|0.0152423497442|-0.0202701078719|0.00955887084851@0.0360412658366
HPQ,"November 12, 2015",59,A1,-0.0363106450795|-0.000686493686386|0.00417875901025|-0.0128880341996|-0.00521808028657|0.00354090062414|-0.00085681908902|-0.0307958670405|-0.020002616316|0.00888296065151|-0.0210007324955|-0.0104968220632|0.111182930279|0.0304678445956|-0.00717227166011|-0.00494059035659|-0.00185773395089|-0.000646795879463|0.0161729378894|-0.0100295520794|-0.0309690148813|-0.00392457492246|0.00431013165185|-0.00406825928646|0.0123003245839@0.0166208197458
NTAP,"October 9, 2015",2,A1,0.00277374637806|-0.0127168912259|0.0236583460797|-0.00169499102699|-0.00431549177072|-0.0168767655151|-0.00910715131692|-0.0299509681584|-0.0124862008094|-0.00584558632554|0.00170516557841|-0.000161860427158|-0.00673758398717|0.00863422494939|-0.0151611920418|0.012206741621|0.0185699409423|0.0152665348279|0.00547944959122|0.0159970094612|0.0256290366661|0.00450279114956|0.00485646781993|0.0154146724541|-0.0143481962282@0.0146724144772
DGLY,"February 10, 2015",4,A1,-0.0424320895732|0.0405130226557|-0.0070081072194|0.0140344993916|-0.0392556076156|-0.0373643495513|-0.0979134625925|-0.106868666911|0.0222243219483|-0.0352603995347|-0.0106285620338|0.0163438216321|-0.010597626744|0.0111321687722|-0.0611911324967|-0.0368228936681|0.0582638097379|-0.0395550376425|-0.0186682393914|0.017059751394|-0.0447658242508|0.170465664348|-0.078875560426|-0.0488892207986|-0.000565389092979@0.0989083113945
F,"February 8, 2016",4,A1,0.000819770652576|0.0165506621209|-0.00423994866502|-0.0205290607818|-0.0216761711502|0.00869390325585|-0.0037255173147|0.0116450348795|0.00179643566797|-0.0151500300154|0.0055056925278|0.00568348821876|0.0125362763148|-0.0187985199432|-0.0112152146207|0.0109031160688|-0.0250183877155|-0.0122498743026|0.00373884850361|0.016842752213|0.0288140776015|-0.0213730034211|-0.000176438579072|0.000979260638326|0.0074122656848@0.00825562902772
CSCO,"June 23, 2015",1,A1,-0.000938127567877|0.000656170004992|0.000842328905465|0.00351004694062|-0.00831113741849|-0.00409795226279|-0.00416805250276|-0.00938582820864|-0.00095112591859|-0.00574591428356|-0.00297828616276|0.000444560503604|0.00183703528329|-0.00474117334691|0.000720928761575|0.000580434407945|0.00421072736792|-0.00302015476355|-0.00319260949385|-0.0102221403275|-0.00765967470406|-0.00378195010434|-0.00236157975861|-0.00574770004861|-0.00582480226064@0.00733007614139
NTGR,"December 28, 2016",23,A1,0.024199295578|0.014282519608|0.013309063955|-0.00669584504526|0.00410315992854|0.0118051729568|0.00391272759462|0.0537766061875|0.00428297769418|0.0170656800855|-0.0386981701997|0.00747730565147|0.000206097782964|-0.0115494207606|-0.00511739438951|0.00331217232224|0.00380276576683|-0.0124527435039|0.0132594122553|0.00532704998446|0.00890105850752|0.00922490530184|0.00773432276856|0.00616544741413|0.0306665870124@0.0211664872528
LLY,"July 9, 2015",141,A1,-0.00537028586431|0.037121553431|-0.0218374336078|0.00166268349322|0.00338530138728|-0.0165735510294|-0.0148811692912|-0.00161334741863|-0.00112942419956|-0.00398225518747|0.000732144046546|0.032576328282|0.0120920878771|-0.00711185716419|-0.00558360120269|0.0091296175499|0.0154799371646|0.00443809122689|0.0215901433089|-0.00308815363633|0.000752963515576|-0.00158780474414|-0.00353892778337|-0.00465695859125|-0.0272759681877@0.00711902861361
MSFT,"December 7, 2016",33,A1,-0.00662121095092|-0.0193614914565|-0.0298878388693|0.00578652673292|-0.0185627856676|0.00834696597548|0.0130223288937|0.00828550515938|-0.00452139022777|-0.0025065990385|-0.000270350159143|-0.0147694709341|-0.00439817313552|0.00442046805628|0.00335838504354|-0.0132215088981|-0.0158211514442|-0.00202589959549|0.00707406782908|-0.0104156386224|0.00621353546671|-0.0109836603021|0.00641189827941|0.00224296602041|0.00302193125052@0.00914425097495
ACTG,"September 12, 2016",496|40,A1,0.00212974484758|-0.00282369799266|0.015991111639|-0.0186195266998|-0.0244245330246|0.0226797245469|0.0103069108686|-0.0402735511243|0.0194514888283|-0.00476439475144|-0.0279515615755|0.00220261922463|0.00180537004333|0.0156692277467|0.131970429799|0.0188073910451|-0.0234046536175|-0.000685451281521|-0.0264877825534|0.0154768554903|-0.0289126928122|-0.00725443600642|-0.0247509012318|0.060879499856|0.0027914313199@0.0258491118382
T,"March 19, 2015",106,A1,-0.0125921968504|-0.00533383933821|-0.00804992144158|0.00278318780255|0.00384466072416|0.00780202846579|0.00246811808072|-0.00291942771435|-0.00550118349555|-0.0107570103726|-0.0020371850656|-0.00807673848101|-0.00779665375651|-0.00855801931436|-0.00481833061839|0.00638752343308|-0.00881773298092|-0.000402400084959|-0.00438817047483|0.0120495636514|-0.0102352572191|-0.00586095176362|0.00133636098976|-0.00423407984826|-0.00599828470153@0.00660263039096
AAPL,"November 8, 2016",4,A1,0.0105812658575|0.00604078550568|-0.00223654766276|0.00331941219576|0.000314665158797|-0.00751406463125|-0.00693494640431|-0.000813784495479|-0.00611968704575|0.00374129939571|0.00598383688316|-0.0229391637595|-0.00930479369856|-0.00608327692886|-0.00342804774423|-0.0141704131704|0.00395205465917|-0.00888822681712|-0.00997318965079|-0.00505349252857|0.000445003219489|-0.0119208410821|-0.0320767554647|0.00597221584647|-0.0278436070221@0.0128935370702
HON,"October 11, 2016",370|6,A1,-0.0103335352477|0.0223120820064|0.0075122496447|-0.00670513443775|0.00299218421398|0.00347833404922|0.00529539949653|0.00581998651665|-0.00446593540094|0.00355636493785|0.000450251625622|0.00676486684799|-0.00402790804484|0.00102480961148|0.00226275539146|-0.00745159808366|0.00214175699527|0.00337176794374|-0.0759487684845|-0.00278505293085|-0.00385002693783|0.0155694184088|0.00963978219319|0.00722406960437|-0.00682329063318@0.00636731189122
BBBY,"April 7, 2016",1,A1,-0.00688305391636|-0.0215286524678|-0.00133601294943|-0.0106894156268|-0.0172283141496|0.00290029159163|-0.0112769295079|0.019868649021|-0.0028396561598|-0.00551761504815|-0.0097349401443|-0.00143666714863|-0.00507280401749|-0.000943219566994|-0.00271154802964|0.00230949814849|-0.0083943262018|-0.00293339540251|0.0028681791638|-0.0140062243336|0.0119468577582|-0.0439022755297|-0.0113951141234|0.0081467859942|0.00813643677058@0.0158628955618
INTC,"July 9, 2015",141,A1,0.000475388970478|-0.00475758369755|-0.00757344879507|0.00680520897183|-0.000800961101617|0.00624143961454|-0.00207678616397|-0.00483613357571|-0.00237955543883|-0.00755065771808|0.00304212129277|0.00536766146031|-0.0318301591624|0.00715983465828|-0.00317188490437|-0.0201368615695|0.0124657596269|-0.0145647336958|-0.0145426911984|0.00836651654577|-0.0232820710063|-0.0101470217197|0.00270745190441|-0.00991244560595|0.000502953037177@0.0102280723159
EA,"April 6, 2017",3,A1,-0.00309648883396|0.00409026574219|0.00716823948604|0.00118066828408|-0.000695697366165|-0.0161127278585|-0.00859308822392|-0.00697339544316|-0.00425301303186|-0.000290110645774|-0.00364428193467|0.005954877221|-0.00590048518587|0.00140578041719|-0.00280888561503|0.000870985839758|-0.0097319537222|-0.00640693779577|-0.00118882808976|-0.0110574043583|-0.00245299616967|-0.000286146165216|-0.00295949436184|0.00842476400418|0.0026146023119@0.0102772343579
MT,"May 16, 2017",193,A1,-0.0131799155415|0.0317823589229|0.0105806651339|0.0337991670802|-0.0111362061732|-0.00879532892763|-0.00534808387361|-0.0207249968653|0.0202169806881|0.00405760725122|0.00546633310799|-0.0329834407445|0.000873254900488|0.0317405203626|-0.0177510386505|0.0110073630979|0.0135334273433|-0.00212104432716|-0.0548885622849|0.0123110353807|0.0308298446721|0.043288964625|-0.0302718605289|0.0148714553204|-0.0138636850837@0.018219106064
WDC,"January 10, 2014",66,A1,0.00214286735039|0.0194379897995|0.00318581784574|0.0218395007606|0.0274132273528|-0.0457075554276|0.00266469098551|-0.00285937083134|-0.00965229944704|-0.000587607818728|-0.0023035941757|-0.00246000515437|0.0101252338334|-0.00424949680975|0.00332057252537|0.00810313689095|0.00112382216691|0.0222722544947|0.00901697149472|-0.0179981891479|0.00200417589299|0.0147719811901|0.0190340553284|0.00319283645975|0.00258821881537@0.015100142564
CSCO,"March 6, 2015",2,A1,0.0118553141181|0.000374187889061|-0.00191566715078|0.00382682690571|-0.0221875460536|0.0809000993279|-0.00548387172229|-0.00649573449835|0.00490937789188|-0.00667993316162|0.00419893913957|-0.000345618254136|-0.00343489503714|-0.00518305516802|0.0139634251876|-0.011834623326|0.0165451200988|-0.0195685510419|-0.00484672162122|-0.00304575258874|-0.00236524105377|0.0102659719803|-0.0120121997883|-0.0132912003842|-0.012082622501@0.00785857642481
AAPL,"May 9, 2017",4,A1,-0.0031749051075|-0.0108440182206|0.00468194460954|0.000509968861323|-0.00549774492952|-0.00250849419327|-0.00300594374813|0.00220463162535|0.000972278275928|-0.00375151716984|-0.00152339315109|-0.0065438547084|-0.00149002361043|8.3997133019e-05|0.0160949508026|0.00457560739022|-0.00305738450897|-0.0062331524867|0.0108015753084|0.0256730325921|0.00605660463981|-0.00805562089675|0.00951902966758|0.0143683859447|-0.00994415489831@0.00412521149069
