Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
FB,"January 7, 2016",2|231,A1,0.0126384243286|-0.0123678177842|0.0016807611773|-0.0130535411032|0.0156753494019|-0.0160140647036|0.00165045640855|0.00866301219609|-0.0037792064919|-0.00546807904051|-0.00634071396652|-0.0254316852402|0.00234318566691|0.007964624742|-0.00267860059462|-0.00498661750763|-0.00673546189555|-0.0110095826366|-0.000153920299585|0.0133595692372|-0.0262434195032|0.00312097664221|-0.00249631361755|0.0066366916676|-0.0152162922929@0.01458846365
MSFT,"May 22, 2015",74,A1,0.0992084319871|0.00852205506295|0.0223385236499|0.00311290902205|0.00149522356646|-0.00682974149267|-0.00931046718558|-0.00205969699276|-0.0229716801563|0.00744666352857|0.0130841651504|-0.00229118223233|0.00378977827269|0.00745983814984|0.015726103647|-0.00783649465755|-0.00687876615467|-0.000523560698082|0.00230741654369|-0.00406370476609|-0.00731634106222|0.00407540676061|0.0155262808589|-0.000705777901161|-0.00560988043985@0.0108305023839
ITW,"July 9, 2015",141,A1,0.00701741284161|-4.31195630721e-05|-0.00170627762129|-0.00520138394249|-0.00487011576781|-0.00133491423527|-0.00099049339731|-0.000723216402355|0.00483692546956|-0.00432015737623|0.0188828113386|-0.0086606341851|0.00527679760894|0.0117757963094|0.00246329163196|0.00951127606137|0.0019780371108|0.00157739247233|0.00142032897884|0.000716359608399|-0.00167501318012|-0.00573195449147|0.000723979720752|-0.000691240056195|-0.00553996070064@0.00717850276599
USB,"August 8, 2016",4,A1,0.00114892655822|-0.000232967426254|0.000157398617434|0.0081511049156|0.0182523424606|-0.00312132096028|0.00453869147592|-0.00497851231864|0.00418944735696|0.00193895075498|-0.000409488800996|0.000284613062701|0.0034079343768|0.0009627405317|0.000779660071173|-0.0095631728978|0.00408752641943|0.0135377899353|-0.00294972885432|0.0114516038804|0.00109328585313|-0.00247196936876|-0.00326049843202|0.00184476793612|7.74858633448e-05@0.00649807671171
CRDS,"June 6, 2017",91|260|385,A1,ERROR
AMGN,"July 5, 2016",92,A1,0.00268388789484|-0.0080558909545|-0.00729356719946|-0.00460284520385|-0.00117344080611|-0.00123816960589|0.00318943087466|-0.0039718634094|0.00123977244455|-0.0121356090956|0.0018790749442|-0.00943635097425|0.00603308008389|0.00449869873815|0.000937098213606|0.00774199799141|0.00926922790023|-0.00465344966201|0.00113416307971|0.0134330219565|0.00919535934548|0.00694940175383|0.00582405697704|0.0146818234579|-0.00768204457891@0.00777057251484
IPXL,"September 7, 2012",2,A1,0.00269526931454|0.0204551011837|0.00100944383238|0.0235476233879|-0.0173756911884|-0.00289748758957|0.00554825829298|0.0083469365288|-0.0061628341792|0.000159867078416|0.00434953741586|-0.000825892009225|0.00411217378393|0.00479969396026|-0.00310640769927|0.0101437303289|-0.00932953645558|0.0106401867933|0.04410630698|-0.0118753662353|-0.0228493652054|-0.00615081429109|0.0128747065108|0.00733265708052|-0.0264962507127@0.0312126354694
HPQ,"June 23, 2015",1,A1,-0.0269828782807|-0.000177805090219|-0.00257065160185|0.000281379525031|0.00800515250013|0.00466153788015|-0.00113027620043|-0.00904158017698|-0.00945113342033|0.00600782871655|-0.00333154929202|-0.00514099192406|-0.0161337523129|0.00618674764402|-0.0165464527405|-0.00891243818151|0.0153532086282|-0.017270239565|-0.00328261310286|-0.00975441226112|-0.00324831154376|0.00622608502933|-0.00681002720713|-0.0219301657563|0.00814558215476@0.0095304568882
RHT,"June 23, 2015",1,A1,-0.0109097684422|0.00874114268336|-0.00760631687633|-0.00135519839442|-0.00792865761564|0.0112341233696|0.00261046146937|-0.00340220818071|0.0130285210536|0.00953010941009|-0.010575790761|0.0048083158976|-0.000159716487222|0.00173091647411|0.00961990957569|-0.00540787373469|-0.00391759858993|-0.00441435393749|0.0141381452343|-0.00123682769088|0.00184612293128|-0.00788699358163|0.0104186136442|-0.0203042316458|-0.00998024170067@0.00708397548137
RHT,"July 9, 2015",141,A1,0.00137543560979|-0.00199243121993|0.00190266456332|0.00916848768988|-0.00764851773162|-0.00545566388109|-0.00755749261382|0.0137151216566|-0.00341735238834|0.000474992361287|-0.00778785429345|0.00973740878428|-0.021510206548|-0.00732478340327|0.00362753098443|0.0124575367229|-0.00817088213567|-0.00144614361637|-0.00352341144066|0.00381415753047|0.0141276924878|0.00389765056275|0.0018167717821|0.00928088663211|-0.00776984763775@0.00708667992617
WDC,"January 9, 2015",2,A1,0.0111585660408|-0.000163773002261|-0.0059484707345|0.00373218679287|-0.00144061043863|0.0085451922185|0.0103032059281|0.00667092853742|-0.00365108040193|-0.0120812655125|-0.00372162136101|-0.00577502152564|-0.00390381478268|0.00125613615517|-0.00502252064055|-0.00376643762042|0.00549974850287|-0.0137146798451|-0.00112285200837|-0.00145133417317|0.0237561921252|-0.0100588199369|-0.00728502762676|-0.000634318553258|-0.0295956211016@0.0131653164781
NVS,"June 12, 2015",143,A1,-0.000889788584042|-0.00374220690233|-0.0015960823992|-0.00320311156575|-0.00317130520109|0.00802649101495|-0.00738055605376|-0.00869343560937|0.00500135406478|0.00713352135303|-0.008716101599|0.00196661868674|-0.00324797212067|0.00319565609314|0.00232359276239|-0.0146845409772|0.00570251777046|-0.00982242993393|0.00602585248443|-0.00344484519493|-0.00157682534713|-0.0131555286153|0.00370919225819|-0.00398664773545|-0.00822775598308@0.00963574241629
CSCO,"August 29, 2013",146,A1,0.00191925518138|0.00900551498779|0.00438615440287|-0.000870906196574|-0.002310960448|0.00138487351341|-0.00716271207057|0.010678330339|-0.00420012401943|0.00480432835935|-0.0656306930485|-0.00743856343403|0.00346325534235|-0.00282130388625|-0.00704117686544|-0.0104490788311|-0.0100127122063|0.000226281389941|-0.00410684683573|-0.0051556850932|-0.00243230461162|-0.00491363829832|0.00267671182127|0.00493778546117|-0.00556852151568@0.00789170455525
CSCO,"June 6, 2017",91|260,A1,ERROR
HON,"March 14, 2016",6,A1,-0.00363496699875|-0.00472846256602|-0.00711052999722|0.00552631487313|0.00612206972161|-0.0362067994346|0.00208484953442|-0.00976078584566|-0.00548482848037|-0.0106961922399|-0.0102851307103|0.0182003971543|-0.000551474335898|0.00808312435614|-0.00356444636542|-0.00895721092675|0.0103301988362|0.00562796352125|-0.00790018727377|-0.0119300149347|-0.00531746183306|0.00138206761697|-0.00265072029439|0.00799386580877|0.00385922832278@0.00925143770435
AMGN,"December 5, 2014",86,A1,0.000527316645407|-0.00456831642175|0.0142907780089|-0.00812574887379|-0.00409798467813|-0.0109101142834|-0.022866471008|0.00569795990105|0.00847647992995|0.00213895793038|-0.0048640841855|-0.00941701575972|0.00177393742727|-0.0134677827792|0.00891644000039|0.00398527285812|0.0139564310958|0.00530659176018|-0.0152798110727|-0.0101201005293|0.011078567162|0.02102238778|-0.0148421743024|-0.00348294603681|-0.00565438391321@0.0081087063265
CAMT,"February 3, 2016",2,A1,-0.0118285327167|-0.0203863941038|-0.0163200017082|-0.00242952650573|-0.0387226626659|-0.0380060296606|0.0191009935989|-0.00941548753643|0.00666339682513|-0.019847378728|-0.0375751951515|0.00643589919751|0.0456207626801|-0.0130730609052|0.0524556894431|0.0288581869257|-0.0205409458639|0.00342077025406|0.0083982631536|0.0419054439651|0.00552016532078|-0.0235658928446|0.0369382888187|-0.0932773838574|-0.025738169154@0.0198967135424
INTC,"July 7, 2014",27,A1,0.0154444946103|-0.00892479401093|0.0128817297453|-0.00687576137118|0.00830243611385|0.0647166703582|0.00519262027698|-0.00313712633976|-0.00564517839609|0.00559673390734|0.00314605027669|0.00246590498926|0.0152212061683|0.00977818126494|-0.00142338319714|0.00443074128464|0.000675956670521|-0.0018480230278|0.000355110540821|0.00221165250661|0.000627818098674|-0.00108945246483|0.000668417026861|0.0164773216136|-0.000269499243379@0.00519164866778
NTAP,"June 6, 2017",91|385,A1,ERROR
OSTK,"May 15, 2013",5,A1,0.0103868124662|0.320435196994|0.170626101674|0.00114050242385|-0.00123642514012|0.043790081926|0.044684508123|0.00410417295932|-0.0019101198724|-0.000536358918482|0.0499439865027|0.0523240574089|-0.0222699262064|0.0955370366295|-0.0286367205942|0.0423294871223|0.00416035657147|-0.000898219684174|0.0303329474021|0.00839163734487|-0.0571951428519|0.000867554077192|-0.014557334675|0.0545907929638|-0.0279629339832@0.0206001488104
NOK,"January 10, 2014",66,A1,-0.0132197248888|-0.00234830758622|-0.0263797873117|-0.0233180414897|-0.0134169759221|0.0192928803282|-7.92951690313e-05|-0.00179619376477|-0.014017653221|-0.00207961578156|-0.00347110141774|0.0171549160191|-0.0127379290775|0.00427534428384|-0.01237696141|0.00725730982607|-0.00155127470506|-0.010039281713|0.00413749935372|-0.012547066243|0.00810052422955|-0.0108467499749|-0.0239424972096|-0.00524014938111|-0.00875180898143@0.0258343734289
AMZN,"May 23, 2017",29,A1,ERROR
COST,"March 19, 2013",13,A1,-0.00930548925742|0.00305514778491|0.00153773797127|-0.00401109306785|0.00643132616399|-0.0125010799169|0.00163561385788|0.00728259976048|-0.00166433191898|0.0148824134449|-0.0106615630259|-0.00696512352039|-0.00739904645657|0.00663576565065|-0.00922834637454|0.0146851883369|-0.00446119768251|-0.00968454838135|-0.0101804874633|0.00421464150597|0.00636681689099|0.00314721107535|0.0118703305977|0.00810786106375|0.00712272426644@0.0063696833088
AMZN,"December 30, 2014",11|81,A1,-0.0304115043144|-0.00298591056257|-0.032230809084|0.00392922779928|-0.0134533562104|-0.0119490573189|0.0211316577436|-0.0059946436781|0.00221606327481|0.0155316216831|0.00348331859786|-0.0280772448633|-0.00225466296758|-0.0232937522958|0.00521937800898|0.0195605079061|-0.000361111523402|-0.00916620044286|0.0186428500305|0.00995911167757|0.00066324996848|0.0103744889859|-0.00383522098056|-0.00340417324407|-0.0133234125296@0.0201988665055
FB,"July 9, 2015",141,A1,0.00596241866575|-0.00603059995023|0.00726554692821|-0.00319440835882|-0.000313128970852|0.00886225088587|0.00313235926388|0.00226134128554|0.022416182265|0.0373593689416|0.0215594607763|-0.00452228893129|0.0023823342242|0.00154630107458|-0.00101734152587|0.00553987504679|0.00726568885359|0.00817307600623|-0.00940450576885|0.00373902013546|0.00235085430632|0.0107760540702|0.012934156411|-0.00799641338557|0.00310114612188@0.0114232121071
PHG,"December 11, 2014",9,A1,0.00854683090113|0.0108466896377|-0.000640826943995|0.00461405427126|0.0136698252501|0.0100129142524|-0.00909549460916|0.010477665427|0.0176950766276|0.00457562231942|0.00321232637433|0.0207694836335|0.0126904450842|-0.0118514275276|0.00116661413581|-0.00679280599596|0.0048290170676|-0.000747590083348|0.004190416201|0.0123543271607|0.00440988638953|-0.00203484319495|-0.0111882501752|0.0220945399977|-0.0300458806516@0.0150574837246
MU,"March 12, 2015",8,A1,0.00248343562502|0.0201745491927|-0.00349520191787|0.0181746287244|0.000519533424706|-0.00453138745158|0.00334330833504|-0.0140200967903|-0.0189914073326|-0.0025383645508|0.0120225070894|0.0124916346411|0.014388619002|-0.0399653862239|-0.00112988834462|0.00429143109748|0.000351197606506|0.00488142486184|-0.00661242575381|0.0189541080724|-0.00874107618592|0.0397368602922|-0.0220679990715|-0.0200746459244|0.00521382193683@0.0167977230489
JNJ,"July 9, 2015",141,A1,-0.00371683588445|0.000716128322685|-0.00240864688398|-0.00514189969141|0.00402962106355|0.00223579602878|0.00723498422861|-0.00121893264786|-0.00226866341268|-0.00382816269116|0.00173487607568|0.000433481007367|0.00529036860921|-0.00147363221146|-0.00418854919021|0.00323188634485|0.000386862135066|-6.14909647174e-05|0.00172404624219|0.00296838467199|0.00473707409547|0.000386190595004|-0.00228343104025|-0.00878581526988|0.00657515545165@0.00426664876495
WMT,"April 16, 2013",334,A1,-0.00296031517556|0.00244396725338|0.0047487353986|0.00318297507616|0.0126618692293|0.00779624348216|-0.00400288106446|-0.000776819229455|-0.00102092730834|0.0080820029062|0.00563160964442|0.00141280128292|0.000689607328897|0.00272234289964|0.00909064999608|0.00889501887698|-0.0136472496341|0.00367257029684|0.00956172635662|0.00389419815969|-0.00195745494716|0.000662105994314|-0.0166629958153|0.0114311951234|-0.00613001535028@0.00865145981691
AAPL,"December 15, 2015",68|344|42,A1,0.00360677209192|-0.00369430044641|0.0179910428744|0.0133414606555|0.00131850030047|-0.0121218614596|0.00842587953769|-0.0070603009109|-0.00282941836443|0.00762887459216|-0.0160978432151|-0.000491835773369|0.00246966238423|0.016531156363|-0.001237890756|0.00521711773364|-0.0157890772263|0.00258295723345|-0.00969493886274|-0.0104275584593|-0.0265977565782|-0.00450178247756|-0.00857336144653|-0.0123983763802|0.00530415755206@0.014476087406
JNPR,"October 6, 2016",2,A1,0.00997616967381|0.0498865668379|-0.0257861329906|0.00454213992086|0.00426978040486|-0.00923883593851|-0.0126607213718|0.0129930208075|-0.0123027978988|0.0234612434184|-0.00543107595114|0.0123329602207|0.0166063972506|0.00105525548931|-0.016270754841|0.0153099782337|-0.00365379591407|0.00771973116316|0.0217316612907|0.0137366769467|-0.0136676041792|0.0217153255424|-0.0220337640675|0.0079159712177|-0.0216926224493@0.0155816082357
AAPL,"January 27, 2017",1,A1,0.00418145007602|0.00158429030511|-0.00316900553683|-0.0017363713343|-0.00431815050827|0.00738212324045|0.00982103145607|0.013484053721|0.0026669011541|0.00470681160394|-0.000467398854937|-0.00198122324573|0.0125813959396|-0.000232130667951|0.00294625671615|0.00049094671259|0.00445889256716|-0.00449109662236|0.010396863386|0.00300762745627|0.00302723810947|0.00412553323302|-0.000573822373166|0.0605286058595|-0.000590783608406@0.0111260107755
SHPG,"October 13, 2016",10,A1,ERROR
LPL,"June 23, 2014",12,A1,-0.0222938752144|0.00266073560566|0.0056849595674|-0.013450838112|-0.0526896007082|-0.00758907945518|0.00527678186618|-0.00419038615497|-0.0107493043293|-0.000132003801989|0.0377140718507|0.0476323146306|-0.00233957121677|-0.00209538124443|-0.00528254420764|-0.0147565573891|0.0313882020338|-0.00243586156431|0.0209862437599|-0.0294842301304|-0.0119061869145|0.0331146498761|0.00399939939463|-0.00089460468868|0.0166840163437@0.0127686293587
MON,"May 9, 2014",79,A1,-0.00687699982966|-0.00789371397264|-0.0107361574445|-0.00144383068649|0.00988880329916|0.00317812877542|-0.00406762692832|-0.00989901341417|0.00371784205316|-0.0148220616616|-0.00223824625021|0.00356476817176|-0.00122304103487|0.000409855673704|-0.00388371764617|0.0189983478002|0.0223408471258|-0.00086050660291|0.0130575562469|7.69642018381e-05|-0.002085860247|-0.00385261181653|0.00779238274575|0.00450014281419|-0.00714689915987@0.0103866317037
ABBV,"April 8, 2015",1,A1,0.0376435659961|0.0226487632582|0.00775649436693|0.0151567821416|0.00173244139225|0.0201021022287|-0.0125031663581|0.0339844499736|-0.0228740551271|0.00944033641687|0.000137287613945|0.0056575919039|-0.00760837489192|0.00762886433095|-0.00529125176353|0.024696582163|-0.0141215338525|-0.00274717768638|0.00407182789125|0.0232508398697|0.00585180676524|0.0228034304803|0.0231982804747|0.00771774344021|0.0101060112936@0.0195210806473
AAPL,"July 17, 2014",6,A1,-0.0118020692509|-0.00986269470478|-0.017733683503|-0.00576745570675|-0.00493721250811|-0.00905804740871|0.00150177922359|0.00456282785652|0.00560333261067|-0.00588484698327|-0.00670129164691|-0.00449399498369|0.0188754424922|-0.00491626187158|-0.00948735246733|-0.00472127806129|-0.00475913099422|0.00235193758805|-0.015025275017|-0.0147693932542|-0.0111966947427|-0.00159290898112|-0.00844384287788|-0.0015058741512|0.0182056138401@0.0169246250445
TWTR,"February 26, 2014",50,A1,0.0372183569472|-0.0406555348034|0.0653855449337|-0.00353726269723|-0.0282205332871|0.0119671113688|-0.019414260445|-0.273573768243|0.0848932915159|-0.0370998497377|0.0205621005853|0.0393964759431|-0.0131891279561|0.0109714677047|0.00160032085931|-0.0677101531399|0.0145492794414|-0.0266041423591|-0.00853350011498|-0.0278871203397|0.00386075722888|-0.008173138111|-0.0251526367669|-0.043141112269|0.0145823954416@0.0524810531644
LH,"July 26, 2016",83,A1,-0.0214712651918|-0.00493476438565|0.0109872929694|-0.00277611986413|0.0054926163364|-0.00062327141401|0.00465166938871|-0.00056827964922|0.0145035510816|-0.00137031320761|-0.000441843282251|-0.00344792897566|-0.00143955285921|-0.00106050253827|-0.00099377903859|0.00246703921526|0.00598135511501|-0.000284214158858|0.00296781052602|-0.00631059951332|-0.000100027126843|-0.00318890502|0.00488863436548|0.00555555278313|6.67401177856e-05@0.00532331841639
AAPL,"May 11, 2017",66,A1,0.00471500769058|0.000833726063706|-0.0072724954505|-0.00266736943382|-0.00332196040236|0.000527671196743|0.000841214563849|-0.00581593580509|-0.00288504654616|-0.00702560375364|-0.00217258271122|-0.000185288981414|0.0151827405781|0.00395620424195|-0.00345890768739|-0.00696152278171|0.00969612718013|0.0251280456489|0.00561444975399|-0.00886893150171|0.00923099955121|0.0140294042174|-0.0112656544398|-0.00225129704144|-0.0139646125059@0.0042874017609
COF,"May 17, 2016",1|435,A1,0.0128064732689|0.0360780500041|0.00156526684993|0.0131801014033|-0.00263875355939|0.0125770326688|-0.023163803026|0.00420318280493|-0.0025252173013|0.0055893535603|-0.00580036424526|-0.0211214025578|-0.00561770304662|0.000105534399946|0.0038157182124|0.00396270406092|0.00622373196668|-0.0068071402956|0.0069257887817|-0.0055378656076|0.0108396040847|0.0324179573685|0.00140865234799|-0.00243121718549|0.000392561176913@0.00841101267805
IBM,"May 26, 2017",18,A1,ERROR
HPQ,"August 10, 2015",5|210,A1,-0.00808616473783|-0.010555638355|0.00221608623163|-0.0123692076622|0.00145869430716|0.00448461227039|0.0137660682453|0.00788100529405|0.0237549430935|0.00110887294519|-0.00920109805077|-0.0118338782743|-0.0050853133891|0.0123667409285|0.000695971338757|-0.0103215036161|-0.00420706224941|0.0161824505026|0.00671042234854|-0.0200684415001|0.0149614101789|-0.0178804783849|-0.00682229681376|-0.0189510425184|0.00688279271787@0.0117854071497
BIG,"January 17, 2014",7,A1,-0.00412347805538|-0.0144353387685|0.00795285971315|0.00184068323982|-0.00122363888754|0.00419407776116|0.00691626973621|-0.00267438869376|0.00218211396884|-0.000512222307129|0.0020008320922|-0.0220907540992|0.00240731098012|0.0111178349661|-0.0361128006065|-0.0048770225518|-0.016096039054|-0.00256289352978|0.000723662130131|-0.0512842832788|-0.0182543097392|0.00811565142666|-0.0180046209017|0.00464751479287|-0.00082175983868@0.0107190603035
AXP,"February 12, 2013",6,A1,0.000387619207254|-0.00803285129099|-0.0020421175093|-0.00516260624679|-0.0183277034838|-0.0123226464616|-0.00964253738068|0.00606892076344|-0.00283470908982|-0.0057914443969|0.00210553949178|0.00250970349638|-0.00591097300159|0.00711734552908|0.00446085958029|0.00961945781134|-0.00235790291905|0.0273579066829|-0.0116236540944|0.00324312297156|0.00180140741099|-0.00245992636595|0.00293345665574|-0.00903806381162|0.00122192144344@0.00799365365185
NVDA,"February 8, 2013",4,A1,-0.00407593167073|-0.000978202527659|0.000327785377261|-0.0181355780489|0.00985300729395|0.00861406716483|-0.00772454687843|-0.00862934657708|0.000971738448405|0.00532501796266|0.0140183565099|0.0175482336173|-0.0241701515512|0.00211290588848|-0.00230794880074|0.00137104326509|-0.00749926296724|0.0153539859277|-0.00804743382564|-0.00239941412123|0.00266551141806|0.0120166526966|-0.0071240753345|-0.00491648949579|0.0285580429299@0.0156560049704
YHOO,"June 20, 2014",197,A1,0.00672214326753|0.00247386498658|-0.00870018988911|-0.00565329413583|-0.00590115729945|-0.00844837171648|0.00613846913738|-0.00273862748494|0.000111932359727|-0.00637299330748|0.01920027254|0.00341350882031|0.00963993934458|0.0191177588909|0.0226824198748|-0.000185033563768|-0.0588577044981|-0.0148905538302|0.000452884053129|-0.00761287940503|-0.0205445037504|-0.00900724111792|0.0114072698767|-0.0147581380234|0.0162959542591@0.0214605082614
EBAY,"January 18, 2017",371|5,A1,0.00534694022333|-0.00387911363009|-0.00239206123472|0.0139007840661|0.0152005383315|0.0132890485634|0.018510445415|0.0101534910278|0.00609379344235|0.00192773603807|0.00174697698739|-0.00374011609089|0.0162169240949|0.0361379745759|0.0014684629957|-0.00959477397414|0.00833738996577|0.00815180818804|0.00178401988821|0.011473049167|0.00717177095032|0.0225138673979|-0.000664689224971|-0.00189997925526|-0.0109573212906@0.0222688422935
HPQ,"March 14, 2017",4,A1,0.0147744305616|-0.00196609009743|-0.0100389566185|0.000300054839605|0.00229657964253|0.00507838090598|0.00844750040253|0.0846514875649|0.00371232645996|0.000434187004679|-0.00914684579364|-0.00382313839024|-0.00489534126849|0.00356615532181|0.0120737837919|0.00554252120056|0.0084657058264|0.00318338259008|-0.000750119822788|0.00775683696743|0.00740041693883|-0.00446223677478|0.010283941451|0.0003115510351|0.00443122256018@0.0117442459069
BDX,"July 7, 2014",59,A1,-0.000175821248853|0.00800503077328|-0.00744011193014|-0.000151252794623|-0.00087771928782|-0.0074905030996|0.00417037525333|-0.00665390254064|-0.000224603972566|-0.00253481462853|-0.000477806660212|0.000520052260321|0.00042583165203|0.00724389570196|0.00423442576938|-0.0023376628254|-0.0104785199432|0.00643451621687|-0.000167912409788|-0.00233049139805|0.00387241823956|0.00220083021648|-0.00661740192035|-0.00148272042934|0.00287136985905@0.00712747698832
AMZN,"February 26, 2014",50,A1,0.0135251085012|-0.0155022222486|0.0350856192789|-0.110118504155|-0.0095617459144|-0.00338050346133|-0.00330969669327|0.007538025157|0.00336031332566|-0.00316483811602|-0.0105616634662|-0.0363001411978|0.0160700135229|-0.00643001435856|-0.0122464429352|-0.0106106410545|-0.000349524270639|-0.00785016146775|0.00749094362797|0.0184118591424|0.00360994159936|-0.00561933723291|0.00206840436184|0.00133097135987|-0.00529580839567@0.00879005183055
SEAC,"October 10, 2013",65,A1,0.014462620013|0.00904682338165|-0.0137256299685|0.0162113535602|-0.0145735195685|0.0125910484043|1.28480084438e-05|0.0102260924959|0.027588334684|-0.0196737252877|0.0345504989635|-0.00686846864317|0.00454469820364|0.00495891011582|0.00874387170208|0.129354823175|-0.0121489840823|-0.0144767929096|0.00700686703999|0.0145883548704|-0.00835914312187|0.0101813737304|0.0249462792342|0.0199572205561|-0.00842459079032@0.0103665696857
BSX,"February 12, 2013",6,A1,-0.00789877413187|0.0268808809907|-0.0113088903824|0.0168941390014|0.00947634394398|0.0168873438888|-0.00352373711183|-0.00531084358457|-0.00398488625911|-0.00115103169058|0.0289053146388|0.0303015453755|0.0215745663051|0.011684599726|-0.0177904862897|0.0184433327524|-0.00408461834302|-0.00365957239965|0.000966573114918|-0.0111295274606|-0.00881247138959|-0.0215048009299|0.0077389444183|0.000162427491243|-0.0137966505972@0.0118778937903
CTXS,"July 15, 2015",5,A1,0.00019052897369|-0.00505934128321|0.00121539260937|-0.000569199508211|0.0034935124825|0.0216889689004|-0.00913983180696|0.000708088347353|-0.00947060561846|-0.00198643228466|0.00330682369593|-0.0173667997903|0.00290050208442|-0.00987444298449|-0.00991862377978|0.00366718520067|0.0126965820137|-0.00550823537855|0.00546202929044|0.007343419832|-0.0150305357014|0.0013659185939|-0.010658535695|-0.00603540982454|0.00636694554377@0.0100542377373
NOK,"July 18, 2013",6,A1,-0.00103383457847|0.000293854625833|0.0212968982116|-0.03250024915|0.00374922207588|0.0112426234755|-0.0313197764648|-0.0204424029083|0.0261734323031|-0.0108214695563|0.0222743484307|0.0303254600237|0.00682678266366|0.0156809856832|-0.0226148601528|0.00864797337051|-0.0178489449966|-0.0119472806872|-0.0315822297921|0.00569910589509|-0.00775235270384|-0.00645787073269|-0.0216009796855|0.00496909886045|0.00545731607714@0.0232346430143
NOK,"February 18, 2015",9,A1,0.012312502679|0.000411996898401|0.00685511922489|0.00864814721666|0.0102548746548|0.0132084058935|-0.00347481503495|-0.0265028781653|-0.00815603039418|-0.0114408292852|0.0215945086407|-0.0198328162265|0.00739304482734|-0.0196308755096|-0.0105657261942|0.0201720446541|0.00825364437126|0.00750787251087|0.00231238950185|0.000868542170983|-0.00151620465431|0.000468423616612|-0.000687259615875|-0.0125235159585|0.00222740386272@0.0115095343784
SNA,"October 14, 2014",33,A1,-0.0047724442241|-0.00822613270303|-0.00333386689082|-0.0107225880784|0.000747355364314|-0.000588649077482|-0.000758346452733|0.000162252634188|0.000179694232736|-0.000821474845594|0.000692494120409|-0.00535766915235|-0.000995813232531|0.0081458543267|0.00130353168437|-0.00385257723616|-0.004379491213|0.00391307119296|-0.00387747944809|-0.002517672069|0.0107767794484|0.00658515173928|0.0629734802859|-0.00940378419207|0.00520521370409@0.00484132470238
BSX,"April 4, 2017",557|152,A1,-0.0170883510935|-0.00381218535333|0.00221063037981|-0.00619324757139|-0.00083040984896|-0.0185260361005|0.00602098575027|-0.0201833776939|0.000326255680884|-0.0069019189177|-0.0183894955821|0.000930825936601|-0.00608050046778|-0.00229223564609|0.00538772365947|0.00160006650359|-0.00437339554456|-0.014819873492|0.0114744930386|-0.00340839723363|-0.0165545818618|-0.0142746617128|0.00301302170302|-0.00321423619424|-0.0101468908125@0.0153673324424
WILN,"December 11, 2012",6,A1,0.0497990094933|-0.0298224312149|0.00192941410856|-0.0093763024429|-0.0382972462708|-0.0106849053681|-0.0226184852661|-0.00602238183217|-0.0167055582475|-0.0261619172171|0.0607834912424|-0.0259563242244|-0.00545552859341|0.0302204743747|0.00863278436215|-0.0156215807599|0.0353177222308|-0.0611230172502|0.00265906872594|-0.0061456348269|-0.0944624187919|0.0443216451489|-0.0108190717161|0.0286328084675|-0.0143336584692@0.0150552994788
IBM,"April 7, 2017",2,A1,-0.00218047973383|-0.00997312655571|-0.00121946643769|-0.0114909438064|0.00883894007608|-0.00852757297589|-2.62639878847e-05|0.00351019442608|0.000701703084122|-0.000117880534397|-0.00643626002497|-0.000741190615392|-0.00610960270759|-0.00602819491689|-0.00591852941892|0.00278229079749|0.00252854936319|-0.00228409246005|-0.00749018927094|-0.00750119789187|-0.00220338439065|-0.00782380291656|-0.00382697105167|0.00412294406846|-0.000432108674391@0.00749804916181
IBM,"February 8, 2016",5,A1,-0.000320791681268|0.0100365752914|-0.0109848570751|0.00891344603448|-0.0028877306658|-0.00315191571666|-0.0172334606911|-0.0393304155465|0.00232034337276|-0.0230965189757|0.00939140993662|-0.00939195625353|-0.00449190916239|0.00446171254477|-0.00240831401882|-0.000486208067625|0.000278170029422|0.00775722542131|0.0206462495001|0.0236762102875|0.00900476608726|-0.0243711639876|-0.0321187470605|-0.0087960099814|0.00686209353976@0.0046091493046
LLNW,"February 1, 2016",27,A1,-0.0714801318|-0.0206417881775|-0.0127636465664|0.0426045187753|-0.0363614545153|-0.0370340206117|-0.0300898488012|-0.0147317951314|0.00610859314054|0.0874912742689|-0.063089990971|0.0165245339778|-0.0841033403621|0.0923298071256|0.0340200545586|-0.00871680623684|0.0254298183971|-0.0162900967246|0.00891223308548|0.0106512954481|0.0084006160169|-0.0508695926138|-0.0343126332933|-0.000310783466372|-0.0113554051747@0.0364286114697
ADBE,"February 9, 2016",61,A1,0.0146432048938|-0.00375761936558|0.00282745691043|0.00110059223574|0.0098029047214|-0.00280314773164|-0.00471038145518|-0.0058847029134|-0.000843541529613|-0.021135021652|-0.0120178309029|-0.0161436464779|-0.0101283901383|0.030670232147|0.00390706585651|-0.00486937183674|-0.00644725613191|-0.0218169872526|-0.0718207153425|-0.0454351824577|-0.0164720545432|0.0214605193528|0.00161727589019|0.0035403230891|0.0122834204532@0.0139244086833
