Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_BS"
AAPL,"May 11, 2017",66,A1,0.00471500769058|0.000833726063706|-0.0072724954505|-0.00266736943382|-0.00332196040236|0.000527671196743|0.000841214563849|-0.00581593580509|-0.00288504654616|-0.00702560375364|-0.00217258271122|-0.000185288981414|0.0151827405781|0.00395620424195|-0.00345890768739|-0.00696152278171|0.00969612718013|0.0251280456489|0.00561444975399|-0.00886893150171|0.00923099955121|0.0140294042174|-0.0112656544398|-0.00225129704144|-0.0139646125059@0.0042874017609@0.00607264943216|-0.00470542588522|-0.00203363947601|-0.00111674224482|-0.00203469729431|0.00218774892662|-0.00697765612669|-0.00251599860741|-0.00185640783133|0.00186991729733|0.00117833470891|-6.33581399683e-05|0.00320377014477|-0.00137594099049|0.00307869041281|-0.00334442315948|-0.00577184399281|-0.00290792984304|-0.00209484873936|0.00131785606434|-0.00201394150199|0.00216230264183|-0.00472229142797|0.00989695925129|0.00252382485685|0.00643192171456|-0.00412758024895|-0.00299554130069|0.00106884391446|0.00966544744463
AMZN,"February 10, 2017",2,A1,0.0247364133146|0.00168721305935|-0.000569344817042|-0.00521193485277|0.0108307755927|-0.00611697871538|0.0185267675327|-0.00489916120061|0.00224811609437|0.00693212855233|0.00076317682371|0.00723989180723|-0.00638713150547|0.0117445219644|0.00961546047069|-0.0474362557883|0.00205287581309|0.00770415646268|0.00811392429031|-0.00753578018808|0.00164059544973|0.00228884110466|-0.00601979636181|-0.000673346133425|0.0051280667626@0.0107628059975@-0.0270688041817|0.0199543167451|0.00975471270723|0.00515075408278|0.0110397806264|0.0131368924772|0.00485932638566|-0.00590984266474|-0.00499777444469|-0.0067747056843|-0.00750334480582|-0.0094040383044|-0.000417683240497|-0.00363200965338|0.0156748487198|0.00276195622608|-0.0156895834784|-0.00691713273473|-0.00802011734146|-0.00718292809918|0.00757642867987|0.0105177071794|-0.0163086399136|0.00128673774536|0.00842283987882|0.00120191662562|0.0063242396073|-0.000441668037533|-0.00854673856928|0.011152553467
AAPL,"May 17, 2016",1|265,A1,-0.0108247620988|-0.00105225573068|-0.0070632458726|-0.00480782915182|-0.00587769512376|-0.0106607503292|-0.0689348782132|-0.0231515471355|-0.00771469929851|-0.0117830106537|0.0237933938487|-0.00641267144221|-0.0059216527019|-0.0116495614089|-0.00221500424767|-0.00879913653545|-0.00158918325265|-0.026121322205|0.00948378974835|0.0236557138558|0.00401322889822|0.00899272225341|-0.0020903650229|0.00182369316481|0.0120491362917@0.00846982948588@-0.0090620409139|-0.0110481384616|0.00772663298225|-0.00837372105411|0.0019982712003|0.00426055556707|0.0114980365559|-0.00477747488725|0.00107583830297|0.00915180612777|-0.0140677337542|0.00164431299373|-0.00655950514624|-0.00244911518252|-0.00883779650571|0.00187353207298|0.0196087263737|0.00483302278656|-0.0105811517338|-0.00521780402689|-0.00371058525481|0.00613855354776|-0.000378112022156|-0.00592725879747|-0.0072653535172|0.0112703048244|0.0104586632409|-0.00462924489932|-0.000349994476993|0.0116967740579
BBY,"January 15, 2014",6,A1,0.024800608751|-0.00393316787822|-0.00216796911072|-0.00913785128217|-0.0460193576467|0.0200455061475|-0.0088547312726|0.0169194529064|-0.0174722246594|0.000116649192838|-0.0060256889769|0.0328664339129|0.00854365027172|-0.0237520701815|-0.0312279850473|-0.0105984671457|-0.00526880772781|0.00748187465326|-0.00270561878192|-0.00624439917264|0.0102449175693|-0.330975420554|-0.0838619784166|0.00137903898332|0.0639938282436@0.0270789777304@-0.0021046129981|6.66166719642e-05|0.00203306745803|-0.00174084225858|0.00366238574506|-0.00183826449356|0.00397434755357|-0.00244794019139|0.00645348233177|0.00951475761063|0.00354987275434|0.00705163770143|0.0262061714707|-0.0581050562177|0.001941094103|0.0215047648104|0.0479170375987|-0.00597331410664|-0.00236339639693|-0.0182477259662|0.00603776263276|0.00583471901936|-0.109292957107|0.00648378131165|0.00181780937847|0.00449996691443|0.0143831320946|0.000715905797265|0.00019983623299|0.0282659605453
WDC,"January 9, 2015",2,A1,0.0111585660408|-0.000163773002261|-0.0059484707345|0.00373218679287|-0.00144061043863|0.0085451922185|0.0103032059281|0.00667092853742|-0.00365108040193|-0.0120812655125|-0.00372162136101|-0.00577502152564|-0.00390381478268|0.00125613615517|-0.00502252064055|-0.00376643762042|0.00549974850287|-0.0137146798451|-0.00112285200837|-0.00145133417317|0.0237561921252|-0.0100588199369|-0.00728502762676|-0.000634318553258|-0.0295956211016@0.0131653164781@-0.0106565908704|-0.00321437717532|0.00466812548887|-0.000681935689169|-0.00159604479908|0.00767211917244|-0.00948278208303|-0.000409984654179|0.00130179734491|0.0133892344345|-0.0135167575131|0.0284873775267|-0.0154901436703|0.0179855360968|0.021351669173|-0.00544998704883|0.00361843932309|-0.0407298361204|-0.0047362512443|-0.0061245606364|-0.010141193634|0.00628273087523|-0.0011699000398|0.00369840538423|-0.00133748681356|0.0101133891321|-0.00489795825854|0.0145168907572|-0.00869544197361|0.00524551751511
ADBE,"December 4, 2014",28,A1,-0.00306243291008|0.00622465824114|-0.00649131463576|-0.0013246831103|0.000402126996467|-0.000678488289155|0.00452176156573|-0.00272818902262|-0.0196123107684|0.00571967681935|0.00399624317922|-0.0060935436624|0.00652699860249|-0.00363220574346|0.0137550484462|0.0116464241019|0.0144265698082|0.012837759119|-0.01129025759|-0.00770534251084|0.00136418750638|-0.00920893008767|0.00665372789942|-0.00388801175806|0.000828592706119@0.014714386004@-0.00484902895002|0.00140177467233|-0.00980749159163|-0.00714734445913|-0.00250246664442|-0.049835849879|0.00316425806886|-0.0112674668512|0.0168894996436|0.0188487516771|0.00868423398602|0.00600011633376|-5.6541186271e-05|0.0169488087271|0.00519014329063|-0.0026160292363|-0.0055378486263|0.00579193042272|-0.00722158480893|-0.00131241676435|0.00709259492838|-0.00412575562031|-0.0183676612152|-3.23096132245e-05|-0.0134702733258|0.0329104563827|0.013773138696|0.0109275264515|-0.00965938914015|0.000186224631467
ACTG,"December 3, 2013",18,A1,0.0101332059277|-0.0110840192861|0.0269328443737|0.00718576249105|0.00642107885272|0.0122538121469|-0.00385902198747|0.00810255969736|0.00388601215892|0.0592523602683|0.0316225667815|0.00874233505306|-0.0256722456657|0.0276876161403|0.0108053923247|-0.00205977290382|0.0257081332513|0.0126034032635|0.0106128600472|0.00334056069342|-0.0467303715619|-0.038086832847|0.0322863328144|0.0324698432024|-0.0397529623257@0.0476823039047@0.0256782425075|0.0272161916562|0.0155106599427|-0.00146116704864|0.0124526703812|-0.00453032145245|0.0273457440144|0.00705771063652|0.0189800995107|0.00647856056239|0.0224913998756|0.0118610259717|-0.0109468301497|0.0264381552937|0.00928039309677|0.039055819801|-0.00180984852399|0.00239640206544|-0.011702924633|0.0146857516457|-0.0211171595983|-0.0366056045509|0.0121874382091|0.00360251924614|0.0274709710651|0.00928643162383|0.0103060740033|0.0293529850477|-0.0439984713724|-0.226962918827
FIS,"October 13, 2016",8|349,A1,-0.00466275644721|-0.0166766969018|0.00983170889386|0.00805661322274|-0.00669272828306|-0.00290321959822|0.000103356944317|0.00617803278847|0.00328696618312|-0.0130912493811|0.00496659403316|-0.0070631172625|0.00059959671463|-0.000524715355974|-0.000530379863554|0.0166806967248|-0.00496839285276|-0.00963422305193|0.00233930770534|0.00688851470392|-0.0080159141945|0.000939637660733|-0.00564022194608|-0.00618576459176|0.0010454385771@0.00828384488@0.0052569054442|0.00159927300767|-0.00402307832587|0.00150036243549|0.0358253036873|-4.47962774359e-05|-0.00737277830118|-0.0129595306823|-0.00385805766056|-0.00236469341447|-0.00820094396299|-0.00103432692758|0.00255742802964|0.00229450047888|0.0026427701241|0.00374602737961|0.00197632021198|-0.00538327425319|-0.00344473317472|-0.00968192334273|0.000399707034783|-0.00218093730824|0.0015516950521|0.00227387790537|0.00397202568048|-0.00102601632395|0.000763070835488|0.000412471023654|-0.00822564136053|0.00302899298504
MSFT,"December 4, 2014",28,A1,-0.000766111945433|0.0132430028833|-0.000992316198765|0.00114442596158|-0.00104380947497|-7.37767013229e-05|0.016065889913|-0.000380812903173|-0.0026558328689|-0.0145911260035|-0.00833952872402|0.00836851042318|-0.0206174948366|-0.0109244517952|-0.00116918068529|0.00340656982586|0.00424355334798|0.0254559478632|-0.010311386967|-0.0118654978365|0.0174864507252|-0.0100372244813|-0.00663985827705|-0.00100688885872|0.0047811138588@0.00791521946701@-0.00216669230682|0.00257821873884|0.000949219716635|-0.00850841322748|0.00292142927887|-0.00620779416308|-0.00226503862306|0.0193979285094|-0.000161634396657|-0.00346625542641|0.00250945834289|-0.00282803522632|-0.000728698601128|0.00328314957181|0.0018644013265|0.00647509638345|-0.00272521872336|-0.00509230043842|0.00187788360578|0.0064560250338|0.00734365081657|0.00382707766897|-0.0265852815382|0.011188047742|0.000535401848981|-0.00329138492903|-0.00965509931743|0.00740627497522|-0.000515129857781|-0.00441628678455
AAPL,"December 11, 2014",6,A1,0.0129423325331|0.0109368867165|0.00970103789075|-0.00429969379259|0.00564725005014|-0.00756377909667|0.0105594120167|-0.00549840556186|0.0137879346684|-0.0101281750038|0.00746924276774|-0.00073600964883|-0.0287657021602|-0.0117019644247|0.0057393322526|-0.00486481457976|-0.00778778308872|-0.0188819561145|0.0137373918596|-0.0066843769527|-0.00957280563354|-0.00444442020931|-0.00960832972946|-0.00856818025186|0.00504302487947@0.0111175955722@0.00383886013524|-0.00478923047768|-0.00943514058493|0.00592128674988|0.0186297798857|-0.0178012203248|-0.0262692608183|0.0198045787464|-0.00679118992393|0.00668921663442|-0.00546174111878|0.00503364046642|-0.0147413482475|-0.00100455041522|0.00319745184872|0.00285018330705|0.0181852825985|0.00541769946854|0.00370143988227|-0.0141319480507|-0.00826689253608|-0.0144959158714|0.00189215680246|0.0103980656432|0.00705072584192|0.00943721666274|0.00522455728205|-0.00526047383728|-0.00186591965121|0.00304268990234
AAPL,"August 1, 2016",271,A1,1.67269516801e-05|-0.00261506619788|-0.00143759582631|0.00413793801137|-0.00870510751263|-0.00141445782075|-0.00390547615904|-0.00631351634419|0.0129547424577|0.000515846895057|0.00694373404751|0.00067426838839|-0.00428001635368|-0.00212394847952|-0.0132934457273|-0.0114003578386|-0.00819274705765|0.0632608396737|0.0113950102489|-0.0037472352757|0.0175780946138|-0.00893455074989|0.00858308141072|0.00423775859961|0.00570230523322@0.00974173447681@-0.00466077616308|-0.0102439106014|-0.000915705742123|-0.0070659171985|-0.000674652347554|-0.0248421729911|0.0104226467207|0.025293343506|0.00492856111527|0.0102719597231|-0.000952762960169|0.00332887925961|0.0132660444113|0.000746506403557|0.00948705475492|0.00679748096567|-0.00592187191588|-0.00368526472795|-0.0170770075748|-0.0115487653571|0.00440056025711|0.00107219148687|0.00160271807443|-0.0051406716685|0.0077924492288|0.000981586811569|-0.00782495631213|0.00250948373402|-0.00261674292277|0.000269712030262
MSFT,"April 7, 2017",2,A1,0.00019422793559|-0.0039004289898|-0.00169759116982|-0.00170239218895|-0.000236607510851|0.00484740229981|0.0016940684293|-0.000962652390834|0.0107132772085|-0.00171750916575|0.00216858986501|0.00255820902368|-0.00296495967358|0.00190448771986|0.00102250459497|0.00403174635085|-0.00343610654223|0.00213033323375|-0.000323087130067|0.000249399443191|-5.3174447507e-05|-0.00286489922796|8.04392497942e-05|-0.00043196685943|0.000783570517036@0.00735713209646@0.00670912063853|-0.00732392992605|-0.000494191331651|-8.24067360175e-06|-0.00234252690181|-0.000353662023178|0.00401240726632|0.00547118243697|0.00366019825186|-0.00445310020409|0.00995103015904|0.0243697735948|-0.00508019849398|-0.00743155485854|-0.0171086079269|-0.00709870468508|0.00246532920806|0.000692450645216|-0.00344464081127|-0.00256734280482|0.00648728981118|-0.00417839161739|0.00675963344562|0.000443458802131|-0.00487129416743|0.000418941529345|0.000189757987521|-0.00684748353204|-0.0014146900895|0.00338798627077
MSFT,"November 8, 2013",2,A1,0.002442189598|0.00409505738974|0.0108154693054|-0.0139611232538|-0.00072313172751|-0.00772153187628|0.000813539399112|-0.0193881439479|-0.0176218966617|-0.00553827277754|0.0519073314643|-0.00655817632591|-0.00840707724615|0.00717655891491|0.000121446107462|0.000260199867084|0.0068621338739|0.0235142850109|0.034470907954|-0.00112024306217|-0.0102433908735|-0.00523386478147|-0.00341968389285|0.0106543972541|-0.010222377052@0.018853731249@0.00118720199069|0.00472260887396|-0.00446881022445|0.000849759031767|0.00788358808529|0.012413803578|0.0659110673276|-0.0124572938163|-0.00494175585982|-0.0118963397836|0.013860069865|-0.00025597205323|-0.0525090308291|-0.0324199267118|-0.000680660721453|-0.00317047933211|0.00367369056167|0.0130856214168|0.00663719304491|0.00201927373191|0.0074092754629|-0.0145842558221|-0.00189827441804|-0.00340611822051|0.0118065242149|-0.0162866915762|0.00463676520434|-0.00575043734678|0.00570529640299|0.00292430792266
AMZN,"September 23, 2016",79,A1,0.00125422508755|0.0120157605322|-0.000993579550392|-0.00571541223193|0.00172352141228|0.000208447484489|-0.001413990354|0.0179673869665|-0.00720416188686|-0.00113165724527|-0.0213040627961|0.00648330676287|-0.00856260492075|-0.00138562862311|0.00491312559317|0.0115541695899|-0.00615695288449|0.00489545646249|0.00522432161039|0.0141575193439|0.00221055941016|-0.00606904180492|0.0164231747082|0.0113479175363|0.00298793218706@0.00759052614311@0.00117423254881|-0.00798571792371|0.0113107367009|0.00504359075246|0.00850983281947|-0.00278684208264|0.00387808130178|0.00731438773167|-0.012472578439|-0.00908689104476|-0.00620147880006|-0.00883917253357|-0.00206707493338|0.00406724377835|0.00415550862638|-0.00162555407783|-0.00318480858692|-0.0074661016333|-0.00733269701437|0.000297753604766|0.0192002524705|0.00578230076899|0.0104215764954|-0.00802602814723|-0.010873703254|0.00592575940932|0.0013437583236|-0.000630462669737|0.000334744019722|-0.000180648211681
INTC,"January 14, 2014",4,A1,-0.00719654103218|0.00405282885589|0.0100498848452|0.0125902232605|0.000234127223647|-0.00552403596045|0.00818632286506|0.00353926665786|0.0085360480437|-0.00373688956367|0.00992622043311|0.00236967471363|-0.00232234301971|-0.000179474785374|-0.0111137293776|0.00261877124756|-0.00622674552869|-0.00487065529196|0.00763298292827|0.00467813465112|0.034356861331|0.00386195100643|-0.00419285770759|-0.0243953192865|-0.0112236408417@0.0135771436541@0.0065358580746|-0.00440789594485|0.0109426852556|-0.00522946950059|-0.0116181788117|0.000406577595866|0.0173529458956|0.00439850075944|0.00441467813224|0.0014473255386|0.000125064125979|-0.00661758964192|-0.00424164193766|0.00128370986146|0.00707881941573|-0.00229779780074|-0.00433392155277|0.00338149343232|0.0117051640736|0.00366251895188|-0.010558586723|0.00360174984988|0.00489143061737|0.00512355051933|-0.00420877784242|0.023623795148|-0.0574021232886|-0.00447671002213|-0.00419888912541|0.00961571494441
ALG,"May 26, 2016",217|231,A1,-0.00314358143396|0.00352376745043|-0.00522046931202|-0.0230833131438|-0.000551709122637|0.0134513639248|0.003354865628|-0.0163074065206|0.0104688313204|-0.00594643758573|-0.00861310323049|-0.0125560753403|0.01378197767|-0.0234693588304|0.00852440884862|0.0651205021934|-0.00294824878828|0.00520608668707|0.0301478455552|-0.00215319507442|-0.00790601622964|0.00449101706839|0.0119843172463|-0.00540733330265|-0.00207552260085@0.0216255430783@-0.00576494052035|0.0213092171106|0.0867721505692|0.000951176927672|0.00547000506364|-0.0142652373509|-0.0162718993778|-0.00422534738278|-0.015105242905|-0.0131599363911|0.0054030659333|0.00351503866124|-0.00875729288864|-0.00324788902848|-0.00453367177162|-0.0201298748352|0.00566666457137|0.00971298385731|0.0070816818257|-0.0154660069204|-0.0168573764394|0.00953403165777|-0.0285389853092|0.0293476827292|-0.0296426976402|0.00150219713185|0.00357105258947|-0.00325806620366|-0.00505326347337|0.0144407798097
HON,"March 14, 2016",6,A1,-0.00363496699875|-0.00472846256602|-0.00711052999722|0.00552631487313|0.00612206972161|-0.0362067994346|0.00208484953442|-0.00976078584566|-0.00548482848037|-0.0106961922399|-0.0102851307103|0.0182003971543|-0.000551474335898|0.00808312435614|-0.00356444636542|-0.00895721092675|0.0103301988362|0.00562796352125|-0.00790018727377|-0.0119300149347|-0.00531746183306|0.00138206761697|-0.00265072029439|0.00799386580877|0.00385922832278@0.00925143770435@-0.0176089417082|0.0388188572242|-0.00340038745356|0.0117097682873|-0.00264765312229|0.00407837894172|-0.00668478453978|-0.00312022909616|-0.00257911122193|-0.00298383317701|-0.0030061642076|-0.000187637318135|0.00275282120701|0.00460070115329|-0.000328535692077|-0.00706471290547|0.00127246753473|-0.00294549902829|-0.00240749120319|0.00271126979813|-0.00162438624896|0.00509165616083|-0.00247087003676|-5.54879725007e-06|-0.00398502329358|-0.00970189902505|-0.000166697827021|0.00522367158533|-0.00658784178408|0.00324765579381
HPQ,"December 2, 2015",47,A1,0.0292078699948|-0.00660167740653|-0.00499909025318|-0.00206291647941|0.00187914575807|0.0150953132572|-0.00918077711159|-0.026998216732|-0.000807324486888|-0.000713145174418|-0.00420979383619|0.00707677382284|0.0121519537713|0.0149444613994|0.0135909619078|0.0268513443686|-0.146581332573|-0.00368781828576|-0.000204038464256|0.00401520218749|-0.0509834214015|0.0344651427172|-0.010271036647|0.00399486207167|0.0118970778179@0.0175734228975@-0.00910361310072|0.00502979267518|-0.00413207616075|-0.0121813639131|0.000745531204843|-0.0129096400603|0.0382234449691|-0.0291621871169|-0.0172207107458|-0.0101286015964|-0.0137716170382|-0.00411491261924|-0.00437839344778|-0.00949058564044|0.0143512750942|0.00264497816501|0.0150821780214|-0.0133520792138|0.00948589341155|0.0196392075408|0.034169982245|-0.00977374453184|0.0297483341568|0.00348368696026|-0.00105676463911|0.00568981215475|0.0126534311878|-0.0413788087251|-0.00245275265087|0.00366030341375
AMGN,"December 5, 2014",86,A1,0.000527316645407|-0.00456831642175|0.0142907780089|-0.00812574887379|-0.00409798467813|-0.0109101142834|-0.022866471008|0.00569795990105|0.00847647992995|0.00213895793038|-0.0048640841855|-0.00941701575972|0.00177393742727|-0.0134677827792|0.00891644000039|0.00398527285812|0.0139564310958|0.00530659176018|-0.0152798110727|-0.0101201005293|0.011078567162|0.02102238778|-0.0148421743024|-0.00348294603681|-0.00565438391321@0.0081087063265@-0.00590350086953|-0.00199562994522|-0.000958410957169|-0.00350432991976|0.00532533259423|-0.000920012322777|0.0125865688799|-0.00435454781225|-0.00503879610219|-0.0026947752615|0.00361995560875|-0.00527390924117|-0.00706119713661|0.00392357317122|0.00508386109775|-0.0145710688722|-0.00410028467592|-0.0120730692718|0.00800534183278|0.00194994033165|0.00799385664643|0.0123629054813|-0.00728532433475|-0.015050547357|-0.00282150173033|-0.00483273601686|0.00519105359168|0.0117920005342|0.0161772811102|0.00442797094684
CAR,"February 26, 2014",50,A1,-0.0065795006673|-0.00765475538185|-0.0005060114959|-0.00646974078904|-0.0101549659559|0.0365566228699|-0.00476516094827|0.00546353652593|-0.0209298390338|0.00215272627961|-0.0201785237929|-0.0192787330599|-0.0117068258231|-0.0100150822322|2.75607332236e-06|0.0370164675991|0.073645641839|0.0285094015824|0.0136040531695|0.0111701759804|2.11623086742e-05|0.0124930990634|-0.0257279844371|0.00718749059664|0.00535260278697@0.00962832997345@0.00382825737101|0.00411597205625|0.00890274926513|-0.0204330883697|-0.00425415062777|0.00314279511818|-0.00421402636815|0.00758644950432|-0.00067315693216|-0.00528923879911|-0.00326748001365|0.0049070239163|0.0171782270924|-0.0116879549217|-0.0101462630746|-0.00471077959594|0.00753181759074|-0.000548431217974|-0.0100529382508|0.017195804327|-0.00467544921424|0.000842036825446|0.0120877254994|0.015728599727|3.12143737185e-05|-0.00896060888692|-0.019200225534|0.00463070593138|0.00156818642037|-0.00116377321198
TESO,"October 30, 2015",115,A1,0.0362435150821|0.0448257606332|0.0757371542358|-0.000105886782779|0.0430058908767|-0.00303071550568|-0.0941605666971|0.0157464811379|-0.000446204124584|0.020663623181|-0.0341108706091|-0.0122196217918|0.0443824613568|-0.0218361535444|-0.0001841512066|-0.00776637453061|-0.0251180381956|-0.0256079951489|0.0562689869802|-0.0251676632528|0.0139612123933|0.04421224305|0.0179247503801|0.0104800700935|-0.0787759832281@0.0253851968618@-0.0237120441794|-0.0116349468921|0.0326305651168|-0.00145926445268|0.00619867580845|-0.0363116866385|0.00615971963593|-0.012798473485|-0.0270856282823|-0.0293598065607|0.0179087982111|0.0215473086759|0.00287176294692|-0.000709411515583|-0.030479789559|0.0515673722777|0.0408678242236|0.0481888851809|0.00469754396295|-0.0184725447403|-0.00229349243368|-0.00193922872522|0.0070547794651|-0.0486256577042|-0.010910266303|-0.0281133642695|-0.00675165957596|0.007869391949|0.0245664069545|0.0185282309084
FB,"January 7, 2016",2|231,A1,0.0126384243286|-0.0123678177842|0.0016807611773|-0.0130535411032|0.0156753494019|-0.0160140647036|0.00165045640855|0.00866301219609|-0.0037792064919|-0.00546807904051|-0.00634071396652|-0.0254316852402|0.00234318566691|0.007964624742|-0.00267860059462|-0.00498661750763|-0.00673546189555|-0.0110095826366|-0.000153920299585|0.0133595692372|-0.0262434195032|0.00312097664221|-0.00249631361755|0.0066366916676|-0.0152162922929@0.01458846365@0.00658813116057|0.0023819980771|0.00163367092411|-0.000455798405158|0.00800349045442|0.00570429801525|-0.0168366205407|0.0048903156833|0.0039711168846|0.00949104253683|0.01487436892|-0.00173472249927|-0.0111267252029|0.00391741516952|-0.0265195305279|-0.00338765367344|-0.0135756989509|0.0133503669491|0.0432191672047|-0.0180253113347|0.0015859777308|0.00742581004883|0.0113342968023|0.00343451766949|-0.0289558844121|-0.0193191672938|0.00800927576948|0.00388792973356|-0.0163737542341|0.00260767734098
AMZN,"June 11, 2015",101,A1,-0.0137398288807|-0.00607092345629|-0.0199789558269|-0.0100250753489|-0.011656224918|0.00230335351136|0.0102043045332|-0.0096731326764|0.00664313552367|-0.003449227222|-0.0134786585608|0.0113602380444|-0.00277934239092|-0.00220543119964|0.00532435823852|-0.00502701038926|-0.0102636907752|-0.00306091085795|0.00107886067161|-0.00852831694774|-0.00331176624942|0.000156360162634|-0.0122783804748|-0.00314924778658|-0.00482172633685@0.0258524579343@-0.00336103111438|-0.0123047052778|-0.00231419509093|-0.0024238725607|-0.00996553326494|0.00156445253642|0.00897166657796|-0.010152376376|0.00162944012777|-0.0103609306337|0.00212441421971|-0.0036697879042|-0.00358011832775|-0.000627440348748|-0.00699242217191|0.00934728252759|-0.00400001504022|-0.0139179350899|0.00194964513649|0.000634391554991|-0.0145305150714|0.00334892004184|-0.0147256255946|0.0196390657829|0.00219553006772|-0.0143540689159|-0.00690753916696|0.125062977211|-0.0126202928618|-0.0296593809727
CSCO,"August 8, 2014",4,A1,0.000558051080494|-0.00533519259853|0.00607466717641|0.00966781866828|-0.0175011105082|0.00921475754671|-0.00524392881329|0.00159437228279|-0.0129517794543|0.00310234815517|0.00218120084099|-0.00461136581598|-0.0113182084661|-0.00582766434748|-0.0205688588732|-0.012209180181|0.00481161725627|-0.0117367083052|-0.00429731570442|-0.00611395899928|0.00530581455295|0.00553770552708|-0.00605083688141|-2.67405020728e-05|-0.028767890723@0.012665243931@-0.00541991056434|0.0546659456979|0.00546623248819|-0.00316044069451|-0.0128874702511|0.0129761987392|-0.00656337458411|0.00342243048128|0.00564047550915|0.00163714422428|-0.00783754907265|-0.00499083070043|0.00387142650927|-0.00682589330298|-0.00983344693458|0.00609151822109|0.00302712351995|-0.00382763511384|0.00531542055959|-0.00149712328506|-0.0187714590605|-0.000784114343574|-0.00954641465704|-0.00365736980858|0.00333911746613|0.000634350529565|0.00233206008445|-0.00800879483874|-0.0102734206851|0.00546580386711
EVBG,"August 30, 2013",51,A1,ERROR
CSCO,"June 6, 2017",91|260,A1,ERROR
ILMN,"July 17, 2015",9|11,A1,0.00286305223499|0.000739879621425|0.0018581764578|0.00140626123514|0.00441903611095|-0.00305586893503|-0.00524194457993|0.00381288482811|0.0167538213812|0.000426810830375|-0.00289165753691|0.00405033183394|-0.00251378643451|-0.0182423529536|0.0119823677691|-0.00479592594087|-0.00434798014924|0.0285423331596|-0.00156655740112|-0.00241122657|0.0357180110845|-0.000653807418891|-0.00708494908087|-0.0873161435717|0.016401801631@0.0151189714557@-0.0542996966159|0.00939718439801|-0.0195157568278|-0.0279705125661|-0.00108699773029|0.0149182195013|-0.00195671879318|0.023890819396|-0.0126523789017|-0.00204787378722|0.0115292151475|0.00633050124543|0.00993564568045|0.0130264282492|-0.000672536049271|0.00500701552509|-0.00935695783095|-0.00162049866348|0.00380672437136|0.00606536046927|-0.00120366743093|0.00124924832012|0.0107500429918|0.0114516221757|0.00934253203046|-0.00395040066109|-0.00638989278333|-0.00655569864966|-0.00125481260072|0.0138338403898
KMB,"July 10, 2014",2,A1,-0.00271336756199|-0.00641955298815|0.00420279313133|0.00255383853419|0.00091830088087|0.00635690262772|0.00971596234351|-0.00429883748659|-0.00633436874743|-0.000903139560188|-0.00271517961594|-0.00448887486586|0.00439177780308|-0.000945012021348|0.00107382908699|-0.000744363044776|0.00281744285749|0.00356242048759|0.00519167100648|0.00405310934558|-0.00083837806061|-0.00190256191412|0.00247855440013|0.00757651775423|0.00316510466504@0.00853879748474@0.00359124446458|4.59948004204e-05|0.0140084277888|0.00102144041107|-0.0150407918018|-0.0241794870369|0.00377484070615|0.00262767303931|0.00450178945755|0.0174210830774|-0.00212855571073|0.0096278384872|-0.00889946660837|-0.00113687299717|-0.00751121424925|-0.000641455214905|0.00847806881288|-0.00160677363197|0.000742048584342|-0.00799019942812|0.0097593185266|-0.000742839706505|0.000217086486568|0.0021693448662|-0.01291165969|0.000580834661293|0.00208596375117|0.000574132755707|0.00456547197638|-0.0030032865779
