Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
LEA,"December 20, 2016",8|279,A2,-0.00630740414277|0.00162904549162|-0.00797431129903|0.00874681507437|0.00320435098193|-0.00135674872165|-0.0173941914507|-0.00575088769156|-0.0020055896383|-0.0132324735746|0.00227039463649|0.0141016938699|-0.00718497856853|0.00191522049214|-0.0195942800472|0.0114709498709|0.00322861242517|-0.00883064604956|0.0137715634727|0.00320873551306|-0.00937236508671|-0.00255881746255|-0.0135139958317|0.00380441864506|0.00481329829128@0.0156022422073
YHOO,"May 31, 2016",83|418,A2,-0.0128077252574|0.00196917335013|0.00723281607102|0.0286942398868|0.00103046911936|-0.00536177658283|-0.00738267283056|0.00948279347608|-0.00505947741568|-0.00909677592161|0.0114109853508|0.00975109349968|-0.0050098839814|-0.00101572862757|-0.0315710675385|0.00324097595625|-0.000584862261572|-0.0623322098154|0.0321408830789|0.0184137543158|-0.00201021718444|-0.0434054921924|0.00555473276498|-0.0108670779016|-0.00150059963803@0.0110817849775
SPPI,"October 2, 2015",57,A2,-0.0263477991504|-0.0240675474214|0.00523664193876|-0.0068308666261|0.0267421537572|0.0145721121401|-0.0144982457213|0.00307771340021|0.00111749555258|0.00529933406109|-0.00545014143096|0.0134703008118|0.0185398896942|0.0121675918896|0.0114271221413|-0.0193734143367|-0.0443351294111|-0.0249557917834|-0.000540838494422|-0.0384398457294|0.0204183355214|0.000183013893179|-0.021282904843|0.00931398461034|0.0669895545068@0.0204129050724
WMT,"September 11, 2013",127,A3,-0.00687032871669|-0.00183035362227|-0.0182684912224|-0.00270892627231|-0.00804485635202|-0.00463803808615|0.00531268266857|-0.00565903329538|-0.00560269434895|-0.00411591116718|0.00326270731683|-0.00873451172552|-0.000355490292075|0.00301205392059|-0.00758448840322|-0.00411022705746|-0.00324257715475|-0.00204021461735|0.0056953135381|0.00059462488763|-0.00278372653075|-0.00323871951859|0.00432310159609|0.000636472817385|0.00218732064533@0.00636960355722
PFE,"April 9, 2015",17,A3,-0.00279670183982|-0.000108996488248|0.00491038193702|-0.000425083887993|-0.00662470725818|-0.00441646691739|-0.00778756823403|-0.00332651623884|0.0253021086747|-0.0119087204488|0.0121272832693|-0.00256255855964|0.00472269404972|0.00117450232131|0.00189577023704|-0.00873489471977|-0.00114905281512|-0.00371667518048|0.00302924623003|-0.00371864314694|0.00695855947109|0.00562925686133|-0.00603531681734|-0.00239559484671|0.000299507549033@0.00960064240177
MDCO,"April 6, 2017",262|34,A3,0.0321558082659|-0.0257731575517|-0.0189351403216|-0.00538591347764|-0.0123347153819|-0.0541347478559|-0.108802150632|0.0561117440661|0.0267531092716|0.000681571949113|-0.0201075826586|0.00192292534909|-0.0207439698954|-0.0171063131091|-0.0442266954577|-0.0437481244684|-0.0262505816155|0.0579754567365|-0.0226774270613|0.0158662584115|-0.0138036370907|0.0163534770375|0.00293162590708|0.00175055952495|0.012622209549@0.0362127948672
EBAY,"May 23, 2017",29,A3,ERROR
LPL,"June 23, 2014",12,A3,-0.0251684593139|-0.000432806538863|0.00535790547116|-0.0124340736796|-0.0508164663516|-0.00642070710497|0.00492742724467|-0.0058912861899|-0.016895787675|-0.00304202169681|0.0327709753665|0.0478904818107|-0.0019606408704|-0.00504528009798|-0.0048219509862|-0.0153730843948|0.0261410009673|-0.000923260095824|0.0211232601167|-0.0311017651975|-0.012044871987|0.0344520961791|0.00127761919344|-0.00152664999395|0.014297666562@0.0130683982971
IDCC,"February 12, 2016",126,A3,-0.0185839977082|-0.00301278837815|-0.0161740327279|0.0371102725784|-0.0710911573051|0.0187595421271|0.00599460015101|0.0203423404792|0.00438152730298|0.0180778645474|0.013865213372|-0.0121123327826|-0.00625524140107|0.00618808173644|-0.00292404910073|-0.00782761590506|0.0214671910991|-0.00188995374257|-0.000889256531235|0.00835747967783|0.0026125928097|0.0123587730867|-0.00238739964834|0.07053346799|-0.00220117137965@0.0133624315321
MSFT,"May 1, 2013",85,A3,0.00171337434242|-0.00117662039741|0.00875626117206|-0.00882293164501|0.0329483696856|0.0112055091904|-0.0487496883718|-0.00387336920979|0.0174421883019|-0.00299412226796|0.00687978450345|0.0056098361918|0.0254178071176|0.0306904242931|-0.0148986094511|0.0412084176317|0.00165210970469|-0.00347681433533|0.0195770106353|0.0127338795146|-0.00333144561101|0.00507719586456|0.0010849262698|0.00890881076875|-0.017179073822@0.00558853306741
MU,"November 16, 2015",39,A3,0.0351472040814|-0.131751255741|-0.00853302090248|-0.00153816726042|0.0138634444333|-0.0248814495457|0.0393146070292|-0.0560985989809|-0.0249400073815|0.0254038557701|-0.0144316138216|0.0198447732528|-0.0267716435639|-0.0643988546284|-0.0334109971474|-0.0204622972563|-0.0285591585091|0.0138261388525|0.0283264599173|-0.0205919340928|-0.0291730155059|0.0338725284494|-0.0108797074922|0.0212484285425|-0.0439158246292@0.0251793065609
EBAY,"February 7, 2017",15,A3,-0.0177910474081|-0.0161052183562|0.00405047689792|-0.00937429897083|-0.00931548881566|-0.0022002843329|7.46080511726e-05|0.0122169220771|-0.00767882875119|-0.0146059828964|-0.0148525240143|-0.00159046727518|0.0507731132194|0.0165963733576|-0.00914264629587|-0.0189434437947|0.00767377849664|-0.0116976963071|-0.00383036496062|-0.00257110289773|0.00525256806393|0.0167941381712|-0.0151653234225|0.00910531185321|-0.000600912339892@0.0123629673026
ITW,"July 9, 2015",141,A3,0.00426828119633|0.00173040985761|-0.00251172662392|-0.0031336983875|-0.00577626914832|0.00235424004536|0.00121887474558|0.00196433886285|0.00314880350131|-0.00626438269183|0.0201994708956|-0.00694763868928|0.00296201546103|0.0142663392308|0.00530600542744|0.0105835147564|0.00225269810314|0.007092507073|0.00304967809057|0.00296810616008|-0.00254722053883|-0.00359008441088|0.00127202461896|-0.00227683870045|-0.00358704422869@0.00718811317802
CTXS,"October 14, 2014",97,A3,-0.0065854931021|-0.00474505731985|0.0104206876667|-0.0137828952281|-0.012123960314|0.00237660499241|0.0101682856034|-0.0146846995316|-0.00178235936148|0.00665307962664|0.00626424775672|-0.0320507354465|-0.00371507095146|0.00314096199579|-0.0125076473938|-0.012862255569|-0.00377307747805|-0.000409050773785|-0.0217967516618|-0.0146419311491|-0.00349874502028|0.000210431080925|-0.0230559252257|0.00371986427195|0.00212985431021@0.0100683579723
TWTR,"May 10, 2013",46,A3,ERROR
AVP,"February 12, 2015",125,A3,-0.0193815923304|0.00384454960699|-0.0324494490732|0.0143306941981|0.0122373361109|0.117171631999|-0.0733967632862|0.0170027405864|-0.0213584906141|-0.0017836918433|0.014290074766|0.00288704602636|0.0372450191309|0.0542185220258|0.0122175100047|0.00364209222883|0.0042537871774|-0.00246624180371|-0.0130964339141|-0.00367991245971|0.00473165952122|0.042427249029|-0.000294907812907|0.00942197771529|-0.0317472363568@0.0189273661943
IPXL,"September 7, 2012",2,A3,0.000821741477102|0.019093202686|0.00125230041028|0.023413656089|-0.0167203837926|-0.000283143950197|0.00329395836991|-0.00210446403377|-0.0122975565687|0.00460598315861|0.0100079503446|-0.00196052490365|0.00668082183103|0.00625767798371|-0.00570855889914|0.0101000037022|-0.0110204413486|0.0138392457824|0.0378324273109|-0.020496515264|-0.0368710234862|-0.00424091615259|0.00347709698872|0.00268792273957|-0.0390286926143@0.0313648224466
HPQ,"June 23, 2015",1,A3,-0.0256250447847|0.00125790905546|-0.0024791172258|0.000824108784221|0.00972621555676|0.00282501290127|-0.000101310861469|-0.00669643155225|-0.0110142698949|0.00805133748105|-0.00590773706739|-0.00772340779968|-0.0142636938204|0.00577866502753|-0.0142433200408|-0.00970115449492|0.0186060915619|-0.0151630607528|-0.000180745515247|-0.0114746052582|-0.00478862758865|0.00787114403064|-0.00485808142289|-0.0239001126093|0.010976703273@0.00966628735493
LLNW,"September 17, 2015",112,A3,-0.0047653012838|-0.010512514345|-0.0469553752148|-0.0183714917658|-0.0221423871841|0.0158793597728|0.0204693675348|-0.0113546882192|-0.025965498553|-0.0139733983592|0.0566831030018|0.03418821405|-0.0388674453553|-0.00623067652032|-0.0193228471553|-0.0103700731402|-0.00394351445042|-0.0335667508647|0.0273692450735|-0.038197464168|-0.0658411485569|0.0107548436903|0.0272931271066|0.0230247853621|-0.025093783309@0.0261897174447
BCR,"January 13, 2015",158,A3,0.00263568220826|0.00206569239755|0.0154545096375|-0.00547606829982|-0.0130829438454|-0.0141772640288|-0.00341849790588|0.0107010940761|-0.0038648715049|-0.0107621277302|0.00809858643248|0.010199574337|-0.00438213932866|0.00780856291596|-6.65729716587e-05|0.0123854366019|0.0093335214806|0.00285674048984|-0.00171606680174|0.00837313331414|0.000732983140833|0.00530317137384|0.0129070386325|-0.00838133483987|0.00258904805832@0.00888837841956
CME,"April 14, 2015",6,A3,0.0249110052477|-0.00545335438037|-0.0180985009694|0.0139942879732|-0.0125714836502|-0.0142197547811|-0.0124140463887|-0.0306355264341|0.0041272159792|-0.00202090741096|-0.00567933407927|-0.00737702845506|-0.00654633319701|-0.0252798552887|-0.0149081539638|-0.0167283433447|-0.00333542807197|0.000655254120433|0.0109878730013|-0.00569257413074|-0.0144176757693|-0.0109812415929|0.00325861281449|-0.0129224802516|0.00117868895248@0.0113170867708
GILD,"December 8, 2014",3,A3,-0.0033318940022|-0.00243944285687|0.00520311178785|-0.00863885459985|-0.0347159863453|-0.0221524283249|-0.0207369054107|0.0216701027686|-0.0178278904312|-0.0164616345476|-0.0111413863949|-0.003856804337|0.00578485138411|-0.0156507480585|-0.00915829378951|0.0126661718565|0.00950116924087|-0.0147708141576|0.00967619894694|0.0283729208251|0.0186194463867|0.0105719737308|0.00946632464935|-0.0147431335336|0.0194724298334@0.0148780449136
ABBV,"August 21, 2014",77,A3,-0.00790993343483|-0.0101002386291|0.0125379435286|-0.00422175015508|0.00430066935129|-5.42615151872e-05|0.00588575175969|0.00588186681186|0.00184763745261|-0.011059254602|0.0124936680139|-0.00680211617433|0.00506981390261|-0.00565151523001|0.00499773028701|0.00619108646511|-0.00638901330042|-0.00182147340107|0.0117557789836|-0.00574597283478|0.00150238145468|0.00418660579581|0.00643647007317|-0.00390556591516|0.000126886279917@0.0123414421607
WMT,"August 5, 2016",14,A3,0.00349402124692|0.012480089057|0.00825538856492|0.00215885836495|-0.00853868628706|0.00523683596381|-0.00592047048354|-0.0130947646719|-0.0153288839025|-0.00158353300543|-0.00565400771491|-0.000494188747165|0.0192067970149|8.6580533176e-05|-0.019756469671|-0.00798295262978|-0.00183166953597|-0.00981230552481|0.0137163971164|-0.00222063232972|0.0163009226011|0.00339741826692|-0.00674740973066|0.00251535409251|-0.00879783264747@0.018572167889
RTEC,"October 21, 2015",14,A3,-0.0018896601629|-0.0337467994059|-0.0154118321475|0.00426577892523|0.0291306863002|0.0157964960739|-0.0281869382585|0.0205101426185|-0.0283267399984|-0.0192106720407|-0.00439678691355|-0.00874158324914|0.00410144686116|0.015491722364|-0.0420522219915|0.01146438364|-0.0086981314051|-0.0103689502151|-0.00471834206075|0.000120793925341|-0.00730727160423|-0.0351099491334|0.00397837790433|-0.0194976521588|0.0157078812714@0.0338091449947
RHT,"June 23, 2015",1,A3,-0.0124132724597|0.00843772937561|-0.00741668639974|-0.00208075560967|-0.00837270382455|0.0113791933309|0.00119552612627|-0.00407473153041|0.0114137077599|0.00926011778246|-0.0100672988334|0.00593705244431|0.000350671267925|0.000460690406698|0.00897412837721|-0.00534975655887|-0.00580548018445|-0.0047792839691|0.0130484788405|-0.00204166348037|0.00216653021909|-0.00782122412078|0.00912793018907|-0.0189582788839|-0.0110112672757@0.00715908399032
AAPL,"February 7, 2017",15,A3,-0.00467148402999|0.00311720812914|0.00295982807375|-0.0176584305266|-0.00831371485437|-0.00169202068658|-0.00359144952707|-0.00581029110129|-0.00357243747368|-0.00576490203196|-0.00214397815765|0.00870413137073|-0.00150094969954|-0.0105844744105|-0.00912024312886|-0.010904717793|0.0537597064942|-0.0100516781095|0.0010283380804|0.00279446222156|-0.00121474415818|-0.00735527498676|-0.000840492690274|-0.00769240362305|0.00302952044901@0.00843775956053
RHT,"July 9, 2015",141,A3,0.000228516179084|-0.000897174415515|-0.0013812784953|0.00843580101386|-0.00877516104237|-0.00421188389494|-0.00811394010434|0.0107844589719|-0.00523357850694|-0.00165088391753|-0.00732250355962|0.0072808533833|-0.020916068084|-0.00593555532554|0.00112458726333|0.0173445159033|-0.00596538062197|-0.00139755864643|-0.000907735873885|0.00315044723211|0.0121550006463|0.00299168331621|0.00171710908023|0.0077870380949|-0.00319560460087@0.00692976200521
HPQ,"February 7, 2017",15,A3,-0.011013739404|-0.000742882302673|0.0151726562272|-0.000415392988424|-0.00248796325772|-0.00116725328076|-0.000806300861257|0.0277242622945|-0.0103741474756|0.00352885600259|0.0233975532953|-0.00728948945613|-0.022404136578|0.00673681453787|0.0163972122057|0.0173632168032|-0.00133419623258|0.0188476950993|-0.00549233560764|0.00703882715833|0.0157769846381|0.00894205298775|0.00129261839441|0.00258561203737|0.0165891592066@0.0196393979938
XLNX,"August 4, 2015",70,A3,-0.00845683985507|0.00135266374659|-0.0245511844304|-0.0196364131246|-0.00729490685782|0.00117265224022|-0.00814066144076|-0.0255152731443|0.000802907967788|-0.0173058555486|-0.00734000990567|-0.0111415868981|0.00899124847621|-0.0137773209114|0.00425000086907|0.00591773084345|-0.00286088031867|-0.000913753354044|0.00068729242596|0.00477780717351|0.00168889645579|0.0153445273012|0.0234451533224|0.00754505923148|0.00432166725034@0.00834083556092
XLNX,"October 9, 2015",2,A3,-0.00413630974311|0.0234895252904|-0.00956564433013|-0.00769955663969|-0.0101273613306|0.00482417379344|-0.0104513025937|-0.000121615437872|-0.00525214465429|0.0132167562909|0.00354210419393|0.000126983723143|0.00775908556263|0.00962327907329|-0.0159843614045|-0.010245487679|0.00230058077784|0.0132520358727|-0.00636084271932|0.00182051667001|-0.0105801015541|-0.00715266155378|0.00392113417326|0.0253654774355|-0.00411816919819@0.0115642299723
NOK,"December 4, 2014",122,A3,-0.0134181878933|-0.00648579443992|-0.023729843017|0.0143306734665|0.00700698631305|-0.0138279353192|0.0295933954223|-0.0540569190853|-0.0287008020559|0.0297210168805|-0.0218009140949|-0.000741750487027|0.0173981977232|0.0190392594113|1.67857546602e-06|0.00903384009828|0.0235927413881|0.00734868548372|-0.0103568741214|-0.0207701324022|-0.0103201887057|0.00959889151681|-0.00133793758989|-0.012314451445|0.0145869519231@0.011339574523
EBAY,"November 16, 2015",39,A3,0.000164564379416|-0.00472925847134|0.00131523806056|0.117331584054|0.0101377280712|0.00338700588351|0.0139720318064|-0.0227583075599|0.00197409795824|-0.00634317038527|0.00638263447535|0.00940670645524|0.0154760977051|0.000549470052859|-0.000420935122509|0.00256387790219|-0.00275095650755|-0.000730736769412|0.00249601648237|-0.00341239790417|-0.00222390361567|0.000581207003434|-0.00560262676461|0.00274251296361|0.00542877748231@0.0121432977588
MSFT,"December 4, 2014",122,A3,0.00303747906681|0.0115395927103|0.0011598178262|0.000481233197227|-0.00158968789666|9.05264407987e-05|0.0133439557967|-0.000332215923964|-0.00362108107824|-0.0141070612903|-0.011320121058|0.0106417798106|-0.0209262568629|-0.0101985007751|-0.00069851790538|0.00223036410151|-0.00140063914042|0.0260366520949|-0.00751223358553|-0.00901250202722|0.017578976999|-0.0073605820827|-0.00646345247777|0.00241506802978|0.00197344902383@0.00794722055037
MMM,"January 13, 2016",125,A3,0.00818625153218|-0.0778905759179|0.000262895115356|0.00813545483317|0.00736809035776|-0.00558879061663|-0.00288266494373|-0.00130396549386|0.00141550719553|0.000157575582337|0.0016742193445|-0.00178954850624|-0.00431361548339|-0.0204770781118|0.000224934331272|-0.0105261426622|-0.00627020137271|0.00244582237317|-0.00708796677364|-0.00371072248067|-0.000946675839237|0.00272362630552|0.00352735277755|-0.00983184100418|0.0136615376494@0.00713241011306
IPXL,"February 1, 2013",122,A3,0.0175111829356|0.00675169493943|0.00157504724101|0.0173718893358|0.0168875019045|-0.0162144173137|-0.00991417828296|0.00128582455869|0.00540648708636|-0.00630582285656|0.0147893752727|-0.0401258245974|-0.0765515749691|0.0213689900198|-0.00757524692405|0.0149268005582|-0.00277605196532|-0.0139957462522|0.00355328041138|0.0188199127366|0.0129346636658|0.00416380087764|-0.0301630975796|-0.00804536020107|0.00860634555028@0.0103810455388
NVS,"June 12, 2015",143,A3,-0.00160996859085|-0.00491268447434|-0.000366890621207|-0.00211343857722|-0.00340080133012|0.00763533192698|-0.00904380181364|-0.0109075170972|0.00572857980877|0.0079300811792|-0.00954095135985|0.00123502043029|-0.00175329937694|0.00408519532904|0.00107454184865|-0.0142371064628|0.00550769039352|-0.00983798119761|0.00836776535815|-0.00288610918782|-0.0022152187878|-0.0136126885987|0.00430277814473|-0.00780672126576|-0.00806522703158@0.0100219438621
LLNW,"October 9, 2015",2,A3,0.0101285201216|-0.0201360910493|0.0330644223294|-0.0319591735322|-0.0442512894078|0.0342627525842|0.0303107774332|0.0386371873519|-0.011545257731|0.0290626448999|-0.0735855226694|0.00711184890287|0.00106514748607|0.0499528773218|0.0148711714314|-0.0120373330948|0.0865387251321|0.0149605573128|0.00888698593546|0.00778622954486|-0.0281798262543|-0.00399295506481|0.00978440199961|0.0320697251818|0.0258205987599@0.0453170728326
HPQ,"August 4, 2015",70,A3,-0.00264394150538|0.0105830080952|-0.00344998285895|-0.00602525181773|-0.0125274735992|-0.0106739811847|-0.00378078951797|-0.0172367628887|-0.006530194956|-0.00410106397602|0.0150091044043|0.00908104430961|0.018933464198|-0.00416344179702|-0.00983913299252|-0.0169105764124|-0.00818338717039|0.010479734902|0.0024169028988|-0.01460456524|-0.0061346019626|0.0127086507942|0.00974311104644|-0.0239823808973|0.0161681360151@0.0129183779669
INTC,"November 16, 2015",39,A3,0.0136032225259|-0.00883062989211|-0.00394073218519|0.0087900198028|0.000977350614351|-0.0121098582131|-0.00712344440206|-0.00434468127474|-0.0266604944153|-0.00425554441789|-0.00415644604247|0.00035104703209|0.00207244416836|-0.008560662586|-0.00702764032956|-0.0116045840366|-0.0101532736592|-0.0134450451086|-0.00763975159521|-0.00329481343599|-0.0200676778149|0.0134205510078|-0.00264911317393|0.0294165376826|0.00537255568606@0.0102404627656
