Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
ILMN,"July 26, 2016",83,A2,0.00422237795338|-0.0217058474733|-0.00492171218046|0.00119106821368|-0.00559083772467|-0.00333781901903|0.00575238393897|-0.00882342288484|-0.0165183174604|-0.0209699519368|0.0527436233296|-0.0166665176696|0.00658183530144|0.00782906774386|0.00212731536254|0.000541781065529|0.0148205268188|-0.0041616803676|-0.0117234141608|0.00149300976482|-0.00891707285189|0.073626168457|0.0248633322251|-0.00287917143371|0.0240059965288@0.010498666509
NUVA,"August 9, 2016",34,A2,-0.0231786442159|0.012120901305|-0.00313659668778|-0.00758521034149|-0.00175313459322|0.00882278514902|0.00711683072526|-0.00662122008237|-0.0139729824702|0.00787068425686|-0.0103070669534|-0.0312970589857|0.0239481963733|8.93076587589e-05|0.0137569308206|-0.000301234341446|-0.00813647379734|-0.00416747299019|-0.0117781039664|-0.0127833927183|0.0106728639588|0.00267365224027|-0.0103906633953|0.00545427298208|0.00063374955058@0.0101868685784
NK,"May 3, 2017",83,A2,0.00572381545791|-0.00392420608998|0.0332224356119|-0.0258873967721|-0.0106485555177|0.042623730692|0.102004172699|0.0668006009505|-0.0230090100985|-0.00725067861005|-0.00954190731303|-0.000656946959954|0.0121568027827|-0.0495874818418|0.0450168827295|0.0571265081975|-0.0630661603009|-0.0473563086961|-0.0356342755399|0.0243624803045|0.00599795871972|0.0015935379852|0.0152853669732|0.007666549217|0.0706608803033@0.0296745921732
IGT,"March 13, 2013",22,A2,-0.0140500204316|-0.00326155267164|-0.00102750777365|-0.00855259925201|0.00866687804537|0.00896138340704|-0.00679805709405|-0.0080553392324|0.0199625349767|0.011586045085|0.00253054560557|-0.00471759001912|0.0183033714176|0.0194857358046|0.00784259365124|-0.00396349016301|-0.00345778779376|-0.00349436806336|0.0168846122198|-0.00206907852007|-0.00381618425791|-2.84315211004e-06|-0.0142863826932|0.0224397307771|-0.00549965463805@0.0110844298525
CSCO,"September 16, 2014",139,A2,-0.000457401318743|-0.0062248115872|-0.00486929929152|-0.00376367698527|-0.00556604408792|-0.00613868133368|0.00613186083743|-0.0034320433585|0.0010241261626|0.000142895348173|-0.00380500636957|0.00318031131453|-0.00353575046141|-0.00327990847565|0.00470311102684|0.00258468975722|-3.13250515488e-05|0.00691775013435|0.00285348242631|-0.0105092388326|-0.00350921269464|-0.00170581227751|-0.00685687091023|-0.00357174779255|-0.00160727975135@0.00463848861438
IBM,"March 27, 2017",20,A2,-0.00759117483802|-0.00332257428294|-0.0104341504655|0.00182072698336|-0.00691929301285|0.00511529426097|0.0022394782525|0.000286013472676|-0.015796212066|0.00110842464961|-0.00774364877128|-0.00146576246301|-0.00529719583474|0.0104218510016|-0.00287918742973|0.00636356124962|0.00356307877407|0.00261922643805|0.00262063497618|-0.00342149382511|0.00627909001813|-0.0114291937632|-0.00332507033497|-0.0084652908969|0.00887523358538@0.0073168737377
BONT,"February 10, 2015",97,A2,-0.0394852309803|-0.0428349797025|-0.0526996379857|-0.0219810862746|0.0683109464853|-0.133425842606|0.00935564477067|0.00628948908758|-0.0119137803588|-0.0207029678669|0.0376905690498|-0.0144252478464|0.0236984349714|0.00246531575555|0.0030126690627|0.0526173183613|0.00436433256417|0.0276777483746|0.0264071638977|0.0078037732791|-0.0039119930637|-0.0119993544233|0.0129475904362|0.00354493605452|0.00565695419497@0.0275942030826
DE,"May 26, 2016",217|231,A2,0.00041374875513|0.00650794354259|0.00280198986346|0.00683165652684|-0.00778112289071|-0.00562028685726|0.00102355241033|-0.000803329970332|0.0342670032721|0.00566372346559|0.010095102834|-0.0114430121074|0.0102200494365|0.00477513717813|-0.0125549755286|0.00469669234427|-0.0638561702317|0.0053487671937|0.0130871687685|0.00638917678322|0.00434925395164|0.00117297410156|0.0227412173938|0.00386478743901|0.0166748829665@0.0103111501833
EBAY,"October 2, 2013",209,A2,0.0138542097066|0.0199624581909|0.0186189063722|-0.0112364774991|0.0158678572829|0.0126781875511|-0.00974123127408|-0.00257920033009|0.000223499284593|0.0166725004738|-0.0179356109562|-0.0142528525431|0.0246187906838|-0.00277637276785|0.0151672818222|-0.000421776891966|0.0269820021087|-0.0122573091959|0.0113876182472|-0.00150373122746|-0.00783104978455|-0.00113613629944|0.0104529305112|-0.0114294496367|-0.00332139023533@0.0161569001083
ORCL,"April 3, 2015",203,A2,ERROR
MT,"May 16, 2017",193,A2,-0.0199374599253|0.0200850555706|0.0101488377572|0.0287850137931|-0.0100518687535|-0.0134876518707|-0.0128248978946|-0.0258340559828|0.0212735436029|0.00284296558614|0.00606358696063|-0.0275214384685|0.00176922318341|0.02930622853|-0.0140736493617|-0.00017886002102|0.0109610702566|-0.000799260625635|-0.0586243859231|0.0135988229235|0.0255346794558|0.0451294829483|-0.0331677737041|0.0184951065844|-0.0190114241919@0.0180260203206
WILN,"December 11, 2012",6,A2,0.049676741376|-0.0334230690387|-0.00156901626356|-0.0106517418121|-0.0395263820152|-0.0105280317335|-0.0233072452978|-0.00606972992837|-0.0178930996083|-0.0244338190686|0.0613386625291|-0.0295986758321|-0.00211983813358|0.0311667344366|0.0114281548816|-0.0142576977772|0.0372461692451|-0.0650097949283|0.000934109335249|-0.00463126069298|-0.093320408|0.0429531175917|-0.0116132457405|0.0316799368428|-0.0119544163119@0.0150052187405
ODP,"July 31, 2015",85,A2,0.0154730137738|0.00803617902591|-0.000299676770526|-0.0047485304416|-0.00411459989222|0.00217892748472|-0.000766874034131|0.000351839197998|-0.0232507382262|-0.00160193677845|-0.0333718477187|-0.0190616316516|0.041919283619|-0.0147033357589|-0.0302586433384|0.00412559587119|-0.031530631345|0.0131021290993|0.0271464906801|-0.00225709412631|0.00253065488081|-0.00767431109556|-0.0117527797548|0.00580593944846|-0.027828276541@0.00650137359247
ORCL,"November 17, 2016",14,A2,-0.0035164895673|-0.00347969275954|0.0050497366443|0.00366105622114|-0.00578021038202|-0.00655436539196|0.00230519420638|0.00766818154911|0.00687529514087|-0.00802095876452|0.0072335469502|0.0102107468643|-0.000759233356336|-0.00231729510248|0.00890478485501|0.00394701582284|0.016696047689|-0.00292047078491|-0.015791776352|0.0197495828759|0.010213549574|-0.00283232629959|-0.00870951731364|0.00623849950646|0.00365165557454@0.00934791852288
IBM,"February 8, 2016",5,A2,-0.00172570663003|0.00841291400485|-0.00699003972116|0.00358743492098|-0.000935180734442|-0.00374634701988|-0.0161334546712|-0.0357584729107|0.00231526902905|-0.021950331537|0.0139828758259|-0.0165090974345|-0.0145375137063|-0.00241991236152|-0.00479698552742|0.0023735120482|0.00101055089001|0.00503215687408|0.0168118564496|0.0124540129069|0.00339102861899|-0.0242363409586|-0.0318616949972|-0.00437799321049|0.000575310229175@0.00429155175135
MSFT,"December 16, 2015",14,A2,-0.012237087479|-0.00535380685629|-0.00169943366427|-0.00241844727172|-0.00230719581019|-0.00258364254831|-0.0134522982371|-0.000141770614297|0.010475788564|-0.00034068163388|0.00688943333316|-0.00577137864413|0.00275692953209|5.94166316449e-05|0.00202370848084|-0.00974996852433|-0.00191399533453|-0.00426597251207|0.00925484644864|-0.0137528021296|-0.00431261116963|0.00529488005336|-0.0119272177428|0.000169538047104|-0.0036918753032@0.0179902932691
TNAV,"November 18, 2014",223,A2,-0.0335306762355|0.0291956788273|-0.0231952235374|0.00897943625645|0.00514319192069|-0.0601561894253|0.00609202489608|-0.0105899989129|0.0956073968223|-0.0279170757316|0.00436402626003|-0.0238143058275|-0.000911117972223|-0.053723275332|-0.00336197728146|0.0142498370482|-0.0191452273162|0.0210754621|0.0311686700733|-0.035568922169|-0.026742005372|0.0135138268242|-0.00972314229916|-0.0147849181656|0.0116989188131@0.0234536332453
NUAN,"February 22, 2016",587|74,A2,0.00986574189329|-0.0179702247016|0.0172568204932|-0.0210803299439|0.00278852052062|-0.00305645660255|0.00434963174021|-0.0103671350349|0.00322411380912|0.000414086022483|-0.00805747554863|-0.0156271598364|-0.0117851485169|0.0501151632561|0.00037034225371|0.00506291677697|0.00236413985062|0.0240192813784|-0.00754077265483|0.0226505564935|0.0220005674266|-0.0115560238499|-0.00621463902516|0.00695556874593|0.00835447348038@0.00799846974848
SYMC,"February 2, 2016",116,A2,-0.00116193359446|0.000444311321638|0.00658992445801|-0.00272468932782|0.00479944781976|-0.00864278667948|0.00893002973768|-0.00609030640963|0.00132385755668|-0.0221144014672|-0.0398040804523|0.00277485207745|0.00390353874531|0.0134914749694|-0.0237973840082|0.0125030253092|0.00302143076151|0.008680093214|0.00266983639617|-0.00521207982867|-0.0128114133521|-0.00485727102624|-0.00731285417925|0.0362455854863|-0.0189770442564@0.00922477370981
LYV,"November 29, 2016",235|438,A2,0.00824948414734|-0.0176465776479|-0.000910366245083|0.0148036392521|-0.0101132395789|0.0128892073484|0.0035366144443|-0.0163235510002|0.0263593133669|-0.0237031731328|-0.00342408027395|-0.023630954346|-0.00566740593389|0.0187012473604|-0.0194170517881|-0.00235035732404|-0.0140362843877|-0.00967687472924|-0.00312821485005|0.00924488113538|0.0123043714314|-0.00418237046659|0.0070032994688|-0.0188041047203|-0.00203342743423@0.0089903114977
AAPL,"September 30, 2015",55,A2,0.0162224783811|0.00995343068675|-0.0187796635708|0.0341757441053|-0.0197467359051|0.0134497573713|0.0158567943973|0.00713177686501|0.0232382926279|-0.010398669497|-0.00681267748444|-0.00163951069686|0.0357053906635|0.00200413958712|0.00875877138832|0.0153003514002|0.0235019694451|-0.0161065792075|0.0313804151643|-0.0341098734784|-0.0252343682874|-0.0110536587543|-0.0100991539041|-0.0127456279431|0.0186346715808@0.0151589154767
MU,"August 19, 2016",71,A2,-0.0148691835757|0.0649086596749|0.0294295163004|-0.0269142229069|-0.0258974439042|-0.0132079908304|0.00689059354402|-0.00680666947628|-0.0255263950294|0.0400654953379|-0.0103636111228|-0.0241541694111|0.00678522199758|-0.0142012379873|0.00122962383705|0.0354763822708|0.0158050055257|-0.0119085764645|-0.00842371168346|-0.0044986698628|0.0303349631601|0.00124289986672|-0.0106111593161|-0.0465291976875|0.0277661318894@0.0310265115427
ATHN,"March 10, 2017",2,A2,-0.00915816693028|-0.0411917919602|-0.0135026699392|-0.0036502953783|-0.0126818248729|-9.72360422767e-05|-0.00338583412419|-0.0256992878944|-0.0156600638143|0.00274327420153|-0.0350540102473|-0.000656315647264|0.020378599146|-0.046723236143|0.0115384912031|-0.00550178835626|-0.00198677435256|-0.00961081025475|-0.0302466114742|0.00937542770557|-0.0201520461434|-0.0248582166262|0.00148501870495|-0.0110816495733|-0.0164857237117@0.0409177380338
ATRS,"November 17, 2014",48,A2,-0.0172931942219|-0.00324116998784|0.00718977498636|-0.0073883037648|0.0161718518638|-0.0160000504831|-0.0485447657514|-0.0138964947165|0.016089368154|-0.0264039189848|0.0146099436204|0.00693769598904|0.022559351086|-0.0068480154559|-0.00261442914162|0.0190383466261|0.0350907976478|-0.00582663677285|0.0134202188414|-0.0023835338281|0.0132447913252|-0.0121753026377|0.000827601414243|0.00748372057437|-0.0162819433884@0.0331575910812
HON,"February 5, 2013",62,A2,0.00495004819759|-0.00582494056717|0.0106352873025|-0.0102801853209|-5.1885565254e-05|0.00827853479546|0.000840946873353|-0.00218302908226|0.00386199683903|0.00531364112736|0.00345822595299|-0.00257399189031|-0.000441745356939|-0.00350976691995|0.0109669823302|-0.00221435213356|-0.0033456548958|-0.00424278548524|0.00316655908388|0.00442249591744|0.00809856178192|-0.00030852929364|0.00837726505746|-0.00260184966779|-0.00583432601675@0.00707719280348
DEPO,"February 21, 2017",75,A2,0.0434307641563|-0.0538813329891|-0.0153500124331|0.0174275685439|-0.0144645186668|0.0114694969435|0.000499518718965|-0.0120513459875|0.00457638798846|-0.0125588876867|0.00313201369636|-0.0561124895604|-0.00195702812572|-0.0372134718063|-0.037595399283|0.0183171597496|-0.0252645845247|-0.0184295150962|0.0122894054578|-0.0347979041293|-0.0585807708971|0.0997859674099|-0.00987091382302|-0.045320196137|-0.00683470428806@0.0314855430894
FISV,"May 12, 2016",97,A2,-0.00522998995607|0.00201539300618|0.00370813840705|0.00579657891834|-0.00899663824241|-0.00888995809955|0.00329628713905|0.00842943216917|0.00665946305366|0.00724202072002|0.0027621742739|0.00261079036883|0.00307686648298|0.00123965442637|0.00993727980984|0.0023206470191|0.0315714487124|0.000621680055968|0.00636562854475|0.0120836193059|-0.00157637812268|-0.00699602339695|-0.00734380398208|0.000671973935712|-0.00127192541534@0.00685017045456
USB,"February 21, 2017",43,A2,-0.000362052836314|0.00239694597058|0.00484248734683|0.00835666588728|0.00631898137076|0.0064552321983|-0.00185608531064|0.00682796497474|0.00464558408218|-0.00141799720242|-0.000477257228592|0.000822265043815|-0.00167259418473|0.00570138483903|-0.00321418594731|0.00468073175713|0.0031307472991|0.0104917070415|-0.000938889073685|0.000848316144935|0.000918680934593|0.002857080287|0.0023224622495|0.000687340301073|0.00241891705968@0.00477749381172
SBUX,"November 29, 2016",235|438,A2,-0.00681461542767|-0.0052745523219|0.0138805029909|-0.0186527956267|0.0245340283079|0.0170611078276|3.93386624563e-05|3.92867341584e-05|-0.0111018649661|0.0185575288008|0.0107131457308|0.00437485347021|0.0183094976024|0.00485694138619|0.00461474784166|0.0003131126885|0.0209064611577|0.01125146035|-0.00521893496964|0.00586621909119|0.00881505947309|0.00236816065169|0.0142002649683|-0.0211649225304|0.00634624857576@0.00587037242076
NTAP,"August 9, 2016",4,A2,ERROR
HPE,"August 9, 2016",4,A2,-0.0118675807155|-0.0199723941915|0.00397453633229|-0.0158665223297|-0.00866971147393|-0.0027148257774|0.00767610468672|-0.0138631170509|0.000927114492089|0.0098061834095|-0.00166927078275|-0.00341270252905|-0.00874720239843|0.0248681899137|0.00893430253095|-0.00910659515911|0.0130017558101|0.00783525007181|-0.0257596939667|-0.0219474541749|-0.00151325803165|-0.00616052786963|-0.00597675354738|0.00236939756017|-0.0112759782234@0.0172836705657
CBS,"February 10, 2015",97,A2,0.0106173303246|0.0143444242074|-0.0172945397619|-0.012346642916|0.0254062530956|-0.00746617400603|0.00523328608032|-0.00285009654893|-0.0126791409248|0.0175892887285|0.0110166390908|-0.00599973157887|-0.0190841874167|-0.0103809243269|-0.00177524570862|0.0151097212706|-0.00271844146867|-0.0224636052716|0.0138250798225|0.00104722749976|-0.0081737217722|-0.0073202944098|0.00837210372068|0.0295774758143|0.00290603809384@0.0138638971422
ORCL,"August 18, 2016",98,A2,-0.00336854146073|-0.00424652298973|0.00456978117867|-0.0129725127865|0.00476144899939|0.00483799110326|-0.00753102341871|0.0115435672365|-0.0104620170316|-0.0128577049283|0.00556104936161|-0.0125935988942|-0.00662156400063|-0.000848558803216|0.00024019527458|-0.00189333623006|-0.00401627024683|-0.000253386369961|-0.00622533011944|-0.00968448147137|-0.00903891734959|0.00474446678823|0.000401511147208|0.00419723947487|-0.0137310083@0.0110748041306
FB,"November 17, 2016",476|134,A2,-0.00132799832176|0.0125601224471|0.00219375371228|-0.00374380669314|-0.00513701188803|-0.00605368835533|0.0138911815546|-0.00309379957796|-0.00607074485599|-0.0112869973173|-0.0506522814629|0.00374296537337|-0.0105242822241|0.0108454432323|-0.017162932339|-0.0144131168088|-0.0173827265997|-0.0294759038326|0.0104573818|-0.0103831467626|0.00534698310811|-0.00452826808383|0.0318130647953|-0.00335880613325|-0.00690283834284@0.00640290922793
BDC,"April 17, 2015",42,A2,-0.000406735835716|0.00801498730443|-0.00550312241656|-0.00209150497322|-0.0262579774313|0.00204887613282|0.0254406656836|0.00108245884538|0.0140693794589|-0.0194663322354|0.00710690076788|0.0117398163043|-0.0117600264797|-0.0021868131646|0.00437008047251|-0.00323439595919|-0.0102423628713|0.00381765050062|-0.0120378028955|-0.000253656954314|-0.0049818101022|0.0136965763544|0.00437478163957|-0.0115353267475|0.00806644912153@0.00829153431441
AAPL,"September 10, 2014",92,A2,1.19226779051e-05|0.00431217972073|-0.00205722240787|0.000784877790135|0.00445136790679|0.00737957266699|-0.0017615740612|0.00515780663473|0.0026887267474|-0.00316511390523|-0.0108899364315|0.0111691123668|-7.5504885581e-05|0.000260786976752|0.00600087855293|-0.0432605633306|-0.0115739781726|0.00238917460793|-0.00999330822189|-0.00317958778137|0.0220878637257|0.00505170820705|0.00429937548169|0.00327171322034|-0.016367295419@0.00870525043601
CTAA,"February 12, 2015",72,A2,0.00186545059665|0.025593080358|0.0170778790302|-0.00057471777871|0.0504483779963|0.0430662047659|-0.00969128555257|0.00851548056602|0.0620581558864|-0.0289244379186|0.0376127435237|-0.0126909848226|0.0484037386103|0.0602434495388|0.0061762167977|0.0220636118655|0.0553178507443|0.0344094338283|-0.0545689485875|-0.00983806002349|0.0217943829342|-0.00205894612024|0.00695878531446|-0.0329685699674|0.00357207313034@0.0917900885533
CGNX,"December 16, 2013",178,A2,-0.00595281840065|0.0199046693734|-0.0135314990982|-0.0150047818957|0.00897137885198|0.0171324230793|0.0121116277068|-0.0101900877374|0.00842229558569|-0.0051563017241|0.0088526183694|-0.00151829247317|0.007725219484|-0.00011670910961|0.00437895997048|0.0099393518277|0.00853408439259|0.0186465935946|0.000460226412042|0.0142982229759|0.0109611709782|0.00327925559112|0.046533976631|0.0054990030038|-0.0129714982972@0.0135163211852
AGYS,"November 29, 2016",235|438,A2,0.00563274675222|-0.000663791747437|-0.00793577504064|-0.0169727165502|0.00714274762295|0.013667548889|0.0157002201253|0.0282470628225|-0.031866422057|-0.00972116603538|0.0107056681451|-0.0528807197741|0.0506890464085|-0.00705308210779|-0.0228828917605|-0.00376512240299|0.00895751740149|-0.0216140831947|0.00519768513264|0.0211044629368|-0.0182355408935|-0.0361518932424|-0.0242591356371|-0.000744758731|-0.0109195398265@0.014416709421
FTR,"July 31, 2015",85,A2,-0.00711298572709|0.0314675183703|-0.0150417484735|0.0500483869651|-0.00141708146611|-0.010703105693|-0.00946595129832|-0.0112743464804|0.0048854619158|0.013186011103|0.0250462635632|-0.0203536315183|-0.00112668697884|0.0016715323526|0.0207641123933|-0.00791479776133|0.0438342823637|-0.0215819781492|0.00901732472744|-0.00535120215265|0.026679585074|0.106357832648|0.032779513318|-0.0302691929251|0.0571606088564@0.0323548312216
HSNI,"July 31, 2015",85,A2,0.00293837518839|-0.00104616185573|-0.0022157650988|0.0101185358715|0.0035722857199|-0.00872581820723|-0.00403766608968|0.00275758098798|-0.0118004072655|0.00316638007241|-0.0130480535658|0.00306601157382|-0.000600833376355|0.00946518779269|-0.0068201617625|0.00537716162823|0.00600588063857|0.00393562624966|0.00671551147266|0.00736055674142|-0.019289418371|-0.00255225692161|0.00344052443825|0.00425171057147|-0.0754548501092@0.00995366967483
SYK,"June 27, 2014",119,A2,0.00571286353022|0.00260105215838|0.00828872303082|0.00016277695116|0.00109268724551|-0.00481026881707|0.00160919411927|-0.00380332646252|-0.000116111532355|-0.00376815913791|-0.00597520328786|0.0152028894856|-0.00968888934356|0.000866744513651|0.0138206341525|0.00526221541301|-0.00900780698221|0.000534754947526|0.00653189012982|-0.00492849639256|-0.00726631481144|0.00560188765325|0.00976104834429|-0.00115479450323|-0.000823590816569@0.00902628568513
BMRN,"April 25, 2017",46,A2,0.00209987185582|0.0108606940803|0.000414400861921|-0.0045766278414|-0.0212580150742|-0.0089987025925|-0.00698337295758|0.00288208960869|0.00274258059954|0.00664749415074|-0.000521700751221|-0.00352107402581|-0.000706264464116|0.0135683420084|0.00175742099915|-0.00258463315209|-0.0177540830042|-0.00763847877066|-0.0232417163133|0.0493785524931|-0.0011699058802|0.0134571394567|-0.00602210786759|-0.00548563951836|0.0115967510221@0.0154161351203
BBY,"September 6, 2013",28,A2,0.0119396963242|-0.00764837933349|-0.000854746223171|0.00284922735069|0.037810572492|0.0132047361295|-0.00694994457859|0.0258050297084|0.102261389357|-0.0180693006121|0.0168798368008|-0.00564459510236|0.0176236459898|0.0273041781564|0.0171666848969|-0.00518973363842|0.020896300863|0.0197802561027|-0.0113037427934|0.00705151267487|-0.00659336169609|-0.0254267982928|0.00719994082531|-2.24237743661e-05|0.00380352616666@0.0202420445653
WILN,"August 1, 2016",271,A2,0.00934411963303|0.0161850321984|-0.00139422044713|-0.0133573944467|-0.0311527890547|0.00735076600451|-0.00628693958618|-0.0400856615602|-0.0107816826807|-0.0131189581256|-0.0134338899416|-0.00490379263953|-0.000777157390675|0.0184060143918|-0.0162746039433|-0.00462064893601|-0.0124479174909|0.00971830890053|-0.196950159082|-0.155238603726|0.0115161508508|-0.00763447359302|-0.0400471824172|0.00122423931411|-0.0538370663556@0.0300986819435
SUPN,"June 18, 2012",3,A2,ERROR
FISV,"October 13, 2016",259|6,A2,0.0067242808341|-0.00687074332543|0.0063673829514|-0.00539482895015|0.019561629376|0.00828871778708|-0.00779263922385|-0.00637483727626|-0.00612512234981|0.00815823104812|0.00786269969005|-0.00137117700669|0.00379846922493|-0.00171659077156|0.0163944177636|0.016090722509|-0.00462011380681|0.00608961894421|-0.000408313025782|0.0139606134371|-0.0107056703464|0.00983608966829|0.00303789766011|-0.0011830627585|0.00806700491582@0.00988800027678
MOD,"June 10, 2014",5,A2,-0.00937684435083|-0.0236221336491|-0.0254736500742|-0.0186161922646|0.00640452342091|-0.00538246220228|-0.00839262137532|-0.00460737233538|-0.0269627213889|-0.0221910193847|-0.0320450595974|0.00359901797361|-0.0224252516347|-0.0187940531395|-0.0149867743093|-0.0312106355151|-0.0116607869472|-0.0183440035576|-0.0123415435594|-0.0291043080097|0.00779004369518|-0.0117246016562|-0.018190696664|-0.0081979844322|-0.0378508502184@0.0230278799474
MSTR,"December 19, 2014",39,A2,-0.0121134429638|-0.0130121783742|0.038311650803|-0.0208334526684|0.0114721342591|-0.00288199212604|0.000120618063824|-0.0168759123337|-0.0184140316175|-0.00696847414142|-0.00619406792334|-0.0109298287335|0.00281897388745|-0.0152227966418|0.00306185409803|-0.0488401726846|-0.00648634393714|-0.0260862897201|0.00843015186362|0.026225573511|-0.0203963828004|-0.00214519270691|-0.0179053667012|-0.00985037728058|-0.00627073292007@0.0227254585388
GEVO,"February 10, 2016",6,A2,-0.0981952719495|-0.0157578647585|0.0708464524085|-0.0209341590779|-0.0745267723064|0.0881799460666|0.12367481836|0.167824876251|0.0562852265881|-0.0783744195226|-0.112972952116|-0.0608052449882|0.0913293528403|-0.0567111015622|-0.0106395641341|0.0366474743066|0.0415983614512|-0.102207504976|-0.150384911688|0.038980326274|0.0239914205158|0.0593656961155|-0.0133228121556|0.206260923747|0.00979778072663@0.0913778309596
CTAA,"November 25, 2013",46,A2,ERROR
IBM,"June 16, 2015",133,A2,-0.0127845051115|0.000309550023918|0.00104229652843|-0.00720047845146|-0.00278318802747|0.00412534093828|-0.00563570300337|-0.00307052052237|-0.00440143887705|0.000346188006837|-0.00863771217691|-0.0080068967024|0.00528423930312|-0.0120709641851|-0.00280169355496|-0.00237277155956|-0.00597371525016|-0.00523834094383|-0.00364033291931|0.00231413915024|-0.00900905828875|0.00394073980799|-0.00974693108919|-0.00185312714072|-0.00839501199569@0.00791004073022
SNPS,"October 11, 2016",8,A2,-0.00672178714787|-0.00583613654577|-0.00235406011757|-0.00614469119067|0.00588875101955|-0.00549607633164|-0.00306337229895|0.000828668682151|-0.000800237227802|0.00347237009694|-0.00187254500172|-0.00284664483318|-0.00524112013205|-0.00715337145872|-0.00723792098189|0.00056684693024|0.00631169382473|0.00182518610947|-0.00726115708475|0.0132491189607|-0.00424904881327|0.000745835516387|-0.00231119702619|0.0028701258284|0.000816422397649@0.00910713727917
CTXS,"June 16, 2015",133,A2,-0.00567789445235|-0.00292465385361|5.28239597243e-05|0.00074667630422|-0.00771902482334|0.00444324589691|-0.00426633263037|-0.00831344785956|-0.00419661900835|0.00879492658904|0.0140927569413|-0.0212537327729|0.00344503745108|-0.00369469817057|-0.000579493938602|-0.0250993858975|0.00863884916519|0.0616053824682|0.0229824009431|-0.0248739039994|-0.0035424793091|-0.00361146504719|-0.00229378087428|-0.00400091603473|-0.000667210180229@0.0117664163966
CRDS,"June 6, 2017",91|260|385,A2,ERROR
ORCL,"November 29, 2016",235|438,A2,0.00802649981466|0.00685171981295|-0.0090685530774|0.0062528679438|0.0135321455895|-0.00230777953241|-0.00262134816368|0.0129534802481|0.00671138969636|0.0244707961919|-0.0015011202979|-0.0181150599912|0.0212946735502|0.0103460970916|-0.000780625555608|-0.010047940064|0.007724092394|0.00529815500775|0.000708223655497|0.00151471176899|0.00261028279515|-0.0139763028475|-0.0442281421522|-0.00186252465695|0.0163245915226@0.00923632011288
T,"July 31, 2015",85,A2,0.00360685266357|-0.00539018747252|-0.00190053770933|-0.00363754057523|-0.0140149858281|-0.00468352401958|-0.00451379247431|0.00453563917767|-0.0120993402096|0.0018871774133|-0.0107127831668|-0.00915922816108|-0.00477171854804|-0.00629228488847|-0.00976249645866|0.0160423038856|0.005380769713|-0.00953839986583|0.00865084045969|7.63082916009e-05|-0.00772974293543|-0.00244567956418|-0.00323064671582|-0.00647137323782|0.00968989904358@0.00828711955278
SNPS,"October 17, 2016",31,A2,0.00567581353207|-0.00565365279505|-0.00226111590716|0.000485383249929|-0.00120524092298|0.00288675826863|-0.00172809126794|-0.00196078997283|-0.00513091216315|-0.00669595814045|-0.00755445552624|0.00042307954902|0.00692947557918|0.00225975212277|-0.00692467454023|0.0130390337879|-0.00420047258144|0.00125999830874|-0.00237576395054|0.00358271816308|0.000762972303853|-0.0100491951474|-0.00127262169647|-0.0104721048357|-0.00371026634744@0.00902321085913
ADBE,"June 16, 2015",133,A2,0.00184617068519|0.00420036857758|0.000804212561936|0.0101136992009|-0.00365365562036|0.0024795749089|0.000699554121118|1.79829293422e-05|-0.00514140194937|0.00854023101177|6.4115295961e-05|-3.50260932346e-05|-0.00768062711791|0.00100613271339|-0.00154532580755|-0.00281474254148|0.00915127955518|-0.000510446097128|0.00960308191752|-0.00697099033034|0.00766823713663|-0.0268965415563|0.00888895049486|0.00862183837976|0.0258041445291@0.00901772081431
ADBE,"October 2, 2013",209,A2,0.0140210710897|-0.00510475437801|0.0045532576751|-0.00413353846535|0.00787001537183|0.00213740267221|-0.00576398141318|0.000421171567843|0.0038253296505|-0.0053703630875|0.0763985120435|-0.0103039338316|0.017587905623|-0.00277516771815|-0.00456135152389|0.0132009008593|0.000841058889378|0.00524602204282|0.00568971345878|-0.000424286273228|-0.0142552963069|0.000313578939446|0.00595994614686|-0.000873571059127|-0.00588841365198@0.00450983391423
BDX,"May 9, 2016",5,A2,0.0017470856708|0.0203318169055|0.0028091114093|-0.00479960960487|0.00604523404361|-0.0033316840734|-0.00560813179123|0.00583932224373|0.00160097344266|0.0109677583053|0.00213122447421|-0.00115005442887|0.0139019585982|0.0106266772017|0.00155201025482|-0.0107702658462|0.000633473626483|0.0115961175425|0.021043349298|-0.00469143661195|6.92189304915e-05|0.000481519409306|0.00538869360984|-0.000285174246274|-0.0014932033625@0.00807409708411
YHOO,"September 10, 2014",92,A2,-0.00290277119076|0.0118112474001|0.00273543162603|0.00254901811982|0.0187591628335|0.00817120522874|-0.00746324027947|0.0127014511733|0.00894594157952|-0.0106464456512|0.000935282381238|0.0131373441982|0.00640146197158|0.00612318656839|0.0215233880891|-0.00612326187842|0.0089952378151|0.00654638102359|0.0548537131114|-0.018951766635|0.00309276167311|0.00744773491042|0.0457580700908|0.000663427087967|-0.00306815446902@0.0215800290776
